# step = 100, time = 0.01, G_eff = 5000, N = 64, iz = 32
# x  y  rho  V
0.0078125  0.0078125  0.341068  0.0394341
0.0078125  0.0234375  0.140564  0.0393154
0.0078125  0.0390625  0.0100422  0.0390419
0.0078125  0.0546875  0.0557245  0.0385898
0.0078125  0.0703125  0.16176  0.0379746
0.0078125  0.0859375  0.216182  0.0372245
0.0078125  0.101562  0.207943  0.0363586
0.0078125  0.117188  0.108502  0.0353758
0.0078125  0.132812  0.0150149  0.0342617
0.0078125  0.148438  0.0171024  0.0330093
0.0078125  0.164062  0.147668  0.0316314
0.0078125  0.179688  0.283314  0.0301633
0.0078125  0.195312  0.246851  0.0286339
0.0078125  0.210938  0.107365  0.0270412
0.0078125  0.226562  0.0516165  0.0253735
0.0078125  0.242188  0.139873  0.0236343
0.0078125  0.257812  0.353597  0.0218564
0.0078125  0.273438  0.412811  0.0200944
0.0078125  0.289062  0.194007  0.0183629
0.0078125  0.304688  0.11603  0.0166332
0.0078125  0.320312  0.305483  0.0149181
0.0078125  0.335938  0.394687  0.0132738
0.0078125  0.351562  0.286089  0.0117245
0.0078125  0.367188  0.219969  0.0102649
0.0078125  0.382812  0.274346  0.00890514
0.0078125  0.398438  0.312626  0.00767399
0.0078125  0.414062  0.29573  0.00659142
0.0078125  0.429688  0.275395  0.00566701
0.0078125  0.445312  0.279248  0.0049104
0.0078125  0.460938  0.286  0.00433312
0.0078125  0.476562  0.285162  0.00394421
0.0078125  0.492188  0.281528  0.00374867
0.0078125  0.507812  0.281528  0.00374867
0.0078125  0.523438  0.285162  0.00394421
0.0078125  0.539062  0.286  0.00433312
0.0078125  0.554688  0.279248  0.0049104
0.0078125  0.570312  0.275395  0.00566701
0.0078125  0.585938  0.29573  0.00659142
0.0078125  0.601562  0.312626  0.00767399
0.0078125  0.617188  0.274346  0.00890514
0.0078125  0.632812  0.219969  0.0102649
0.0078125  0.648438  0.286089  0.0117245
0.0078125  0.664062  0.394687  0.0132738
0.0078125  0.679688  0.305483  0.0149181
0.0078125  0.695312  0.11603  0.0166332
0.0078125  0.710938  0.194007  0.0183629
0.0078125  0.726562  0.412811  0.0200944
0.0078125  0.742188  0.353597  0.0218564
0.0078125  0.757812  0.139873  0.0236343
0.0078125  0.773438  0.0516165  0.0253735
0.0078125  0.789062  0.107365  0.0270412
0.0078125  0.804688  0.246851  0.0286339
0.0078125  0.820312  0.283314  0.0301633
0.0078125  0.835938  0.147668  0.0316314
0.0078125  0.851562  0.0171024  0.0330093
0.0078125  0.867188  0.0150149  0.0342617
0.0078125  0.882812  0.108502  0.0353758
0.0078125  0.898438  0.207943  0.0363586
0.0078125  0.914062  0.216182  0.0372245
0.0078125  0.929688  0.16176  0.0379746
0.0078125  0.945312  0.0557245  0.0385898
0.0078125  0.960938  0.0100422  0.0390419
0.0078125  0.976562  0.140564  0.0393154
0.0078125  0.992188  0.341068  0.0394341

0.0234375  0.0078125  0.140564  0.0393154
0.0234375  0.0234375  0.0800374  0.0391818
0.0234375  0.0390625  0.0121343  0.0388957
0.0234375  0.0546875  0.0120953  0.0384411
