# step = 50, time = 0.005, G_eff = 5000, N = 64, iz = 32
# x  y  rho  V
0.0078125  0.0078125  1.36899e-08  0.0447126
0.0078125  0.0234375  1.439e-08  0.044547
0.0078125  0.0390625  1.77407e-08  0.0442169
0.0078125  0.0546875  2.7399e-08  0.0437245
0.0078125  0.0703125  4.86758e-08  0.0430728
0.0078125  0.0859375  8.92198e-08  0.0422664
0.0078125  0.101562  1.60964e-07  0.0413106
0.0078125  0.117188  2.83378e-07  0.0402119
0.0078125  0.132812  4.88129e-07  0.0389782
0.0078125  0.148438  8.24651e-07  0.0376183
0.0078125  0.164062  1.36701e-06  0.0361422
0.0078125  0.179688  2.22124e-06  0.0345614
0.0078125  0.195312  3.53376e-06  0.0328881
0.0078125  0.210938  5.49812e-06  0.0311362
0.0078125  0.226562  8.36017e-06  0.0293202
0.0078125  0.242188  1.24168e-05  0.0274562
0.0078125  0.257812  1.80091e-05  0.025561
0.0078125  0.273438  2.55042e-05  0.0236524
0.0078125  0.289062  3.52679e-05  0.0217489
0.0078125  0.304688  4.76256e-05  0.0198697
0.0078125  0.320312  6.28124e-05  0.0180345
0.0078125  0.335938  8.09229e-05  0.016263
0.0078125  0.351562  0.000101854  0.0145749
0.0078125  0.367188  0.000125263  0.0129897
0.0078125  0.382812  0.000150534  0.011526
0.0078125  0.398438  0.00017678  0.0102015
0.0078125  0.414062  0.000202886  0.00903277
0.0078125  0.429688  0.000227563  0.00803451
0.0078125  0.445312  0.000249447  0.00721963
0.0078125  0.460938  0.000267222  0.00659879
0.0078125  0.476562  0.000279765  0.00618022
0.0078125  0.492188  0.000286255  0.00596952
0.0078125  0.507812  0.000286255  0.00596952
0.0078125  0.523438  0.000279765  0.00618022
0.0078125  0.539062  0.000267222  0.00659879
0.0078125  0.554688  0.000249447  0.00721963
0.0078125  0.570312  0.000227563  0.00803451
0.0078125  0.585938  0.000202886  0.00903277
0.0078125  0.601562  0.00017678  0.0102015
0.0078125  0.617188  0.000150534  0.011526
0.0078125  0.632812  0.000125263  0.0129897
0.0078125  0.648438  0.000101854  0.0145749
0.0078125  0.664062  8.09229e-05  0.016263
0.0078125  0.679688  6.28124e-05  0.0180345
0.0078125  0.695312  4.76256e-05  0.0198697
0.0078125  0.710938  3.52679e-05  0.0217489
0.0078125  0.726562  2.55042e-05  0.0236524
0.0078125  0.742188  1.80091e-05  0.025561
0.0078125  0.757812  1.24168e-05  0.0274562
0.0078125  0.773438  8.36017e-06  0.0293202
0.0078125  0.789062  5.49812e-06  0.0311362
0.0078125  0.804688  3.53376e-06  0.0328881
0.0078125  0.820312  2.22124e-06  0.0345614
0.0078125  0.835938  1.36701e-06  0.0361422
0.0078125  0.851562  8.24651e-07  0.0376183
0.0078125  0.867188  4.88129e-07  0.0389782
0.0078125  0.882812  2.83378e-07  0.0402119
0.0078125  0.898438  1.60964e-07  0.0413106
0.0078125  0.914062  8.92198e-08  0.0422664
0.0078125  0.929688  4.86758e-08  0.0430728
0.0078125  0.945312  2.7399e-08  0.0437245
0.0078125  0.960938  1.77407e-08  0.0442169
0.0078125  0.976562  1.439e-08  0.044547
0.0078125  0.992188  1.36899e-08  0.0447126

0.0234375  0.0078125  1.439e-08  0.044547
0.0234375  0.0234375  1.53855e-08  0.0443799
0.0234375  0.0390625  1.93509e-08  0.0440467
0.0234375  0.0546875  3.01854e-08  0.0435497
0.0234375  0.0703125  5.38981e-08  0.0428919
0.0234375  0.0859375  9.94291e-08  0.0420777
0.0234375  0.101562  1.80655e-07  0.0411126
0.0234375  0.117188  3.19746e-07  0.0400031
0.0234375  0.132812  5.52132e-07  0.0387569
0.0234375  0.148438  9.32528e-07  0.0373829
0.0234375  0.164062  1.54235e-06  0.0358913
0.0234375  0.179688  2.49744e-06  0.0342932
0.0234375  0.195312  3.9568e-06  0.0326013
0.0234375  0.210938  6.12943e-06  0.0308292
0.0234375  0.226562  9.27968e-06  0.0289918
0.0234375  0.242188  1.37258e-05  0.0271051
0.0234375  0.257812  1.98322e-05  0.0251861
0.0234375  0.273438  2.79908e-05  0.0232528
0.0234375  0.289062  3.85909e-05  0.0213239
0.0234375  0.304688  5.19799e-05  0.019419
0.0234375  0.320312  6.84095e-05  0.0175579
0.0234375  0.335938  8.79827e-05  0.0157607
0.0234375  0.351562  0.00011059  0.0140475
0.0234375  0.367188  0.000135865  0.0124381
0.0234375  0.382812  0.000163146  0.0109516
0.0234375  0.398438  0.000191478  0.00960612
0.0234375  0.414062  0.000219661  0.00841844
0.0234375  0.429688  0.000246305  0.00740376
0.0234375  0.445312  0.000269935  0.0065753
0.0234375  0.460938  0.000289132  0.005944
0.0234375  0.476562  0.000302679  0.00551834
0.0234375  0.492188  0.000309689  0.00530405
0.0234375  0.507812  0.000309689  0.00530405
0.0234375  0.523438  0.000302679  0.00551834
0.0234375  0.539062  0.000289132  0.005944
0.0234375  0.554688  0.000269935  0.0065753
0.0234375  0.570312  0.000246305  0.00740376
0.0234375  0.585938  0.000219661  0.00841844
0.0234375  0.601562  0.000191478  0.00960612
0.0234375  0.617188  0.000163146  0.0109516
0.0234375  0.632812  0.000135865  0.0124381
0.0234375  0.648438  0.00011059  0.0140475
0.0234375  0.664062  8.79827e-05  0.0157607
0.0234375  0.679688  6.84095e-05  0.0175579
0.0234375  0.695312  5.19799e-05  0.019419
0.0234375  0.710938  3.85909e-05  0.0213239
0.0234375  0.726562  2.79908e-05  0.0232528
0.0234375  0.742188  1.98322e-05  0.0251861
0.0234375  0.757812  1.37258e-05  0.0271051
0.0234375  0.773438  9.27968e-06  0.0289918
0.0234375  0.789062  6.12943e-06  0.0308292
0.0234375  0.804688  3.9568e-06  0.0326013
0.0234375  0.820312  2.49744e-06  0.0342932
0.0234375  0.835938  1.54235e-06  0.0358913
0.0234375  0.851562  9.32528e-07  0.0373829
0.0234375  0.867188  5.52132e-07  0.0387569
