# D = 10
# z-slice at iz = N/2 (z = p/2)
# x/p  y/p  delta  vx  vy  vz
0  0.6875  -0.132746  -2.07074e-19  0.000516933  -2.60188e-19
0  0.703125  -0.109915  -9.5494e-20  0.000477453  -7.83196e-20
0  0.71875  -0.0837062  -2.12899e-19  0.000442119  -3.4501e-19
0  0.734375  -0.0561615  -6.11955e-20  0.000414619  -2.73147e-19
0  0.75  -0.0285798  0  0.000397474  -2.85657e-19
0  0.765625  -0.000696789  6.67846e-20  0.000391956  -1.27358e-19
0  0.78125  0.0287793  2.15152e-19  0.000398364  4.56688e-19
0  0.796875  0.0610149  5.22392e-20  0.000416279  1.54069e-19
0  0.8125  0.0959816  1.33939e-19  0.000444675  -4.40324e-19
0  0.828125  0.132039  1.16431e-19  0.000481804  2.93621e-19
0  0.84375  0.166716  2.37176e-19  0.000524802  7.67219e-19
0  0.859375  0.198791  4.07365e-19  0.000569  6.19352e-19
0  0.875  0.230042  8.98706e-20  0.000607402  1.58583e-19
0  0.890625  0.262965  2.1e-19  0.000631547  1.07767e-18
0  0.90625  0.294757  2.28795e-19  0.000633946  -2.69758e-20
0  0.921875  0.319313  5.19831e-19  0.000608615  1.24242e-18
0  0.9375  0.340166  1.72002e-19  0.000549171  5.05769e-20
0  0.953125  0.361015  1.2933e-19  0.000452863  9.36147e-19
0  0.96875  0.371889  4.97895e-19  0.000324129  1.25486e-19
0  0.984375  0.382283  3.16677e-19  0.000169006  -1.69406e-19

0.015625  0  0.382283  -0.000169006  -1.69621e-19  -2.71222e-19
0.015625  0.015625  0.380454  -0.000167773  -0.000167773  1.42041e-18
0.015625  0.03125  0.370585  -0.000164781  -0.000321955  5.37951e-19
0.015625  0.046875  0.3597  -0.000159346  -0.000450373  -6.91895e-20
0.015625  0.0625  0.338554  -0.000152343  -0.000547013  2.90288e-19
0.015625  0.078125  0.316976  -0.00014346  -0.000607307  3.83886e-19
0.015625  0.09375  0.292755  -0.000132716  -0.000633584  5.51123e-20
0.015625  0.109375  0.261673  -0.000120741  -0.000632319  3.0289e-19
0.015625  0.125  0.228978  -0.000107654  -0.000609497  6.26004e-19
0.015625  0.140625  0.197695  -9.34324e-05  -0.000572387  5.63456e-19
0.015625  0.15625  0.165765  -7.83289e-05  -0.000529239  5.32067e-19
0.015625  0.171875  0.13148  -6.27244e-05  -0.000486989  3.3322e-19
0.015625  0.1875  0.0958629  -4.69242e-05  -0.000450347  -1.06855e-19
0.015625  0.203125  0.0611958  -3.11212e-05  -0.000422233  2.06487e-19
0.015625  0.21875  0.0290609  -1.54418e-05  -0.00040443  1.35715e-19
0.015625  0.234375  -0.00045268  5.15186e-09  -0.000397977  1.62413e-19
0.015625  0.25  -0.0283882  1.50961e-05  -0.00040329  -7.41214e-20
0.015625  0.265625  -0.0559187  2.96775e-05  -0.000420057  -8.09984e-20
0.015625  0.28125  -0.0832628  4.35691e-05  -0.000447  -5.05789e-20
0.015625  0.296875  -0.109201  5.65989e-05  -0.000481631  -2.75047e-19
0.015625  0.3125  -0.131871  6.86743e-05  -0.000520338  -3.00356e-19
0.015625  0.328125  -0.150744  7.98456e-05  -0.000559102  -1.00145e-18
0.015625  0.34375  -0.167851  9.02361e-05  -0.000594315  -3.58123e-19
0.015625  0.359375  -0.185512  9.98085e-05  -0.000622271  -6.56721e-19
0.015625  0.375  -0.20209  0.00010827  -0.000637467  -5.55068e-20
0.015625  0.390625  -0.213948  0.000115517  -0.000633572  -1.81001e-19
0.015625  0.40625  -0.223642  0.000121971  -0.000607878  -7.74507e-19
0.015625  0.421875  -0.235019  0.000127612  -0.000559623  -7.71714e-19
0.015625  0.4375  -0.242169  0.000131866  -0.000485621  3.13204e-19
0.015625  0.453125  -0.246825  0.000135347  -0.000387958  -8.99519e-19
0.015625  0.46875  -0.253051  0.00013793  -0.000271262  -2.07071e-18
0.015625  0.484375  -0.253305  0.000139232  -0.000139232  -5.06994e-19
0.015625  0.5  -0.256312  0.000139955  -8.82032e-19  -1.149e-18
0.015625  0.515625  -0.253305  0.000139232  0.000139232  -6.39717e-19
0.015625  0.53125  -0.253051  0.00013793  0.000271262  -1.5783e-18
0.015625  0.546875  -0.246825  0.000135347  0.000387958  -1.02627e-18
0.015625  0.5625  -0.242169  0.000131866  0.000485621  7.0276e-20
0.015625  0.578125  -0.235019  0.000127612  0.000559623  -7.58243e-19
0.015625  0.59375  -0.223642  0.000121971  0.000607878  -7.83593e-19
0.015625  0.609375  -0.213948  0.000115517  0.000633572  -2.12958e-19
0.015625  0.625  -0.20209  0.00010827  0.000637467  1.74124e-19
0.015625  0.640625  -0.185512  9.98085e-05  0.000622271  -4.61884e-19
0.015625  0.65625  -0.167851  9.02361e-05  0.000594315  -2.18459e-19
0.015625  0.671875  -0.150744  7.98456e-05  0.000559102  -7.863e-19
0.015625  0.6875  -0.131871  6.86743e-05  0.000520338  -3.19769e-19
0.015625  0.703125  -0.109201  5.65989e-05  0.000481631  -1.74459e-19
0.015625  0.71875  -0.0832628  4.35691e-05  0.000447  2.2663e-20
0.015625  0.734375  -0.0559187  2.96775e-05  0.000420057  -1.31356e-19
0.015625  0.75  -0.0283882  1.50961e-05  0.00040329  -5.13664e-20
0.015625  0.765625  -0.00045268  5.15186e-09  0.000397977  -1.24491e-19
0.015625  0.78125  0.0290609  -1.54418e-05  0.00040443  2.34054e-19
0.015625  0.796875  0.0611958  -3.11212e-05  0.000422233  -2.07676e-19
0.015625  0.8125  0.0958629  -4.69242e-05  0.000450347  -7.40985e-20
0.015625  0.828125  0.13148  -6.27244e-05  0.000486989  4.02471e-19
0.015625  0.84375  0.165765  -7.83289e-05  0.000529239  4.84878e-20
0.015625  0.859375  0.197695  -9.34324e-05  0.000572387  2.24649e-19
0.015625  0.875  0.228978  -0.000107654  0.000609497  6.69804e-19
0.015625  0.890625  0.261673  -0.000120741  0.000632319  5.52595e-19
0.015625  0.90625  0.292755  -0.000132716  0.000633584  2.72164e-19
0.015625  0.921875  0.316976  -0.00014346  0.000607307  1.54916e-19
0.015625  0.9375  0.338554  -0.000152343  0.000547013  4.13222e-19
0.015625  0.953125  0.3597  -0.000159346  0.000450373  1.67038e-20
0.015625  0.96875  0.370585  -0.000164781  0.000321955  6.05053e-19
0.015625  0.984375  0.380454  -0.000167773  0.000167773  1.33884e-18

0.03125  0  0.371889  -0.000324129  2.03446e-20  -8.69524e-21
0.03125  0.015625  0.370585  -0.000321955  -0.000164781  4.95589e-19
0.03125  0.03125  0.360852  -0.000316649  -0.000316649  -5.22105e-19
0.03125  0.046875  0.350671  -0.000307016  -0.000443855  1.41451e-18
0.03125  0.0625  0.332146  -0.000294191  -0.000540454  1.50031e-19
0.03125  0.078125  0.310617  -0.000278106  -0.000602821  8.11442e-20
0.03125  0.09375  0.286924  -0.000258433  -0.000632183  4.97991e-19
0.03125  0.109375  0.257593  -0.000236038  -0.000634303  7.7953e-19
0.03125  0.125  0.225779  -0.000211294  -0.000615299  2.97539e-19
0.03125  0.140625  0.194572  -0.000184189  -0.000581983  6.51746e-19
0.03125  0.15625  0.163046  -0.000155097  -0.000541989  4.75941e-19
0.03125  0.171875  0.129793  -0.000124693  -0.000502031  -2.45963e-19
0.03125  0.1875  0.095378  -9.361e-05  -0.000466902  1.7344e-19
0.03125  0.203125  0.0615818  -6.23094e-05  -0.000439671  -4.20769e-20
0.03125  0.21875  0.0298041  -3.11301e-05  -0.000422226  2.22728e-19
0.03125  0.234375  0.000276102  -3.67041e-07  -0.000415648  6.67525e-20
0.03125  0.25  -0.0277267  2.96706e-05  -0.000420346  -3.54179e-19
0.03125  0.265625  -0.0550681  5.86345e-05  -0.000435988  -2.94502e-19
0.03125  0.28125  -0.0818567  8.61505e-05  -0.000461293  -1.6009e-19
0.03125  0.296875  -0.107091  0.000111889  -0.000493867  -2.17529e-19
0.03125  0.3125  -0.129374  0.000135686  -0.000530313  5.66796e-20
0.03125  0.328125  -0.148468  0.00015762  -0.000566839  -7.7335e-19
0.03125  0.34375  -0.166026  0.000177852  -0.000599831  -6.868e-19
0.03125  0.359375  -0.183542  0.000196262  -0.000625351  -3.80126e-19
0.03125  0.375  -0.199409  0.000212413  -0.000638002  -3.76523e-19
0.03125  0.390625  -0.211257  0.000226306  -0.000632187  -7.4339e-19
0.03125  0.40625  -0.221574  0.000238603  -0.00060532  2.01262e-19
0.03125  0.421875  -0.232426  0.000249086  -0.000555903  -9.88e-19
0.03125  0.4375  -0.2394  0.000257114  -0.000481444  -9.79245e-19
0.03125  0.453125  -0.245297  0.000263795  -0.000384433  3.11195e-20
0.03125  0.46875  -0.251522  0.000268578  -0.000268578  -2.5879e-19
0.03125  0.484375  -0.253051  0.000271262  -0.00013793  -2.27274e-18
0.03125  0.5  -0.25574  0.000272478  -3.18723e-19  2.90342e-19
0.03125  0.515625  -0.253051  0.000271262  0.00013793  -1.48693e-18
0.03125  0.53125  -0.251522  0.000268578  0.000268578  2.59784e-22
0.03125  0.546875  -0.245297  0.000263795  0.000384433  -4.10075e-19
0.03125  0.5625  -0.2394  0.000257114  0.000481444  -1.2733e-18
0.03125  0.578125  -0.232426  0.000249086  0.000555903  -8.29155e-19
0.03125  0.59375  -0.221574  0.000238603  0.00060532  -8.07993e-20
0.03125  0.609375  -0.211257  0.000226306  0.000632187  -1.6649e-19
0.03125  0.625  -0.199409  0.000212413  0.000638002  -3.17124e-19
0.03125  0.640625  -0.183542  0.000196262  0.000625351  -3.00485e-19
0.03125  0.65625  -0.166026  0.000177852  0.000599831  -8.61444e-19
0.03125  0.671875  -0.148468  0.00015762  0.000566839  -2.41564e-19
0.03125  0.6875  -0.129374  0.000135686  0.000530313  1.95601e-20
0.03125  0.703125  -0.107091  0.000111889  0.000493867  -2.05674e-19
0.03125  0.71875  -0.0818567  8.61505e-05  0.000461293  -1.04442e-20
0.03125  0.734375  -0.0550681  5.86345e-05  0.000435988  -6.36609e-20
0.03125  0.75  -0.0277267  2.96706e-05  0.000420346  -2.15165e-19
0.03125  0.765625  0.000276102  -3.67041e-07  0.000415648  4.10073e-20
0.03125  0.78125  0.0298041  -3.11301e-05  0.000422226  1.45066e-19
0.03125  0.796875  0.0615818  -6.23094e-05  0.000439671  -2.09386e-19
0.03125  0.8125  0.095378  -9.361e-05  0.000466902  3.85654e-19
0.03125  0.828125  0.129793  -0.000124693  0.000502031  -1.2837e-19
0.03125  0.84375  0.163046  -0.000155097  0.000541989  4.97026e-19
0.03125  0.859375  0.194572  -0.000184189  0.000581983  8.57068e-19
0.03125  0.875  0.225779  -0.000211294  0.000615299  -1.69264e-19
0.03125  0.890625  0.257593  -0.000236038  0.000634303  5.75931e-19
0.03125  0.90625  0.286924  -0.000258433  0.000632183  3.26885e-19
0.03125  0.921875  0.310617  -0.000278106  0.000602821  5.56399e-19
0.03125  0.9375  0.332146  -0.000294191  0.000540454  -1.07192e-19
0.03125  0.953125  0.350671  -0.000307016  0.000443855  1.02672e-18
0.03125  0.96875  0.360852  -0.000316649  0.000316649  -6.07945e-19
0.03125  0.984375  0.370585  -0.000321955  0.000164781  4.80969e-19

0.046875  0  0.361015  -0.000452863  0  9.68388e-19
0.046875  0.015625  0.3597  -0.000450373  -0.000159346  -1.60323e-20
0.046875  0.03125  0.350671  -0.000443855  -0.000307016  1.40982e-18
0.046875  0.046875  0.339037  -0.000432529  -0.000432529  -8.09649e-20
0.046875  0.0625  0.32164  -0.000416592  -0.000529499  1.72944e-19
0.046875  0.078125  0.300294  -0.000396276  -0.000594757  8.13109e-19
0.046875  0.09375  0.277377  -0.000370915  -0.000628797  8.17171e-20
0.046875  0.109375  0.250391  -0.000341072  -0.000636404  2.09265e-19
0.046875  0.125  0.220316  -0.000307321  -0.000623436  3.5629e-19
0.046875  0.140625  0.189725  -0.000269756  -0.000596161  8.42185e-19
0.046875  0.15625  0.158885  -0.000228741  -0.000561377  1.17639e-19
0.046875  0.171875  0.127009  -0.0001851  -0.000525357  2.43205e-19
0.046875  0.1875  0.0942724  -0.000139783  -0.000492904  -5.79016e-21
0.046875  0.203125  0.0618248  -9.36297e-05  -0.000467268  1.1516e-20
0.046875  0.21875  0.0307686  -4.73368e-05  -0.000450495  2.8951e-20
0.046875  0.234375  0.001467  -1.52914e-06  -0.000443749  1.32112e-19
0.046875  0.25  -0.0264157  4.31809e-05  -0.000447455  1.84848e-20
0.046875  0.265625  -0.0533598  8.61704e-05  -0.000461269  -2.38706e-19
0.046875  0.28125  -0.0793577  0.000126839  -0.000483949  4.74168e-20
0.046875  0.296875  -0.103703  0.000164707  -0.000513256  -5.79531e-19
0.046875  0.3125  -0.125545  0.000199543  -0.000546097  -2.89937e-19
0.046875  0.328125  -0.144891  0.000231396  -0.000578954  -7.53353e-19
0.046875  0.34375  -0.162823  0.000260363  -0.000608198  -9.14338e-19
0.046875  0.359375  -0.179961  0.000286254  -0.000629707  -3.48669e-20
0.046875  0.375  -0.195035  0.000308752  -0.000638413  -5.80657e-19
0.046875  0.390625  -0.207074  0.000328125  -0.000629608  -2.92233e-19
0.046875  0.40625  -0.218017  0.000344991  -0.000600703  -2.55658e-19
0.046875  0.421875  -0.228225  0.000358962  -0.000549672  -3.597e-19
0.046875  0.4375  -0.235083  0.000369834  -0.000474903  -4.3105e-19
0.046875  0.453125  -0.24097  0.000378593  -0.000378593  -1.60602e-18
0.046875  0.46875  -0.245297  0.000384433  -0.000263795  -4.47264e-20
0.046875  0.484375  -0.246825  0.000387958  -0.000135347  -1.11773e-18
0.046875  0.5  -0.248385  0.000389193  -4.57439e-19  -5.47752e-19
0.046875  0.515625  -0.246825  0.000387958  0.000135347  -9.36637e-19
0.046875  0.53125  -0.245297  0.000384433  0.000263795  -2.59472e-19
0.046875  0.546875  -0.24097  0.000378593  0.000378593  -1.47068e-18
0.046875  0.5625  -0.235083  0.000369834  0.000474903  -7.07486e-19
0.046875  0.578125  -0.228225  0.000358962  0.000549672  -3.45804e-19
0.046875  0.59375  -0.218017  0.000344991  0.000600703  -2.91575e-19
0.046875  0.609375  -0.207074  0.000328125  0.000629608  -6.12233e-19
0.046875  0.625  -0.195035  0.000308752  0.000638413  -2.82223e-19
0.046875  0.640625  -0.179961  0.000286254  0.000629707  -6.36527e-19
0.046875  0.65625  -0.162823  0.000260363  0.000608198  -1.47179e-18
0.046875  0.671875  -0.144891  0.000231396  0.000578954  -8.4787e-19
0.046875  0.6875  -0.125545  0.000199543  0.000546097  -3.24253e-19
0.046875  0.703125  -0.103703  0.000164707  0.000513256  -5.28059e-20
0.046875  0.71875  -0.0793577  0.000126839  0.000483949  -2.5046e-19
0.046875  0.734375  -0.0533598  8.61704e-05  0.000461269  4.51246e-20
0.046875  0.75  -0.0264157  4.31809e-05  0.000447455  -9.88968e-20
0.046875  0.765625  0.001467  -1.52914e-06  0.000443749  3.46035e-20
0.046875  0.78125  0.0307686  -4.73368e-05  0.000450495  -6.08342e-20
0.046875  0.796875  0.0618248  -9.36297e-05  0.000467268  1.65957e-19
0.046875  0.8125  0.0942724  -0.000139783  0.000492904  8.56541e-20
0.046875  0.828125  0.127009  -0.0001851  0.000525357  6.98171e-20
0.046875  0.84375  0.158885  -0.000228741  0.000561377  3.86023e-19
0.046875  0.859375  0.189725  -0.000269756  0.000596161  4.63116e-19
0.046875  0.875  0.220316  -0.000307321  0.000623436  6.76709e-19
0.046875  0.890625  0.250391  -0.000341072  0.000636404  4.72422e-19
0.046875  0.90625  0.277377  -0.000370915  0.000628797  2.98541e-19
0.046875  0.921875  0.300294  -0.000396276  0.000594757  4.9322e-19
0.046875  0.9375  0.32164  -0.000416592  0.000529499  3.08015e-19
0.046875  0.953125  0.339037  -0.000432529  0.000432529  -1.32353e-19
0.046875  0.96875  0.350671  -0.000443855  0.000307016  1.25175e-18
0.046875  0.984375  0.3597  -0.000450373  0.000159346  2.3287e-20

0.0625  0  0.340166  -0.000549171  2.71517e-19  3.18614e-19
0.0625  0.015625  0.338554  -0.000547013  -0.000152343  4.40366e-19
0.0625  0.03125  0.332146  -0.000540454  -0.000294191  3.98806e-19
0.0625  0.046875  0.32164  -0.000529499  -0.000416592  2.4145e-19
0.0625  0.0625  0.306733  -0.000513444  -0.000513444  1.12912e-18
0.0625  0.078125  0.286926  -0.000492334  -0.00058196  1.84311e-19
0.0625  0.09375  0.264759  -0.000465308  -0.00062197  6.60275e-19
0.0625  0.109375  0.239971  -0.000432036  -0.000636815  5.18413e-19
0.0625  0.125  0.212326  -0.000392865  -0.000631728  -9.4195e-20
0.0625  0.140625  0.183236  -0.000348001  -0.000612377  7.63489e-19
0.0625  0.15625  0.153566  -0.000297793  -0.000584686  4.1313e-20
0.0625  0.171875  0.123258  -0.000243089  -0.000554291  1.47168e-19
0.0625  0.1875  0.0924003  -0.000185098  -0.000525827  -2.51976e-19
0.0625  0.203125  0.0616306  -0.000125107  -0.000502662  1.82159e-19
0.0625  0.21875  0.031712  -6.43321e-05  -0.000487009  1.29571e-19
0.0625  0.234375  0.00305769  -3.908e-06  -0.000480152  -1.33787e-19
0.0625  0.25  -0.0243446  5.50886e-05  -0.000482576  -2.94753e-20
0.0625  0.265625  -0.0506405  0.000111644  -0.000493977  -2.15126e-19
0.0625  0.28125  -0.0757386  0.000164868  -0.000513205  -9.40908e-20
0.0625  0.296875  -0.0992092  0.000214095  -0.000538237  -4.35029e-19
0.0625  0.3125  -0.120626  0.000258989  -0.000566303  -1.35711e-19
0.0625  0.328125  -0.140068  0.000299496  -0.00059415  -2.15511e-19
0.0625  0.34375  -0.15805  0.000335623  -0.000618187  -6.93195e-19
0.0625  0.359375  -0.174653  0.00036725  -0.000634318  -7.15545e-19
0.0625  0.375  -0.189167  0.000394383  -0.000638019  -9.90172e-19
0.0625  0.390625  -0.201491  0.000417512  -0.000625327  -3.49664e-19
0.0625  0.40625  -0.212596  0.00043706  -0.000593528  -7.19542e-19
0.0625  0.421875  -0.222022  0.000452828  -0.00054043  -5.5885e-19
0.0625  0.4375  -0.228988  0.000465234  -0.000465234  -5.95406e-19
0.0625  0.453125  -0.235083  0.000474903  -0.000369834  -5.20723e-19
0.0625  0.46875  -0.2394  0.000481444  -0.000257114  -1.36534e-18
0.0625  0.484375  -0.242169  0.000485621  -0.000131866  3.29617e-19
0.0625  0.5  -0.243336  0.000486874  -5.78074e-20  -1.50566e-18
0.0625  0.515625  -0.242169  0.000485621  0.000131866  1.79634e-19
0.0625  0.53125  -0.2394  0.000481444  0.000257114  -1.20465e-18
0.0625  0.546875  -0.235083  0.000474903  0.000369834  -7.55977e-19
0.0625  0.5625  -0.228988  0.000465234  0.000465234  -5.06162e-19
0.0625  0.578125  -0.222022  0.000452828  0.00054043  -1.33805e-18
0.0625  0.59375  -0.212596  0.00043706  0.000593528  -4.55614e-19
0.0625  0.609375  -0.201491  0.000417512  0.000625327  -1.4714e-19
0.0625  0.625  -0.189167  0.000394383  0.000638019  -1.01475e-18
0.0625  0.640625  -0.174653  0.00036725  0.000634318  -1.26604e-18
0.0625  0.65625  -0.15805  0.000335623  0.000618187  -9.78264e-19
0.0625  0.671875  -0.140068  0.000299496  0.00059415  -8.09071e-19
0.0625  0.6875  -0.120626  0.000258989  0.000566303  1.88413e-19
0.0625  0.703125  -0.0992092  0.000214095  0.000538237  -3.80829e-19
0.0625  0.71875  -0.0757386  0.000164868  0.000513205  -2.10925e-19
0.0625  0.734375  -0.0506405  0.000111644  0.000493977  -2.96309e-19
0.0625  0.75  -0.0243446  5.50886e-05  0.000482576  -2.92105e-19
0.0625  0.765625  0.00305769  -3.908e-06  0.000480152  1.03448e-19
0.0625  0.78125  0.031712  -6.43321e-05  0.000487009  2.49844e-19
0.0625  0.796875  0.0616306  -0.000125107  0.000502662  2.63082e-20
0.0625  0.8125  0.0924003  -0.000185098  0.000525827  -2.6102e-21
0.0625  0.828125  0.123258  -0.000243089  0.000554291  7.83463e-20
0.0625  0.84375  0.153566  -0.000297793  0.000584686  7.8274e-19
0.0625  0.859375  0.183236  -0.000348001  0.000612377  7.91179e-19
0.0625  0.875  0.212326  -0.000392865  0.000631728  3.70174e-19
0.0625  0.890625  0.239971  -0.000432036  0.000636815  8.09182e-19
0.0625  0.90625  0.264759  -0.000465308  0.00062197  6.89648e-19
0.0625  0.921875  0.286926  -0.000492334  0.00058196  4.2518e-19
0.0625  0.9375  0.306733  -0.000513444  0.000513444  1.03492e-18
0.0625  0.953125  0.32164  -0.000529499  0.000416592  1.45448e-19
0.0625  0.96875  0.332146  -0.000540454  0.000294191  4.16302e-19
0.0625  0.984375  0.338554  -0.000547013  0.000152343  1.54567e-19

0.078125  0  0.319313  -0.000608615  -1.6859e-19  4.10437e-19
0.078125  0.015625  0.316976  -0.000607307  -0.00014346  3.63856e-19
0.078125  0.03125  0.310617  -0.000602821  -0.000278106  2.50761e-20
0.078125  0.046875  0.300294  -0.000594757  -0.000396276  8.30663e-19
0.078125  0.0625  0.286926  -0.00058196  -0.000492334  3.31162e-19
0.078125  0.078125  0.269834  -0.000563601  -0.000563601  7.84641e-19
0.078125  0.09375  0.249515  -0.000538769  -0.000609844  7.66241e-19
0.078125  0.109375  0.226772  -0.000506352  -0.000633073  1.31489e-19
0.078125  0.125  0.20173  -0.000465875  -0.000637273  1.93793e-19
0.078125  0.140625  0.174924  -0.000417335  -0.000627318  5.9053e-19
0.078125  0.15625  0.147101  -0.000361043  -0.000608289  3.58485e-19
0.078125  0.171875  0.118642  -0.000297842  -0.000585092  1.98156e-19
0.078125  0.1875  0.0897775  -0.000229139  -0.000561998  1.27114e-19
0.078125  0.203125  0.0608938  -0.00015668  -0.000542336  -9.74318e-20
0.078125  0.21875  0.0324884  -8.23185e-05  -0.000528433  1.26277e-19
0.078125  0.234375  0.004945  -7.8794e-06  -0.000521704  1.3163e-20
0.078125  0.25  -0.0215607  6.49151e-05  -0.00052274  8.95279e-20
0.078125  0.265625  -0.0469555  0.000134511  -0.000531343  -3.35804e-22
0.078125  0.28125  -0.0710991  0.000199612  -0.00054652  -1.26368e-19
0.078125  0.296875  -0.0937408  0.000259285  -0.000566499  -4.33258e-19
0.078125  0.3125  -0.114676  0.000313012  -0.000588826  -2.94417e-19
0.078125  0.328125  -0.133929  0.000360612  -0.000610514  1.06793e-19
0.078125  0.34375  -0.151639  0.000402078  -0.000628138  -5.86059e-19
0.078125  0.359375  -0.167726  0.000437512  -0.000637882  -9.56314e-19
0.078125  0.375  -0.181932  0.000467281  -0.000635812  -7.71135e-19
0.078125  0.390625  -0.194372  0.000492002  -0.000618466  -7.74038e-19
0.078125  0.40625  -0.205322  0.00051213  -0.000583153  -4.47226e-19
0.078125  0.421875  -0.214506  0.000528026  -0.000528026  -3.96444e-19
0.078125  0.4375  -0.222022  0.00054043  -0.000452828  -1.34588e-18
0.078125  0.453125  -0.228225  0.000549672  -0.000358962  -1.33106e-19
0.078125  0.46875  -0.232426  0.000555903  -0.000249086  -8.32784e-19
0.078125  0.484375  -0.235019  0.000559623  -0.000127612  -5.68608e-19
0.078125  0.5  -0.235769  0.000560719  -8.46519e-19  -8.43745e-19
0.078125  0.515625  -0.235019  0.000559623  0.000127612  -4.66315e-19
0.078125  0.53125  -0.232426  0.000555903  0.000249086  -7.20141e-19
0.078125  0.546875  -0.228225  0.000549672  0.000358962  -2.29787e-19
0.078125  0.5625  -0.222022  0.00054043  0.000452828  -1.19933e-18
0.078125  0.578125  -0.214506  0.000528026  0.000528026  -4.39661e-19
0.078125  0.59375  -0.205322  0.00051213  0.000583153  -4.36864e-19
0.078125  0.609375  -0.194372  0.000492002  0.000618466  -6.94618e-19
0.078125  0.625  -0.181932  0.000467281  0.000635812  -4.95617e-19
0.078125  0.640625  -0.167726  0.000437512  0.000637882  -1.019e-18
0.078125  0.65625  -0.151639  0.000402078  0.000628138  -4.40766e-19
0.078125  0.671875  -0.133929  0.000360612  0.000610514  -7.18179e-19
0.078125  0.6875  -0.114676  0.000313012  0.000588826  -9.07354e-20
0.078125  0.703125  -0.0937408  0.000259285  0.000566499  -1.49032e-19
0.078125  0.71875  -0.0710991  0.000199612  0.00054652  -1.83012e-19
0.078125  0.734375  -0.0469555  0.000134511  0.000531343  -1.72583e-19
0.078125  0.75  -0.0215607  6.49151e-05  0.00052274  -1.2973e-19
0.078125  0.765625  0.004945  -7.8794e-06  0.000521704  7.98858e-21
0.078125  0.78125  0.0324884  -8.23185e-05  0.000528433  1.94241e-19
0.078125  0.796875  0.0608938  -0.00015668  0.000542336  -4.66542e-19
