# D = 50
# z-slice at iz = N/2 (z = p/2)
# x/p  y/p  delta  vx  vy  vz
0.015625  0.0625  3.09337  -0.000183545  -0.000636981  4.31409e-19
0.015625  0.078125  2.22356  -0.000148006  -0.000616228  -1.30161e-19
0.015625  0.09375  1.55453  -0.000114052  -0.000566304  2.92028e-19
0.015625  0.109375  1.04269  -8.38216e-05  -0.000511694  1.19807e-19
0.015625  0.125  0.656214  -5.77763e-05  -0.000464748  1.97231e-19
0.015625  0.140625  0.368033  -3.54906e-05  -0.000430163  9.07432e-20
0.015625  0.15625  0.153565  -1.63493e-05  -0.000408922  1.04942e-19
0.015625  0.171875  -0.00825036  2.29933e-07  -0.00040056  2.23973e-19
0.015625  0.1875  -0.134095  1.47013e-05  -0.000404171  -1.55451e-19
0.015625  0.203125  -0.236014  2.73663e-05  -0.000418709  -1.50613e-20
0.015625  0.21875  -0.321309  3.83722e-05  -0.000442765  -2.42809e-19
0.015625  0.234375  -0.392734  4.77628e-05  -0.000473905  3.756e-20
0.015625  0.25  -0.449971  5.56457e-05  -0.000508072  6.80761e-21
0.015625  0.265625  -0.493231  6.24315e-05  -0.000540647  -0
0.015625  0.28125  -0.52714  6.87677e-05  -0.000569856  9.26642e-20
0.015625  0.296875  -0.559245  7.48708e-05  -0.000597881  6.34221e-22
0.015625  0.3125  -0.590991  8.00194e-05  -0.000624201  -3.37347e-19
0.015625  0.328125  -0.61442  8.36353e-05  -0.000639075  -1.15863e-19
0.015625  0.34375  -0.628241  8.70373e-05  -0.000636917  -1.79187e-19
0.015625  0.359375  -0.645423  9.11829e-05  -0.000628573  6.06662e-19
0.015625  0.375  -0.664322  9.39476e-05  -0.000612219  1.08512e-18
0.015625  0.390625  -0.670757  9.54211e-05  -0.000571416  -2.1647e-19
0.015625  0.40625  -0.680127  9.8464e-05  -0.00052122  -7.35404e-19
0.015625  0.421875  -0.692774  9.99015e-05  -0.000462573  3.78649e-19
0.015625  0.4375  -0.692396  0.000100604  -0.000382074  1.77562e-19
0.015625  0.453125  -0.702613  0.000102671  -0.000299486  2.7257e-19
0.015625  0.46875  -0.70233  0.000101935  -0.000203377  2.27657e-19
0.015625  0.484375  -0.706092  0.000103488  -0.000103488  1.25214e-19
0.015625  0.5  -0.70584  0.00010235  3.89516e-20  1.68399e-19
0.015625  0.515625  -0.706092  0.000103488  0.000103488  1.85371e-19
0.015625  0.53125  -0.70233  0.000101935  0.000203377  -3.56798e-19
0.015625  0.546875  -0.702613  0.000102671  0.000299486  2.31717e-19
0.015625  0.5625  -0.692396  0.000100604  0.000382074  4.92829e-19
0.015625  0.578125  -0.692774  9.99015e-05  0.000462573  2.16872e-19
0.015625  0.59375  -0.680127  9.8464e-05  0.00052122  -6.4601e-19
0.015625  0.609375  -0.670757  9.54211e-05  0.000571416  -1.46552e-19
0.015625  0.625  -0.664322  9.39476e-05  0.000612219  7.3178e-19
0.015625  0.640625  -0.645423  9.11829e-05  0.000628573  1.13026e-18
0.015625  0.65625  -0.628241  8.70373e-05  0.000636917  4.49643e-19
0.015625  0.671875  -0.61442  8.36353e-05  0.000639075  3.06703e-19
0.015625  0.6875  -0.590991  8.00194e-05  0.000624201  7.17232e-20
0.015625  0.703125  -0.559245  7.48708e-05  0.000597881  -2.39572e-19
0.015625  0.71875  -0.52714  6.87677e-05  0.000569856  -2.39253e-19
0.015625  0.734375  -0.493231  6.24315e-05  0.000540647  1.81072e-19
0.015625  0.75  -0.449971  5.56457e-05  0.000508072  -8.84014e-20
0.015625  0.765625  -0.392734  4.77628e-05  0.000473905  -3.44286e-19
0.015625  0.78125  -0.321309  3.83722e-05  0.000442765  3.79115e-19
0.015625  0.796875  -0.236014  2.73663e-05  0.000418709  3.39375e-20
0.015625  0.8125  -0.134095  1.47013e-05  0.000404171  -2.24016e-19
0.015625  0.828125  -0.00825036  2.29933e-07  0.00040056  9.94694e-20
0.015625  0.84375  0.153565  -1.63493e-05  0.000408922  1.23332e-19
0.015625  0.859375  0.368033  -3.54906e-05  0.000430163  2.03236e-19
0.015625  0.875  0.656214  -5.77763e-05  0.000464748  -4.55625e-19
0.015625  0.890625  1.04269  -8.38216e-05  0.000511694  2.62875e-19
0.015625  0.90625  1.55453  -0.000114052  0.000566304  3.11966e-19
0.015625  0.921875  2.22356  -0.000148006  0.000616228  1.22342e-19
0.015625  0.9375  3.09337  -0.000183545  0.000636981  2.57033e-19
0.015625  0.953125  4.18157  -0.000216881  0.000596036  5.40888e-19
0.015625  0.96875  5.32929  -0.000244433  0.00047109  3.28456e-19
0.015625  0.984375  6.21323  -0.000262865  0.000262865  -1.15706e-21

0.03125  0  5.57176  -0.000479067  7.06556e-19  8.61606e-19
0.03125  0.015625  5.32929  -0.00047109  -0.000244433  5.95829e-19
0.03125  0.03125  4.72891  -0.000445256  -0.000445256  7.7522e-19
0.03125  0.046875  3.89415  -0.000403794  -0.000575946  4.95622e-19
0.03125  0.0625  3.00747  -0.000350725  -0.000631578  -1.21719e-19
0.03125  0.078125  2.22469  -0.000290214  -0.000626694  6.15021e-19
0.03125  0.09375  1.58394  -0.000228439  -0.000587221  6.74275e-20
0.03125  0.109375  1.08116  -0.000170382  -0.000536077  3.33894e-19
0.03125  0.125  0.692554  -0.000118821  -0.000489198  -7.04674e-19
0.03125  0.140625  0.398395  -7.39977e-05  -0.000452899  5.7233e-22
0.03125  0.15625  0.1772  -3.52559e-05  -0.000429414  2.05259e-19
0.03125  0.171875  0.00952553  -1.67911e-06  -0.000418706  4.75101e-19
0.03125  0.1875  -0.120709  2.75502e-05  -0.000420011  -2.26908e-19
0.03125  0.203125  -0.225418  5.30275e-05  -0.000432241  1.36472e-19
0.03125  0.21875  -0.31214  7.50976e-05  -0.000453909  2.14187e-20
0.03125  0.234375  -0.384251  9.39417e-05  -0.000482615  1.50752e-19
0.03125  0.25  -0.442316  0.000109853  -0.00051464  7.22871e-20
0.03125  0.265625  -0.487141  0.000123589  -0.000545855  -5.63809e-20
0.03125  0.28125  -0.522882  0.00013621  -0.00057438  -4.62817e-19
0.03125  0.296875  -0.555718  0.000148029  -0.000601328  -6.72133e-19
0.03125  0.3125  -0.586796  0.000157954  -0.000625517  -5.71127e-19
0.03125  0.328125  -0.610211  0.000165324  -0.00063889  2.56969e-19
0.03125  0.34375  -0.62568  0.000172286  -0.000637259  1.47526e-18
0.03125  0.359375  -0.643251  0.000180004  -0.000628543  1.0415e-18
0.03125  0.375  -0.66087  0.000185206  -0.000610145  6.69663e-19
0.03125  0.390625  -0.668379  0.000188607  -0.000570032  1.3288e-19
0.03125  0.40625  -0.678241  0.00019411  -0.000520221  -3.21282e-19
0.03125  0.421875  -0.689079  0.000196615  -0.000459878  -4.18404e-19
0.03125  0.4375  -0.689789  0.000198355  -0.00038018  1.20785e-18
0.03125  0.453125  -0.698518  0.000201565  -0.000296534  2.86214e-19
0.03125  0.46875  -0.698312  0.000200761  -0.000200761  3.62364e-19
0.03125  0.484375  -0.70233  0.000203377  -0.000101935  7.40603e-20
0.03125  0.5  -0.701689  0.00020165  -6.41977e-19  -6.29492e-19
0.03125  0.515625  -0.70233  0.000203377  0.000101935  1.1649e-19
0.03125  0.53125  -0.698312  0.000200761  0.000200761  7.96848e-19
0.03125  0.546875  -0.698518  0.000201565  0.000296534  4.3569e-19
0.03125  0.5625  -0.689789  0.000198355  0.00038018  1.41945e-18
0.03125  0.578125  -0.689079  0.000196615  0.000459878  5.21048e-19
0.03125  0.59375  -0.678241  0.00019411  0.000520221  -3.099e-19
0.03125  0.609375  -0.668379  0.000188607  0.000570032  1.15265e-18
0.03125  0.625  -0.66087  0.000185206  0.000610145  5.60599e-19
0.03125  0.640625  -0.643251  0.000180004  0.000628543  4.85031e-20
0.03125  0.65625  -0.62568  0.000172286  0.000637259  5.86773e-19
0.03125  0.671875  -0.610211  0.000165324  0.00063889  3.25298e-19
0.03125  0.6875  -0.586796  0.000157954  0.000625517  7.90316e-19
0.03125  0.703125  -0.555718  0.000148029  0.000601328  3.97316e-19
0.03125  0.71875  -0.522882  0.00013621  0.00057438  2.03561e-19
0.03125  0.734375  -0.487141  0.000123589  0.000545855  5.86101e-19
0.03125  0.75  -0.442316  0.000109853  0.00051464  -6.48589e-21
0.03125  0.765625  -0.384251  9.39417e-05  0.000482615  -2.78006e-19
0.03125  0.78125  -0.31214  7.50976e-05  0.000453909  2.25091e-19
0.03125  0.796875  -0.225418  5.30275e-05  0.000432241  -1.44648e-19
0.03125  0.8125  -0.120709  2.75502e-05  0.000420011  -2.17919e-19
0.03125  0.828125  0.00952553  -1.67911e-06  0.000418706  1.99029e-19
0.03125  0.84375  0.1772  -3.52559e-05  0.000429414  4.68716e-19
0.03125  0.859375  0.398395  -7.39977e-05  0.000452899  -1.92718e-19
0.03125  0.875  0.692554  -0.000118821  0.000489198  1.56235e-19
0.03125  0.890625  1.08116  -0.000170382  0.000536077  -1.04347e-19
0.03125  0.90625  1.58394  -0.000228439  0.000587221  1.5402e-19
0.03125  0.921875  2.22469  -0.000290214  0.000626694  4.00225e-19
0.03125  0.9375  3.00747  -0.000350725  0.000631578  3.96269e-19
0.03125  0.953125  3.89415  -0.000403794  0.000575946  6.29267e-19
0.03125  0.96875  4.72891  -0.000445256  0.000445256  5.80059e-19
0.03125  0.984375  5.32929  -0.00047109  0.000244433  3.28456e-19

0.046875  0  4.2669  -0.000603359  5.23792e-19  9.91142e-19
0.046875  0.015625  4.18157  -0.000596036  -0.000216881  6.83773e-19
0.046875  0.03125  3.89415  -0.000575946  -0.000403794  5.65233e-19
0.046875  0.046875  3.43884  -0.000538297  -0.000538297  2.05503e-19
0.046875  0.0625  2.82945  -0.000485642  -0.000614308  4.8197e-19
0.046875  0.078125  2.19211  -0.000418459  -0.000634335  3.06977e-19
0.046875  0.09375  1.61911  -0.000340804  -0.00061293  1.53153e-19
0.046875  0.109375  1.13697  -0.000261144  -0.000571439  7.734e-21
0.046875  0.125  0.749704  -0.000186022  -0.000526748  -7.23444e-20
0.046875  0.140625  0.44801  -0.000118602  -0.000488994  1.01277e-19
0.046875  0.15625  0.217006  -5.94793e-05  -0.000462406  9.72155e-20
0.046875  0.171875  0.0402219  -8.05867e-06  -0.000448098  1.64968e-19
0.046875  0.1875  -0.0971411  3.65841e-05  -0.000445704  2.06841e-20
0.046875  0.203125  -0.206686  7.52853e-05  -0.000454204  -3.52315e-19
0.046875  0.21875  -0.296253  0.000108652  -0.000472067  -3.76341e-19
0.046875  0.234375  -0.370055  0.00013713  -0.000496983  -2.57296e-19
0.046875  0.25  -0.429804  0.000161292  -0.000525657  -9.91562e-20
0.046875  0.265625  -0.477031  0.000182142  -0.000554521  1.97047e-19
0.046875  0.28125  -0.515305  0.000200876  -0.000581521  7.81576e-20
0.046875  0.296875  -0.549236  0.000217835  -0.000606503  2.42879e-19
0.046875  0.3125  -0.579815  0.000232061  -0.000627655  2.84609e-19
0.046875  0.328125  -0.603591  0.0002433  -0.000638973  5.30111e-19
0.046875  0.34375  -0.621165  0.000253789  -0.000637577  3.85737e-19
0.046875  0.359375  -0.639131  0.000264216  -0.000627894  -6.61047e-19
0.046875  0.375  -0.655522  0.000271556  -0.000606979  -4.20875e-19
0.046875  0.390625  -0.664712  0.000277344  -0.000567665  5.89557e-19
0.046875  0.40625  -0.675383  0.000284584  -0.000518084  -3.94992e-20
0.046875  0.421875  -0.685286  0.000288377  -0.000456591  -6.11178e-19
0.046875  0.4375  -0.688888  0.000292053  -0.000379348  -6.50201e-19
0.046875  0.453125  -0.697218  0.000296117  -0.000296117  -4.20987e-19
0.046875  0.46875  -0.698518  0.000296534  -0.000201565  4.01987e-19
0.046875  0.484375  -0.702613  0.000299486  -0.000102671  4.65083e-19
0.046875  0.5  -0.701959  0.000298008  5.24561e-19  3.72034e-19
0.046875  0.515625  -0.702613  0.000299486  0.000102671  2.77316e-19
0.046875  0.53125  -0.698518  0.000296534  0.000201565  5.06936e-19
0.046875  0.546875  -0.697218  0.000296117  0.000296117  -2.47539e-19
0.046875  0.5625  -0.688888  0.000292053  0.000379348  9.2624e-20
0.046875  0.578125  -0.685286  0.000288377  0.000456591  -5.8491e-19
0.046875  0.59375  -0.675383  0.000284584  0.000518084  1.79021e-19
0.046875  0.609375  -0.664712  0.000277344  0.000567665  1.0329e-18
0.046875  0.625  -0.655522  0.000271556  0.000606979  4.99351e-19
0.046875  0.640625  -0.639131  0.000264216  0.000627894  -3.09153e-19
0.046875  0.65625  -0.621165  0.000253789  0.000637577  1.17258e-19
0.046875  0.671875  -0.603591  0.0002433  0.000638973  1.66939e-19
0.046875  0.6875  -0.579815  0.000232061  0.000627655  -1.49327e-19
0.046875  0.703125  -0.549236  0.000217835  0.000606503  -4.6596e-19
0.046875  0.71875  -0.515305  0.000200876  0.000581521  -7.73167e-20
0.046875  0.734375  -0.477031  0.000182142  0.000554521  2.46514e-19
0.046875  0.75  -0.429804  0.000161292  0.000525657  -1.98572e-19
0.046875  0.765625  -0.370055  0.00013713  0.000496983  -1.66417e-19
0.046875  0.78125  -0.296253  0.000108652  0.000472067  1.46722e-19
0.046875  0.796875  -0.206686  7.52853e-05  0.000454204  -2.42332e-19
0.046875  0.8125  -0.0971411  3.65841e-05  0.000445704  1.14368e-19
0.046875  0.828125  0.0402219  -8.05867e-06  0.000448098  9.07993e-20
0.046875  0.84375  0.217006  -5.94793e-05  0.000462406  1.42271e-19
0.046875  0.859375  0.44801  -0.000118602  0.000488994  1.44681e-20
0.046875  0.875  0.749704  -0.000186022  0.000526748  2.52859e-20
0.046875  0.890625  1.13697  -0.000261144  0.000571439  2.03647e-19
0.046875  0.90625  1.61911  -0.000340804  0.00061293  6.9405e-20
0.046875  0.921875  2.19211  -0.000418459  0.000634335  4.52061e-20
0.046875  0.9375  2.82945  -0.000485642  0.000614308  3.89277e-19
0.046875  0.953125  3.43884  -0.000538297  0.000538297  3.12063e-19
0.046875  0.96875  3.89415  -0.000575946  0.000403794  9.21633e-19
0.046875  0.984375  4.18157  -0.000596036  0.000216881  3.45592e-19

0.0625  0  3.11041  -0.000638246  5.8698e-19  2.10065e-19
0.0625  0.015625  3.09337  -0.000636981  -0.000183545  3.32439e-19
0.0625  0.03125  3.00747  -0.000631578  -0.000350725  1.21719e-19
0.0625  0.046875  2.82945  -0.000614308  -0.000485642  4.01322e-19
0.0625  0.0625  2.52207  -0.000578208  -0.000578208  4.22434e-19
0.0625  0.078125  2.09462  -0.000521783  -0.000625974  2.86109e-19
0.0625  0.09375  1.63212  -0.000444917  -0.00063154  1.22726e-19
0.0625  0.109375  1.19752  -0.000354557  -0.000607859  2.16274e-19
0.0625  0.125  0.8216  -0.000261  -0.000571324  3.52454e-19
0.0625  0.140625  0.514987  -0.000172141  -0.000534689  4.00264e-19
0.0625  0.15625  0.273094  -9.19712e-05  -0.000505586  -3.08919e-19
0.0625  0.171875  0.0849014  -2.15116e-05  -0.000487164  3.82692e-20
0.0625  0.1875  -0.0620495  3.9656e-05  -0.00048008  -1.09872e-19
0.0625  0.203125  -0.178628  9.24065e-05  -0.000483695  -2.63301e-19
0.0625  0.21875  -0.272877  0.000137617  -0.000496591  -8.33739e-22
0.0625  0.234375  -0.34985  0.000176091  -0.000516629  1.20666e-19
0.0625  0.25  -0.412383  0.000208733  -0.000540932  -8.31306e-20
0.0625  0.265625  -0.4627  0.000236735  -0.000566401  -2.20729e-19
0.0625  0.28125  -0.503882  0.000261303  -0.000590791  -2.53014e-19
0.0625  0.296875  -0.539303  0.000282877  -0.000612893  -5.42785e-20
0.0625  0.3125  -0.570037  0.000301013  -0.000630532  2.34973e-20
0.0625  0.328125  -0.594714  0.000315975  -0.000639454  -1.77292e-19
0.0625  0.34375  -0.614347  0.000329543  -0.000637513  5.94648e-19
0.0625  0.359375  -0.632693  0.000341896  -0.000626261  6.23924e-19
0.0625  0.375  -0.648426  0.000351169  -0.000603082  6.25249e-19
0.0625  0.390625  -0.659219  0.000359122  -0.0005644  6.2454e-20
0.0625  0.40625  -0.67002  0.000367077  -0.000514643  3.73351e-19
0.0625  0.421875  -0.678629  0.000371721  -0.000452164  8.08953e-19
0.0625  0.4375  -0.683096  0.000376146  -0.000376146  2.30999e-19
0.0625  0.453125  -0.688888  0.000379348  -0.000292053  1.40571e-18
0.0625  0.46875  -0.689789  0.00038018  -0.000198355  8.26419e-19
0.0625  0.484375  -0.692396  0.000382074  -0.000100604  9.36593e-19
0.0625  0.5  -0.691662  0.000381169  2.28698e-19  -1.79818e-18
0.0625  0.515625  -0.692396  0.000382074  0.000100604  -4.18616e-19
0.0625  0.53125  -0.689789  0.00038018  0.000198355  1.43106e-18
0.0625  0.546875  -0.688888  0.000379348  0.000292053  -4.00637e-19
0.0625  0.5625  -0.683096  0.000376146  0.000376146  7.55257e-19
0.0625  0.578125  -0.678629  0.000371721  0.000452164  7.75806e-19
0.0625  0.59375  -0.67002  0.000367077  0.000514643  5.45914e-19
0.0625  0.609375  -0.659219  0.000359122  0.0005644  7.23183e-19
0.0625  0.625  -0.648426  0.000351169  0.000603082  9.49178e-19
0.0625  0.640625  -0.632693  0.000341896  0.000626261  4.36515e-19
0.0625  0.65625  -0.614347  0.000329543  0.000637513  -8.74207e-21
0.0625  0.671875  -0.594714  0.000315975  0.000639454  7.09935e-20
0.0625  0.6875  -0.570037  0.000301013  0.000630532  -1.87368e-19
0.0625  0.703125  -0.539303  0.000282877  0.000612893  -6.32566e-19
0.0625  0.71875  -0.503882  0.000261303  0.000590791  -5.14092e-19
0.0625  0.734375  -0.4627  0.000236735  0.000566401  -1.35743e-19
0.0625  0.75  -0.412383  0.000208733  0.000540932  2.50631e-19
0.0625  0.765625  -0.34985  0.000176091  0.000516629  -2.22634e-19
0.0625  0.78125  -0.272877  0.000137617  0.000496591  -5.91292e-20
0.0625  0.796875  -0.178628  9.24065e-05  0.000483695  6.13641e-20
0.0625  0.8125  -0.0620495  3.9656e-05  0.00048008  1.47086e-19
0.0625  0.828125  0.0849014  -2.15116e-05  0.000487164  3.27394e-19
0.0625  0.84375  0.273094  -9.19712e-05  0.000505586  -1.37327e-19
0.0625  0.859375  0.514987  -0.000172141  0.000534689  -1.76414e-19
0.0625  0.875  0.8216  -0.000261  0.000571324  5.38726e-19
0.0625  0.890625  1.19752  -0.000354557  0.000607859  3.09167e-19
0.0625  0.90625  1.63212  -0.000444917  0.00063154  1.55382e-19
0.0625  0.921875  2.09462  -0.000521783  0.000625974  3.99324e-19
0.0625  0.9375  2.52207  -0.000578208  0.000578208  3.73364e-19
0.0625  0.953125  2.82945  -0.000614308  0.000485642  3.0217e-19
0.0625  0.96875  3.00747  -0.000631578  0.000350725  8.6084e-20
0.0625  0.984375  3.09337  -0.000636981  0.000183545  5.48144e-19

0.078125  0  2.22335  -0.000611019  -1.76092e-19  3.277e-19
0.078125  0.015625  2.22356  -0.000616228  -0.000148006  1.00553e-19
0.078125  0.03125  2.22469  -0.000626694  -0.000290214  4.31564e-19
0.078125  0.046875  2.19211  -0.000634335  -0.000418459  2.10742e-19
0.078125  0.0625  2.09462  -0.000625974  -0.000521783  5.11909e-22
0.078125  0.078125  1.8925  -0.000592604  -0.000592604  -4.75993e-21
0.078125  0.09375  1.5891  -0.000531586  -0.000628363  3.28424e-19
0.078125  0.109375  1.23965  -0.000445103  -0.000631487  -7.84004e-19
0.078125  0.125  0.897539  -0.000342622  -0.000612015  3.62647e-19
0.078125  0.140625  0.595156  -0.000236358  -0.000582842  9.573e-19
0.078125  0.15625  0.344724  -0.000135536  -0.000554396  -5.51268e-19
0.078125  0.171875  0.144313  -4.48445e-05  -0.000532944  -1.53292e-20
0.078125  0.1875  -0.0141777  3.43861e-05  -0.000521102  -6.61373e-20
0.078125  0.203125  -0.140002  0.00010252  -0.000519235  -6.70192e-20
0.078125  0.21875  -0.241037  0.000160544  -0.000526397  2.59163e-19
0.078125  0.234375  -0.322967  0.000209619  -0.000540764  -2.0691e-19
0.078125  0.25  -0.389566  0.000251017  -0.000559859  -4.0427e-20
0.078125  0.265625  -0.443667  0.000286134  -0.000580939  -6.19817e-20
0.078125  0.28125  -0.488107  0.00031625  -0.000601628  -6.51573e-20
0.078125  0.296875  -0.525558  0.000342061  -0.000620054  -1.24142e-19
0.078125  0.3125  -0.557318  0.000363742  -0.000633914  -1.72387e-20
0.078125  0.328125  -0.583401  0.000381928  -0.000640089  -1.67106e-19
0.078125  0.34375  -0.604886  0.000397862  -0.000636674  2.87097e-19
0.078125  0.359375  -0.623805  0.000411612  -0.000623434  2.69242e-19
0.078125  0.375  -0.639651  0.000422525  -0.000598336  7.12957e-19
0.078125  0.390625  -0.651903  0.000432008  -0.000559661  -4.31982e-19
0.078125  0.40625  -0.663061  0.000440394  -0.000509287  -1.20659e-18
0.078125  0.421875  -0.671971  0.000446377  -0.000446377  4.68309e-19
0.078125  0.4375  -0.678629  0.000452164  -0.000371721  -7.70961e-19
0.078125  0.453125  -0.685286  0.000456591  -0.000288377  1.13193e-18
0.078125  0.46875  -0.689079  0.000459878  -0.000196615  8.82921e-19
0.078125  0.484375  -0.692774  0.000462573  -9.99015e-05  -2.1778e-19
0.078125  0.5  -0.693164  0.00046292  7.32202e-19  -5.78661e-19
0.078125  0.515625  -0.692774  0.000462573  9.99015e-05  -1.00449e-19
0.078125  0.53125  -0.689079  0.000459878  0.000196615  -2.24861e-19
0.078125  0.546875  -0.685286  0.000456591  0.000288377  7.8827e-19
0.078125  0.5625  -0.678629  0.000452164  0.000371721  4.65175e-19
0.078125  0.578125  -0.671971  0.000446377  0.000446377  2.30726e-19
0.078125  0.59375  -0.663061  0.000440394  0.000509287  5.63493e-19
0.078125  0.609375  -0.651903  0.000432008  0.000559661  7.74167e-19
0.078125  0.625  -0.639651  0.000422525  0.000598336  1.11063e-18
0.078125  0.640625  -0.623805  0.000411612  0.000623434  1.10618e-19
0.078125  0.65625  -0.604886  0.000397862  0.000636674  -1.6571e-19
0.078125  0.671875  -0.583401  0.000381928  0.000640089  1.36382e-19
0.078125  0.6875  -0.557318  0.000363742  0.000633914  8.68591e-19
0.078125  0.703125  -0.525558  0.000342061  0.000620054  7.3076e-19
0.078125  0.71875  -0.488107  0.00031625  0.000601628  -1.45559e-19
0.078125  0.734375  -0.443667  0.000286134  0.000580939  -1.59057e-19
0.078125  0.75  -0.389566  0.000251017  0.000559859  -1.26704e-20
0.078125  0.765625  -0.322967  0.000209619  0.000540764  1.25664e-19
0.078125  0.78125  -0.241037  0.000160544  0.000526397  5.33112e-20
0.078125  0.796875  -0.140002  0.00010252  0.000519235  1.9564e-19
0.078125  0.8125  -0.0141777  3.43861e-05  0.000521102  -5.04585e-19
0.078125  0.828125  0.144313  -4.48445e-05  0.000532944  1.61254e-19
0.078125  0.84375  0.344724  -0.000135536  0.000554396  -5.5827e-21
