# step = 8000, time = 0.08, G_eff = 5000
# x  rho  phase  re  im  V
0.000976562  0.10611  -1.61037  -0.0128859  -0.32549  0.0354394
0.00292969  0.106037  -1.61106  -0.0131063  -0.325369  0.035436
0.00488281  0.105891  -1.61244  -0.0135466  -0.325127  0.0354292
0.00683594  0.105674  -1.61451  -0.0142061  -0.324764  0.035419
0.00878906  0.105386  -1.61728  -0.0150837  -0.324281  0.0354053
0.0107422  0.105029  -1.62074  -0.0161778  -0.323678  0.0353883
0.0126953  0.104607  -1.62489  -0.0174865  -0.322956  0.0353678
0.0146484  0.10412  -1.62974  -0.0190074  -0.322116  0.0353439
0.0166016  0.103572  -1.63528  -0.0207381  -0.321157  0.0353166
0.0185547  0.102967  -1.64152  -0.0226753  -0.320082  0.0352859
0.0205078  0.102308  -1.64846  -0.0248157  -0.318892  0.0352517
0.0224609  0.101599  -1.65609  -0.0271556  -0.317587  0.0352141
0.0244141  0.100845  -1.66443  -0.0296908  -0.31617  0.0351731
0.0263672  0.10005  -1.67346  -0.0324169  -0.314642  0.0351287
0.0283203  0.0992195  -1.68319  -0.035329  -0.313004  0.0350808
0.0302734  0.0983582  -1.69362  -0.0384219  -0.311259  0.0350295
0.0322266  0.0974717  -1.70473  -0.0416904  -0.309408  0.0349748
0.0341797  0.0965654  -1.71654  -0.0451284  -0.307455  0.0349166
0.0361328  0.095645  -1.72902  -0.04873  -0.305402  0.034855
0.0380859  0.0947163  -1.74218  -0.0524887  -0.303251  0.0347899
0.0400391  0.093785  -1.75601  -0.0563978  -0.301005  0.0347213
0.0419922  0.092857  -1.7705  -0.0604504  -0.298668  0.0346493
0.0439453  0.0919381  -1.78563  -0.0646392  -0.296243  0.0345739
0.0458984  0.091034  -1.80138  -0.0689569  -0.293733  0.034495
0.0478516  0.0901503  -1.81775  -0.0733955  -0.291142  0.0344126
0.0498047  0.0892926  -1.8347  -0.0779473  -0.288473  0.0343267
