# step = 6000, time = 0.06, G_eff = 5000
# x  rho  phase  re  im  V
0.000976562  0.142078  0.402642  0.346789  0.147701  0.0361734
0.00292969  0.141915  0.402585  0.346598  0.147597  0.0361701
0.00488281  0.141588  0.402471  0.346215  0.147387  0.0361636
0.00683594  0.141099  0.402299  0.345642  0.147073  0.0361538
0.00878906  0.140449  0.402071  0.344878  0.146655  0.0361407
0.0107422  0.139639  0.401784  0.343925  0.146133  0.0361243
0.0126953  0.138673  0.40144  0.342783  0.145508  0.0361046
0.0146484  0.137552  0.401038  0.341453  0.144782  0.0360817
0.0166016  0.13628  0.400577  0.339937  0.143954  0.0360555
0.0185547  0.13486  0.400057  0.338236  0.143027  0.0360259
0.0205078  0.133296  0.399478  0.336351  0.142  0.0359931
0.0224609  0.131592  0.398839  0.334285  0.140876  0.035957
0.0244141  0.129753  0.398139  0.332038  0.139656  0.0359175
0.0263672  0.127784  0.397377  0.329615  0.138341  0.0358747
0.0283203  0.12569  0.396552  0.327016  0.136933  0.0358286
0.0302734  0.123477  0.395662  0.324244  0.135433  0.0357792
0.0322266  0.12115  0.394706  0.321303  0.133844  0.0357264
0.0341797  0.118717  0.393682  0.318196  0.132167  0.0356703
0.0361328  0.116183  0.392587  0.314924  0.130405  0.0356108
0.0380859  0.113555  0.39142  0.311493  0.128558  0.035548
0.0400391  0.110841  0.390176  0.307906  0.12663  0.0354817
0.0419922  0.108048  0.388853  0.304166  0.124621  0.0354121
0.0439453  0.105182  0.387446  0.300279  0.122536  0.035339
0.0458984  0.102252  0.385951  0.296247  0.120374  0.0352626
0.0478516  0.0992658  0.384362  0.292077  0.118139  0.0351827
0.0498047  0.0962303  0.382675  0.287772  0.115833  0.0350994
0.0517578  0.0931535  0.38088  0.283338  0.113458  0.0350127
0.0537109  0.0900434  0.378973  0.278781  0.111017  0.0349224
0.0556641  0.0869079  0.376942  0.274105  0.10851  0.0348287
0.0576172  0.0837547  0.374779  0.269316  0.105941  0.0347316
0.0595703  0.0805917  0.372473  0.264421  0.103312  0.0346309
0.0615234  0.0774266  0.370011  0.259425  0.100625  0.0345267
0.0634766  0.0742669  0.367379  0.254335  0.0978811  0.034419
0.0654297  0.0711199  0.364562  0.249157  0.0950832  0.0343078
0.0673828  0.0679931  0.361541  0.243898  0.0922331  0.034193
