# step = 20000, time = 0.2, G_eff = 5000
# x  rho  phase  re  im  V
0.000976562  0.0776484  -0.0656839  0.278054  -0.01829  0.0368442
0.00292969  0.0775299  -0.0656662  0.277842  -0.0182711  0.0368407
0.00488281  0.0772934  -0.0656306  0.277418  -0.0182333  0.0368336
0.00683594  0.0769397  -0.0655766  0.276784  -0.0181766  0.0368231
0.00878906  0.07647  -0.0655034  0.275939  -0.0181008  0.036809
0.0107422  0.075886  -0.0654099  0.274885  -0.0180059  0.0367914
0.0126953  0.0751899  -0.065295  0.273623  -0.0178917  0.0367703
0.0146484  0.074384  -0.065157  0.272156  -0.017758  0.0367456
0.0166016  0.0734712  -0.0649941  0.270483  -0.0176046  0.0367174
0.0185547  0.0724548  -0.0648043  0.268609  -0.0174314  0.0366857
0.0205078  0.0713382  -0.0645852  0.266535  -0.0172382  0.0366505
0.0224609  0.0701254  -0.0643342  0.264264  -0.0170247  0.0366117
0.0244141  0.0688206  -0.0640483  0.261799  -0.0167907  0.0365693
0.0263672  0.0674281  -0.0637245  0.259142  -0.0165361  0.0365234
0.0283203  0.0659528  -0.0633591  0.256297  -0.0162605  0.036474
0.0302734  0.0643996  -0.0629483  0.253268  -0.0159639  0.0364209
0.0322266  0.0627737  -0.062488  0.250058  -0.015646  0.0363643
0.0341797  0.0610805  -0.0619735  0.24667  -0.0153066  0.0363042
0.0361328  0.0593255  -0.0614001  0.243109  -0.0149457  0.0362404
0.0380859  0.0575144  -0.0607623  0.239379  -0.0145631  0.0361731
0.0400391  0.055653  -0.0600544  0.235484  -0.0141589  0.0361022
0.0419922  0.0537473  -0.0592701  0.231427  -0.0137328  0.0360276
0.0439453  0.0518031  -0.0584025  0.227215  -0.013285  0.0359495
0.0458984  0.0498266  -0.0574441  0.222851  -0.0128155  0.0358677
0.0478516  0.0478237  -0.0563868  0.218339  -0.0123245  0.0357823
0.0498047  0.0458006  -0.0552216  0.213685  -0.011812  0.0356933
0.0517578  0.0437632  -0.0539386  0.208892  -0.0112783  0.0356007
0.0537109  0.0417175  -0.0525269  0.203967  -0.0107236  0.0355044
0.0556641  0.0396694  -0.0509742  0.198913  -0.0101482  0.0354044
0.0576172  0.0376249  -0.0492671  0.193736  -0.00955253  0.0353008
0.0595703  0.0355895  -0.0473901  0.18844  -0.00893689  0.0351935
0.0615234  0.0335691  -0.0453261  0.183031  -0.00830174  0.0350825
0.0634766  0.031569  -0.0430554  0.177512  -0.00764757  0.0349679
0.0654297  0.0295947  -0.0405555  0.17189  -0.0069749  0.0348495
0.0673828  0.0276513  -0.0378007  0.166168  -0.00628426  0.0347275
0.0693359  0.0257439  -0.034761  0.160352  -0.00557625  0.0346017
0.0712891  0.0238774  -0.0314015  0.154447  -0.00485146  0.0344722
0.0732422  0.0220565  -0.0276811  0.148457  -0.00411051  0.034339
0.0751953  0.0202855  -0.0235512  0.142388  -0.00335402  0.0342021
0.0771484  0.0185689  -0.0189538  0.136243  -0.00258263  0.0340614
0.0791016  0.0169106  -0.013819  0.130028  -0.00179697  0.033917
0.0810547  0.0153145  -0.00806179  0.123748  -0.00099765  0.0337688
0.0830078  0.0137842  -0.00157802  0.117406  -0.000185269  0.0336169
0.0849609  0.0123232  0.0057617  0.111008  0.000639601  0.0334612
0.0869141  0.0109345  0.0141197  0.104558  0.00147643  0.0333018
0.0888672  0.00962117  0.0237026  0.09806  0.00232471  0.0331385
