# step = 16000, time = 0.16, G_eff = 5000
# x  rho  phase  re  im  V
0.000976562  0.0604463  1.16502  0.0970471  0.225894  0.0350256
0.00292969  0.060413  1.16465  0.0971046  0.225796  0.035022
0.00488281  0.0603464  1.1639  0.0972196  0.225599  0.0350149
0.00683594  0.0602467  1.16278  0.097392  0.225303  0.0350041
0.00878906  0.0601141  1.16129  0.0976218  0.224909  0.0349898
0.0107422  0.0599489  1.15941  0.0979089  0.224416  0.0349719
0.0126953  0.0597513  1.15715  0.0982533  0.223825  0.0349503
0.0146484  0.0595219  1.15451  0.0986547  0.223135  0.0349252
0.0166016  0.0592609  1.15147  0.0991131  0.222345  0.0348966
0.0185547  0.058969  1.14805  0.0996283  0.221457  0.0348643
0.0205078  0.0586469  1.14422  0.1002  0.220469  0.0348284
0.0224609  0.058295  1.13999  0.100829  0.219382  0.034789
0.0244141  0.0579143  1.13534  0.101513  0.218196  0.0347459
0.0263672  0.0575054  1.13028  0.102254  0.216909  0.0346993
0.0283203  0.0570694  1.12479  0.103051  0.215523  0.034649
0.0302734  0.0566072  1.11886  0.103903  0.214036  0.0345952
0.0322266  0.0561198  1.11249  0.10481  0.212449  0.0345378
0.0341797  0.0556083  1.10566  0.105773  0.210761  0.0344767
0.0361328  0.0550739  1.09837  0.10679  0.208973  0.0344121
0.0380859  0.0545179  1.0906  0.107862  0.207084  0.0343439
0.0400391  0.0539417  1.08234  0.108988  0.205093  0.034272
0.0419922  0.0533467  1.07358  0.110169  0.203002  0.0341965
0.0439453  0.0527345  1.0643  0.111402  0.200808  0.0341175
0.0458984  0.0521065  1.05449  0.11269  0.198513  0.0340348
0.0478516  0.0514646  1.04414  0.11403  0.196117  0.0339485
0.0498047  0.0508104  1.03322  0.115423  0.193618  0.0338586
0.0517578  0.050146  1.02173  0.116868  0.191018  0.033765
0.0537109  0.0494731  1.00965  0.118365  0.188316  0.0336679
0.0556641  0.0487938  0.996959  0.119914  0.185511  0.0335671
0.0576172  0.0481104  0.983638  0.121514  0.182605  0.0334627
0.0595703  0.0474249  0.969671  0.123166  0.179597  0.0333546
0.0615234  0.0467396  0.955041  0.124868  0.176487  0.0332429
0.0634766  0.0460571  0.939729  0.126621  0.173275  0.0331276
0.0654297  0.0453797  0.923719  0.128424  0.169962  0.0330087
0.0673828  0.04471  0.906992  0.130277  0.166547  0.0328861
0.0693359  0.0440506  0.889531  0.132179  0.163032  0.0327598
0.0712891  0.0434044  0.871322  0.134131  0.159416  0.0326299
0.0732422  0.0427741  0.85235  0.136131  0.155699  0.0324964
0.0751953  0.0421625  0.832601  0.138181  0.151883  0.0323592
0.0771484  0.0415728  0.812066  0.140279  0.147968  0.0322183
0.0791016  0.0410079  0.790734  0.142426  0.143954  0.0320738
0.0810547  0.040471  0.768602  0.144621  0.139842  0.0319257
0.0830078  0.0399652  0.745667  0.146863  0.135633  0.0317739
0.0849609  0.0394939  0.721931  0.149154  0.131328  0.0316184
0.0869141  0.0390604  0.697399  0.151492  0.126928  0.0314592
0.0888672  0.038668  0.672084  0.153877  0.122433  0.0312964
0.0908203  0.0383202  0.646002  0.15631  0.117845  0.0311299
0.0927734  0.0380205  0.619176  0.15879  0.113164  0.0309598
0.0947266  0.0377725  0.591634  0.161318  0.108393  0.0307859
