# step = 14000, time = 0.14, G_eff = 5000
# x  rho  phase  re  im  V
0.000976562  0.0370086  -1.4836  0.016753  -0.191645  0.0382647
0.00292969  0.0369753  -1.48305  0.0168513  -0.19155  0.038261
0.00488281  0.036909  -1.48194  0.0170477  -0.191359  0.0382537
0.00683594  0.0368098  -1.48028  0.017342  -0.191073  0.0382427
0.00878906  0.0366782  -1.47807  0.0177337  -0.190693  0.038228
0.0107422  0.0365148  -1.47529  0.0182223  -0.190218  0.0382096
0.0126953  0.0363203  -1.47195  0.018807  -0.189649  0.0381876
0.0146484  0.0360955  -1.46805  0.0194869  -0.188986  0.0381618
0.0166016  0.0358413  -1.46357  0.0202611  -0.188231  0.0381324
0.0185547  0.0355588  -1.45851  0.0211285  -0.187383  0.0380994
0.0205078  0.0352493  -1.45288  0.0220877  -0.186444  0.0380626
0.0224609  0.0349139  -1.44665  0.0231375  -0.185415  0.0380222
0.0244141  0.0345543  -1.43983  0.0242762  -0.184296  0.0379781
0.0263672  0.0341717  -1.4324  0.0255024  -0.183088  0.0379303
0.0283203  0.0337678  -1.42435  0.0268142  -0.181793  0.0378788
0.0302734  0.0333443  -1.41569  0.02821  -0.180412  0.0378236
0.0322266  0.0329029  -1.40639  0.0296877  -0.178946  0.0377648
0.0341797  0.0324454  -1.39645  0.0312454  -0.177395  0.0377022
0.0361328  0.0319736  -1.38586  0.032881  -0.175763  0.037636
0.0380859  0.0314896  -1.3746  0.0345924  -0.174049  0.0375661
0.0400391  0.0309951  -1.36267  0.0363773  -0.172255  0.0374924
0.0419922  0.0304922  -1.35006  0.0382336  -0.170383  0.0374151
0.0439453  0.0299829  -1.33674  0.0401588  -0.168434  0.0373341
0.0458984  0.0294692  -1.32272  0.0421507  -0.166411  0.0372494
0.0478516  0.0289531  -1.30798  0.0442068  -0.164313  0.037161
0.0498047  0.0284367  -1.29251  0.0463247  -0.162144  0.0370688
0.0517578  0.027922  -1.2763  0.0485021  -0.159905  0.036973
0.0537109  0.0274111  -1.25934  0.0507363  -0.157597  0.0368735
0.0556641  0.0269059  -1.24162  0.0530252  -0.155223  0.0367702
0.0576172  0.0264086  -1.22314  0.0553661  -0.152785  0.0366633
0.0595703  0.0259209  -1.20388  0.0577567  -0.150283  0.0365526
0.0615234  0.025445  -1.18385  0.0601946  -0.147722  0.0364382
0.0634766  0.0249828  -1.16305  0.0626774  -0.145101  0.0363201
0.0654297  0.0245361  -1.14147  0.0652029  -0.142424  0.0361983
0.0673828  0.0241068  -1.11912  0.0677686  -0.139693  0.0360727
0.0693359  0.0236967  -1.09601  0.0703725  -0.13691  0.0359435
0.0712891  0.0233076  -1.07214  0.0730123  -0.134078  0.0358105
0.0732422  0.0229412  -1.04755  0.075686  -0.131198  0.0356737
0.0751953  0.0225992  -1.02223  0.0783915  -0.128273  0.0355333
0.0771484  0.0222833  -0.996233  0.0811268  -0.125307  0.0353891
0.0791016  0.021995  -0.969574  0.0838901  -0.122301  0.0352412
0.0810547  0.0217358  -0.942293  0.0866796  -0.119258  0.0350896
0.0830078  0.0215072  -0.914434  0.0894936  -0.116181  0.0349342
0.0849609  0.0213106  -0.886045  0.0923305  -0.113074  0.0347751
0.0869141  0.0211474  -0.857179  0.0951888  -0.109938  0.0346123
0.0888672  0.0210187  -0.827897  0.098067  -0.106778  0.0344457
0.0908203  0.0209258  -0.798264  0.100964  -0.103596  0.0342754
0.0927734  0.0208699  -0.76835  0.103878  -0.100395  0.0341014
0.0947266  0.020852  -0.738228  0.106809  -0.0971796  0.0339236
0.0966797  0.0208732  -0.707976  0.109755  -0.093952  0.0337421
0.0986328  0.0209342  -0.677675  0.112715  -0.0907161  0.0335569
0.100586  0.021036  -0.647407  0.11569  -0.0874753  0.0333679
0.102539  0.0211794  -0.617253  0.118677  -0.0842332  0.0331752
0.104492  0.021365  -0.587296  0.121676  -0.0809933  0.0329787
0.106445  0.0215934  -0.557617  0.124687  -0.0777593  0.0327786
0.108398  0.0218653  -0.528293  0.12771  -0.0745349  0.0325747
0.110352  0.022181  -0.4994  0.130744  -0.0713238  0.032367
