# step = 18000, time = 0.18, G_eff = 5000
# x  rho  phase  re  im  V
0.000976562  0.0271013  2.71156  -0.149636  0.0686326  0.0318699
0.00292969  0.0271032  2.71294  -0.149736  0.0684277  0.0318662
0.00488281  0.0271073  2.71571  -0.149936  0.0680181  0.0318588
0.00683594  0.0271144  2.71986  -0.150237  0.0674045  0.0318477
0.00878906  0.0271254  2.72537  -0.150637  0.066588  0.0318328
0.0107422  0.0271417  2.73226  -0.151137  0.0655697  0.0318143
0.0126953  0.027165  2.74048  -0.151736  0.0643514  0.031792
0.0146484  0.0271974  2.75005  -0.152435  0.0629348  0.031766
0.0166016  0.027241  2.76092  -0.153234  0.0613222  0.0317363
0.0185547  0.0272985  2.77309  -0.154131  0.0595162  0.0317029
0.0205078  0.0273728  2.78652  -0.155127  0.0575193  0.0316658
0.0224609  0.0274668  2.80117  -0.156221  0.0553348  0.031625
0.0244141  0.027584  2.81701  -0.157412  0.0529658  0.0315805
0.0263672  0.0277278  2.834  -0.158701  0.0504159  0.0315322
0.0283203  0.0279019  2.85207  -0.160086  0.0476889  0.0314803
0.0302734  0.0281101  2.87117  -0.161568  0.0447886  0.0314246
0.0322266  0.0283564  2.89124  -0.163144  0.0417194  0.0313653
0.0341797  0.0286448  2.9122  -0.164814  0.0384853  0.0313022
0.0361328  0.0289794  2.93397  -0.166577  0.0350911  0.0312355
0.0380859  0.0293645  2.95647  -0.168433  0.0315413  0.031165
0.0400391  0.0298043  2.97962  -0.170379  0.0278406  0.0310908
0.0419922  0.0303028  3.00332  -0.172415  0.023994  0.0310129
0.0439453  0.0308643  3.02747  -0.17454  0.0200063  0.0309313
0.0458984  0.0314929  3.05197  -0.17675  0.0158826  0.0308461
0.0478516  0.0321927  3.07674  -0.179046  0.0116281  0.0307571
0.0498047  0.0329674  3.10166  -0.181425  0.00724776  0.0306644
0.0517578  0.033821  3.12666  -0.183884  0.00274678  0.0305681
0.0537109  0.0347572  -3.13156  -0.186423  -0.0018697  0.0304681
0.0556641  0.0357793  -3.10671  -0.189039  -0.00659655  0.0303643
0.0576172  0.0368908  -3.08205  -0.19173  -0.0114287  0.030257
0.0595703  0.0380948  -3.05767  -0.194492  -0.016361  0.0301459
0.0615234  0.0393942  -3.03362  -0.197324  -0.0213886  0.0300311
0.0634766  0.0407918  -3.00997  -0.200223  -0.0265065  0.0299127
0.0654297  0.0422899  -2.98678  -0.203186  -0.0317099  0.0297907
0.0673828  0.043891  -2.96408  -0.20621  -0.0369941  0.029665
0.0693359  0.0455969  -2.94192  -0.209292  -0.0423544  0.0295356
0.0712891  0.0474094  -2.92032  -0.212429  -0.0477863  0.0294026
0.0732422  0.0493301  -2.89932  -0.215617  -0.0532856  0.029266
0.0751953  0.0513603  -2.87891  -0.218854  -0.058848  0.0291257
0.0771484  0.0535009  -2.85913  -0.222136  -0.0644695  0.0289818
0.0791016  0.0557527  -2.83996  -0.22546  -0.0701462  0.0288344
0.0810547  0.0581163  -2.82141  -0.228822  -0.0758743  0.0286833
0.0830078  0.0605921  -2.80348  -0.232218  -0.0816503  0.0285286
0.0849609  0.06318  -2.78616  -0.235646  -0.0874709  0.0283703
0.0869141  0.0658799  -2.76943  -0.2391  -0.0933329  0.0282085
0.0888672  0.0686916  -2.75329  -0.242579  -0.0992332  0.0280431
0.0908203  0.0716145  -2.73771  -0.246077  -0.105169  0.0278741
0.0927734  0.0746478  -2.72267  -0.249592  -0.111138  0.0277016
0.0947266  0.0777908  -2.70817  -0.25312  -0.117137  0.0275256
0.0966797  0.0810423  -2.69417  -0.256657  -0.123165  0.027346
0.0986328  0.0844013  -2.68066  -0.260199  -0.129219  0.027163
0.100586  0.0878663  -2.66761  -0.263744  -0.135297  0.0269764
0.102539  0.0914361  -2.655  -0.267287  -0.141399  0.0267864
0.104492  0.095109  -2.64282  -0.270826  -0.147521  0.0265929
0.106445  0.0988835  -2.63104  -0.274356  -0.153663  0.026396
0.108398  0.102758  -2.61964  -0.277875  -0.159824  0.0261956
0.110352  0.106731  -2.60859  -0.281379  -0.166002  0.0259918
0.112305  0.1108  -2.59788  -0.284865  -0.172197  0.0257846
0.114258  0.114964  -2.58749  -0.28833  -0.178409  0.025574
0.116211  0.119221  -2.5774  -0.291771  -0.184635  0.02536
0.118164  0.123569  -2.56759  -0.295186  -0.190877  0.0251427
0.120117  0.128006  -2.55804  -0.29857  -0.197133  0.024922
0.12207  0.132531  -2.54874  -0.301923  -0.203404  0.024698
0.124023  0.137141  -2.53967  -0.30524  -0.209689  0.0244707
0.125977  0.141836  -2.53081  -0.308521  -0.215988  0.02424
0.12793  0.146613  -2.52216  -0.311761  -0.222301  0.0240062
0.129883  0.151471  -2.5137  -0.31496  -0.228629  0.023769
0.131836  0.156408  -2.50541  -0.318115  -0.23497  0.0235287
0.133789  0.161422  -2.49728  -0.321223  -0.241326  0.0232851
0.135742  0.166513  -2.4893  -0.324284  -0.247696  0.0230383
0.137695  0.171679  -2.48147  -0.327294  -0.254081  0.0227883
0.139648  0.176917  -2.47376  -0.330253  -0.26048  0.0225352
0.141602  0.182228  -2.46618  -0.33316  -0.266894  0.0222789
0.143555  0.187609  -2.45871  -0.336011  -0.273323  0.0220195
0.145508  0.193059  -2.45135  -0.338807  -0.279766  0.021757
0.147461  0.198578  -2.44409  -0.341546  -0.286225  0.0214915
