# D = 1
# z-slab average, thickness = 8 cells
# x  y  delta_avg
0.00390625  0.00390625  0.0407565
0.00390625  0.0117188  -0.087193
0.00390625  0.0195312  -0.00445651
0.00390625  0.0273438  0.0294221
0.00390625  0.0351562  0.0195162
0.00390625  0.0429688  0.0255701
0.00390625  0.0507812  0.0427689
0.00390625  0.0585938  0.115166
0.00390625  0.0664062  0.0835467
0.00390625  0.0742188  0.169962
0.00390625  0.0820312  0.205239
0.00390625  0.0898438  0.0714127
0.00390625  0.0976562  0.0923854
0.00390625  0.105469  -0.00183429
0.00390625  0.113281  0.0474849
0.00390625  0.121094  0.0594206
0.00390625  0.128906  0.0482852
0.00390625  0.136719  0.0708285
0.00390625  0.144531  0.0791108
0.00390625  0.152344  -0.0113999
0.00390625  0.160156  0.0124958
0.00390625  0.167969  -0.0240256
0.00390625  0.175781  0.0094389
0.00390625  0.183594  -0.068084
0.00390625  0.191406  -0.0159804
0.00390625  0.199219  0.0385969
0.00390625  0.207031  0.0643546
0.00390625  0.214844  -0.0324443
0.00390625  0.222656  -0.116759
0.00390625  0.230469  -0.0901443
0.00390625  0.238281  -0.0552003
0.00390625  0.246094  -0.127177
0.00390625  0.253906  -0.223898
0.00390625  0.261719  -0.064602
0.00390625  0.269531  -0.0714406
0.00390625  0.277344  0.00212837
0.00390625  0.285156  0.125758
0.00390625  0.292969  0.0562456
0.00390625  0.300781  0.028191
0.00390625  0.308594  -0.0622885
0.00390625  0.316406  -0.160444
0.00390625  0.324219  -0.0394236
0.00390625  0.332031  -0.117484
0.00390625  0.339844  -0.12873
0.00390625  0.347656  -0.243387
0.00390625  0.355469  -0.313295
0.00390625  0.363281  -0.238917
0.00390625  0.371094  -0.168629
0.00390625  0.378906  -0.0973829
0.00390625  0.386719  -0.0594328
0.00390625  0.394531  -0.0929734
0.00390625  0.402344  -0.155009
0.00390625  0.410156  -0.151767
0.00390625  0.417969  -0.21218
0.00390625  0.425781  -0.189825
0.00390625  0.433594  -0.155447
0.00390625  0.441406  -0.0910849
0.00390625  0.449219  -0.0908782
0.00390625  0.457031  -0.144056
0.00390625  0.464844  -0.140768
0.00390625  0.472656  -0.0433191
0.00390625  0.480469  0.0963734
0.00390625  0.488281  -0.000976102
0.00390625  0.496094  -0.0290943
0.00390625  0.503906  -0.0161546
0.00390625  0.511719  -0.0647198
0.00390625  0.519531  -0.1921
0.00390625  0.527344  -0.216805
0.00390625  0.535156  -0.148464
0.00390625  0.542969  -0.0527228
