# step = 200, a = 0.140028, z = 6.14143
# x  y  rho  vx_current  vy_current  vx_phase  vy_phase
0.0078125  0.0078125  0.660377  -0.00387064  -0.0010423  0.00487437  0.00111665
0.0078125  0.0234375  0.646694  -0.00400584  -0.00356604  0.00529579  0.00442668
0.0078125  0.0390625  0.46624  -0.00541388  -0.00602425  0.00750744  0.007263
0.0078125  0.0546875  0.424228  -0.00653113  -0.00638178  0.00973167  0.00911375
0.0078125  0.0703125  0.407453  -0.00638369  -0.00626403  -0.00828333  -0.00910241
0.0078125  0.0859375  0.402811  -0.00610519  -0.00598003  -0.0067501  -0.00814439
0.0078125  0.101562  0.364713  -0.00540682  -0.00671168  -0.00570372  -0.0083806
0.0078125  0.117188  0.457698  -0.00416486  -0.00571833  -0.00474605  -0.00787519
0.0078125  0.132812  0.468492  -0.00343863  -0.00622634  -0.00361736  -0.00722364
0.0078125  0.148438  0.638244  -0.00254522  -0.00565915  -0.00268036  -0.00802753
0.0078125  0.164062  0.660978  -0.0020837  -0.00622052  -0.00209735  -0.00943349
0.0078125  0.179688  0.628364  -0.00173541  -0.00675605  -0.00164349  -0.00970676
0.0078125  0.195312  0.745898  -0.00131095  -0.0061682  -0.00124025  -0.00931596
0.0078125  0.210938  0.782499  -0.001042  -0.0058914  -0.000972996  -0.00770951
0.0078125  0.226562  0.859727  -0.0028152  -0.00493739  -0.00280799  -0.00626493
0.0078125  0.242188  0.704066  -0.00603115  -0.0055428  -0.00570237  -0.00650541
0.0078125  0.257812  0.621296  -0.00688813  -0.00649366  -0.00638793  -0.00788153
0.0078125  0.273438  0.772248  -0.0044453  -0.00634481  -0.00389105  0.00864262
0.0078125  0.289062  1.394  0.00230464  -0.00172067  0.00192432  0.00287918
0.0078125  0.304688  2.08448  0.00494496  0.00346094  0.0094642  -0.00711469
0.0078125  0.320312  3.24642  0.00317541  0.00153471  -0.00231984  -0.00585664
0.0078125  0.335938  1.02058  0.00180677  0.00116267  -0.0016449  -0.00348887
0.0078125  0.351562  0.940051  0.00419303  0.00625353  -0.00444962  0.00946528
0.0078125  0.367188  0.894961  0.00403842  0.00513035  -0.00410312  0.00614055
0.0078125  0.382812  0.914019  0.00384319  0.00291941  -0.00387064  0.00313017
0.0078125  0.398438  0.888626  0.0035829  0.00159645  -0.00380242  0.00162995
0.0078125  0.414062  0.815951  0.0038771  0.00133702  -0.00431875  0.00141602
0.0078125  0.429688  0.617924  0.00489166  0.00210495  -0.00532718  0.00208331
0.0078125  0.445312  0.576892  0.00554396  0.00272829  -0.00625557  0.00284716
0.0078125  0.460938  0.52268  0.00560907  0.00332991  -0.00627887  0.00321854
0.0078125  0.476562  0.639827  0.00474732  0.00320051  -0.00542003  0.00347326
0.0078125  0.492188  0.679932  0.00463536  0.00351057  -0.00527832  0.00359856
0.0078125  0.507812  0.801936  0.00477694  0.00403469  -0.00596323  0.00486046
0.0078125  0.523438  0.70751  0.00590324  0.00584345  -0.0081638  0.00720916
0.0078125  0.539062  0.70311  0.00624985  0.00646049  0.00955447  -0.00987801
0.0078125  0.554688  0.860942  0.00538825  0.00527065  0.00701026  -0.00673774
0.0078125  0.570312  0.94308  0.00441393  0.00388334  0.00557438  -0.00436593
0.0078125  0.585938  0.96136  0.00314252  0.00302413  0.00378455  -0.00337973
0.0078125  0.601562  0.758883  0.00202271  0.00135348  0.00222477  -0.00107429
0.0078125  0.617188  0.453972  0.000449628  -0.00344685  0.000373659  0.00367862
0.0078125  0.632812  0.454291  -0.00154764  -0.00599712  -0.00159121  0.00782885
0.0078125  0.648438  0.519421  -0.00384596  -0.00643503  -0.00391649  -0.00978355
0.0078125  0.664062  0.616625  -0.00597284  -0.00545065  -0.00605404  -0.008533
0.0078125  0.679688  0.435173  -0.0070294  -0.00568048  -0.00732307  -0.0071504
0.0078125  0.695312  0.26109  -0.00700267  -0.0054686  -0.00661803  -0.00512752
0.0078125  0.710938  0.313392  -0.00571804  -0.00181061  -0.00564523  -0.00208381
0.0078125  0.726562  0.348731  -0.00476967  0.0012342  -0.00401089  0.00103906
0.0078125  0.742188  0.492044  -0.00160499  0.00209214  -0.00139321  0.00231413
0.0078125  0.757812  0.499409  0.00103104  0.00189981  0.000998551  0.00202612
0.0078125  0.773438  0.408823  0.00138031  0.00262191  0.0013038  0.00249951
0.0078125  0.789062  0.469175  -4.98566e-05  0.00347037  -5.26961e-05  0.00343871
0.0078125  0.804688  0.646777  -0.00292942  0.00344075  -0.00308229  0.00333024
0.0078125  0.820312  1.18756  -0.0051441  0.000692195  -0.00626194  0.00113083
0.0078125  0.835938  1.19895  -0.00639506  -0.00237211  -0.0086014  -0.00326031
0.0078125  0.851562  0.758197  -0.00632351  -0.00577933  -0.00940706  -0.00621808
0.0078125  0.867188  0.684992  -0.00629071  -0.00493486  0.00995444  -0.00606432
0.0078125  0.882812  0.484888  -0.00641542  -0.00393665  0.00915381  -0.00397002
0.0078125  0.898438  0.380495  -0.00609401  -0.000672905  0.0086552  -0.000540958
0.0078125  0.914062  0.379467  -0.00557886  0.00325463  0.00826174  0.00346467
0.0078125  0.929688  0.419258  -0.00556875  0.00573568  0.00803022  0.00728003
0.0078125  0.945312  0.492177  -0.0055146  0.00649906  0.00739731  -0.00930093
0.0078125  0.960938  0.72299  -0.00478304  0.004639  0.00671482  -0.00621754
0.0078125  0.976562  0.712098  -0.00484179  0.00355547  0.00617451  -0.00377103
0.0078125  0.992188  0.753764  -0.00427007  0.00149677  0.00539559  -0.00158732

0.0234375  0.0078125  0.466789  -0.00584626  -0.00137677  0.0095264  0.00157804
0.0234375  0.0234375  0.420762  -0.00607325  -0.00467878  -0.0093587  0.00630136
0.0234375  0.0390625  0.347878  -0.00627973  -0.00690932  -0.0071658  0.00966031
0.0234375  0.0546875  0.402857  -0.00486695  -0.00618035  -0.00533842  -0.00898624
0.0234375  0.0703125  0.440778  -0.00298098  -0.00592512  -0.00330105  -0.00766089
0.0234375  0.0859375  0.479778  -0.00214426  -0.00560465  -0.00248601  -0.00737733
0.0234375  0.101562  0.441891  -0.00158253  -0.00590569  -0.00185798  -0.00764099
0.0234375  0.117188  0.3928  -0.00162989  -0.00635831  -0.00156658  -0.00719489
0.0234375  0.132812  0.520022  -0.00154046  -0.00552746  -0.00161882  -0.0069126
0.0234375  0.148438  0.614473  -0.00218616  -0.00615535  -0.00217037  -0.00788833
0.0234375  0.164062  0.779828  -0.00231227  -0.00621007  -0.00255624  -0.00918496
0.0234375  0.179688  0.900461  -0.00216639  -0.00641497  -0.00249822  -0.00939209
0.0234375  0.195312  1.0646  -0.00228212  -0.00602483  -0.0025878  -0.00908161
0.0234375  0.210938  1.03305  -0.00272895  -0.00616615  -0.00314544  -0.00874699
0.0234375  0.226562  0.940451  -0.00455192  -0.00617156  -0.00523875  -0.00875779
0.0234375  0.242188  0.803311  -0.0058469  -0.00632261  -0.00710297  -0.00848184
0.0234375  0.257812  0.741269  -0.00642417  -0.00622798  -0.00817225  -0.00736536
0.0234375  0.273438  0.897043  -0.00585195  -0.0064626  -0.00740293  -0.00832409
0.0234375  0.289062  1.34409  -0.00357214  -0.0058832  -0.00528364  0.00816709
0.0234375  0.304688  2.13957  -0.000199829  0.000324719  -0.00215866  0.00177297
0.0234375  0.320312  8.17192  -0.000148758  -0.000200559  0.00615659  0.00155225
0.0234375  0.335938  0.918136  0.00854018  -0.00463241  -0.00401679  -0.00367331
0.0234375  0.351562  0.806645  0.000713805  0.00627906  -0.00112479  0.00778742
0.0234375  0.367188  0.866362  0.000426278  0.00540442  -0.000814842  0.00670559
0.0234375  0.382812  0.998789  0.000644479  0.00311467  -0.000874121  0.00353957
0.0234375  0.398438  0.98657  0.00166478  0.00160423  -0.00172152  0.00163169
0.0234375  0.414062  0.946189  0.00236885  0.00100164  -0.0024664  0.00104179
0.0234375  0.429688  0.756842  0.00287505  0.00109048  -0.00298652  0.00107127
0.0234375  0.445312  0.68764  0.00347128  0.00206728  -0.0037175  0.00213542
0.0234375  0.460938  0.652077  0.00358535  0.0037542  -0.00390902  0.00370229
0.0234375  0.476562  0.812474  0.00354774  0.00338318  -0.00382551  0.00383262
0.0234375  0.492188  0.810988  0.00373262  0.00284477  -0.00407879  0.00299317
0.0234375  0.507812  0.763636  0.00437152  0.00265206  -0.00485993  0.0028898
0.0234375  0.523438  0.590531  0.00610199  0.00434663  -0.00707978  0.00460122
