# step = 120, a = 0.0637824, z = 14.6783
# x  y  rho  log2rho
0.0078125  0.0078125  0.585116  0.460658
0.0078125  0.0234375  0.534214  0.428018
0.0078125  0.0390625  0.566474  0.448827
0.0078125  0.0546875  0.557837  0.443298
0.0078125  0.0703125  0.536091  0.429241
0.0078125  0.0859375  0.62225  0.483814
0.0078125  0.101562  0.69148  0.525604
0.0078125  0.117188  0.765593  0.568487
0.0078125  0.132812  0.865687  0.623629
0.0078125  0.148438  1.06338  0.724346
0.0078125  0.164062  1.03096  0.708509
0.0078125  0.179688  0.959248  0.672561
0.0078125  0.195312  0.916251  0.65037
0.0078125  0.210938  0.859218  0.620156
0.0078125  0.226562  0.919263  0.651941
0.0078125  0.242188  1.03653  0.711247
0.0078125  0.257812  1.20756  0.791888
0.0078125  0.273438  1.34188  0.850953
0.0078125  0.289062  1.38361  0.868614
0.0078125  0.304688  1.67807  0.985096
0.0078125  0.320312  2.05684  1.11738
0.0078125  0.335938  1.60363  0.956908
0.0078125  0.351562  1.09265  0.738429
0.0078125  0.367188  0.989415  0.68784
0.0078125  0.382812  0.883295  0.633023
0.0078125  0.398438  0.800741  0.588198
0.0078125  0.414062  0.782711  0.578135
0.0078125  0.429688  0.779485  0.576324
0.0078125  0.445312  0.792681  0.583712
0.0078125  0.460938  0.838923  0.60918
0.0078125  0.476562  0.806373  0.591321
0.0078125  0.492188  0.742315  0.555215
0.0078125  0.507812  0.732579  0.549611
0.0078125  0.523438  0.647527  0.499275
0.0078125  0.539062  0.590082  0.463786
0.0078125  0.554688  0.593451  0.465902
0.0078125  0.570312  0.740872  0.554386
0.0078125  0.585938  0.780318  0.576792
0.0078125  0.601562  0.703878  0.532907
0.0078125  0.617188  0.589908  0.463676
0.0078125  0.632812  0.556688  0.442561
0.0078125  0.648438  0.615498  0.479643
0.0078125  0.664062  0.718192  0.541272
0.0078125  0.679688  0.651826  0.501881
0.0078125  0.695312  0.551176  0.439014
0.0078125  0.710938  0.514114  0.41483
0.0078125  0.726562  0.629286  0.488142
0.0078125  0.742188  0.700662  0.531018
0.0078125  0.757812  0.689679  0.524539
0.0078125  0.773438  0.746207  0.557446
0.0078125  0.789062  0.717541  0.540893
0.0078125  0.804688  0.774169  0.573332
0.0078125  0.820312  0.935069  0.660143
0.0078125  0.835938  0.899344  0.641509
0.0078125  0.851562  0.716378  0.540216
0.0078125  0.867188  0.64175  0.495763
0.0078125  0.882812  0.599093  0.469437
0.0078125  0.898438  0.586413  0.461475
0.0078125  0.914062  0.550651  0.438675
0.0078125  0.929688  0.543426  0.434005
0.0078125  0.945312  0.574496  0.453935
0.0078125  0.960938  0.610186  0.47635
0.0078125  0.976562  0.603127  0.471956
0.0078125  0.992188  0.645499  0.498044

0.0234375  0.0078125  0.444523  0.367779
0.0234375  0.0234375  0.462144  0.379904
0.0234375  0.0390625  0.572016  0.452359
0.0234375  0.0546875  0.593896  0.466181
0.0234375  0.0703125  0.618623  0.481576
0.0234375  0.0859375  0.728248  0.547108
0.0234375  0.101562  0.762368  0.566658
0.0234375  0.117188  0.781638  0.577533
0.0234375  0.132812  0.925985  0.655438
0.0234375  0.148438  1.12469  0.753626
0.0234375  0.164062  1.1209  0.75184
0.0234375  0.179688  1.08197  0.733312
0.0234375  0.195312  1.03861  0.712269
0.0234375  0.210938  0.971034  0.678558
0.0234375  0.226562  1.01998  0.703087
0.0234375  0.242188  1.05854  0.721996
0.0234375  0.257812  1.07334  0.72916
0.0234375  0.273438  1.26872  0.819218
0.0234375  0.289062  1.45227  0.897016
0.0234375  0.304688  2.07707  1.12398
0.0234375  0.320312  3.38306  1.47775
0.0234375  0.335938  2.46077  1.24149
0.0234375  0.351562  1.22052  0.797741
0.0234375  0.367188  1.06176  0.72356
0.0234375  0.382812  1.04544  0.715615
0.0234375  0.398438  0.966631  0.676322
0.0234375  0.414062  0.912902  0.648622
0.0234375  0.429688  0.869347  0.625589
0.0234375  0.445312  0.858664  0.619858
0.0234375  0.460938  0.891557  0.6374
0.0234375  0.476562  0.913975  0.649182
0.0234375  0.492188  0.890826  0.637014
0.0234375  0.507812  0.817114  0.59725
0.0234375  0.523438  0.665744  0.510272
0.0234375  0.539062  0.568549  0.450151
0.0234375  0.554688  0.548273  0.43714
0.0234375  0.570312  0.617525  0.480897
0.0234375  0.585938  0.6913  0.525497
0.0234375  0.601562  0.562078  0.446017
0.0234375  0.617188  0.516061  0.416115
0.0234375  0.632812  0.496059  0.402834
0.0234375  0.648438  0.511188  0.412896
0.0234375  0.664062  0.543646  0.434147
0.0234375  0.679688  0.507661  0.410559
0.0234375  0.695312  0.456989  0.376372
0.0234375  0.710938  0.484205  0.394879
0.0234375  0.726562  0.576522  0.455221
0.0234375  0.742188  0.727444  0.546643
0.0234375  0.757812  0.7704  0.571205
0.0234375  0.773438  0.869853  0.62586
0.0234375  0.789062  0.865346  0.623447
0.0234375  0.804688  0.790243  0.582351
0.0234375  0.820312  0.856745  0.618825
0.0234375  0.835938  0.83882  0.609124
0.0234375  0.851562  0.723726  0.544488
0.0234375  0.867188  0.659157  0.50631
0.0234375  0.882812  0.604854  0.473033
0.0234375  0.898438  0.563276  0.446783
0.0234375  0.914062  0.577924  0.45611
0.0234375  0.929688  0.578432  0.456432
0.0234375  0.945312  0.602664  0.471667
0.0234375  0.960938  0.566812  0.449043
0.0234375  0.976562  0.574712  0.454073
0.0234375  0.992188  0.537513  0.430166

0.0390625  0.0078125  0.416781  0.348387
0.0390625  0.0234375  0.428487  0.356616
0.0390625  0.0390625  0.648549  0.499895
0.0390625  0.0546875  0.705762  0.534012
0.0390625  0.0703125  0.721163  0.543001
0.0390625  0.0859375  0.841462  0.61056
0.0390625  0.101562  0.823008  0.600488
0.0390625  0.117188  0.791107  0.582834
0.0390625  0.132812  0.910898  0.647574
0.0390625  0.148438  0.986879  0.686565
0.0390625  0.164062  0.984087  0.685159
0.0390625  0.179688  0.984982  0.68561
0.0390625  0.195312  1.04086  0.713372
0.0390625  0.210938  1.04423  0.71502
0.0390625  0.226562  1.127  0.754713
0.0390625  0.242188  1.20507  0.790757
0.0390625  0.257812  1.20526  0.790843
0.0390625  0.273438  1.38331  0.86849
0.0390625  0.289062  1.61985  0.963116
0.0390625  0.304688  1.89252  1.06213
0.0390625  0.320312  2.78818  1.33189
0.0390625  0.335938  3.32639  1.46473
0.0390625  0.351562  2.46086  1.24152
0.0390625  0.367188  1.7226  1.00159
0.0390625  0.382812  1.51434  0.92201
0.0390625  0.398438  1.23927  0.806152
0.0390625  0.414062  1.0264  0.706258
0.0390625  0.429688  1.01289  0.699572
0.0390625  0.445312  0.91336  0.648861
0.0390625  0.460938  0.867973  0.624854
0.0390625  0.476562  0.894717  0.639069
0.0390625  0.492188  0.883604  0.633187
0.0390625  0.507812  0.88285  0.632786
0.0390625  0.523438  0.813887  0.595472
0.0390625  0.539062  0.682424  0.520235
0.0390625  0.554688  0.574153  0.453718
0.0390625  0.570312  0.595221  0.467012
0.0390625  0.585938  0.589375  0.463341
0.0390625  0.601562  0.502564  0.407173
0.0390625  0.617188  0.449817  0.371437
0.0390625  0.632812  0.452767  0.37347
0.0390625  0.648438  0.490498  0.39911
0.0390625  0.664062  0.476197  0.389469
0.0390625  0.679688  0.426944  0.355535
0.0390625  0.695312  0.413167  0.345833
0.0390625  0.710938  0.508776  0.411299
0.0390625  0.726562  0.600117  0.470077
0.0390625  0.742188  0.839749  0.609629
0.0390625  0.757812  1.0817  0.733186
0.0390625  0.773438  1.20864  0.792376
0.0390625  0.789062  1.14457  0.762939
0.0390625  0.804688  0.845703  0.61286
0.0390625  0.820312  0.750318  0.559797
0.0390625  0.835938  0.79692  0.586074
0.0390625  0.851562  0.745874  0.557255
0.0390625  0.867188  0.661373  0.507644
0.0390625  0.882812  0.572997  0.452983
0.0390625  0.898438  0.467899  0.383832
