# step = 280, a = 0.307418, z = 2.2529
# x  y  rho  vx_current  vy_current  vx_phase  vy_phase
0.0078125  0.0078125  0.913066  0.00478699  0.000723998  -0.00861371  0.000860053
0.0078125  0.0234375  0.879518  0.00429241  0.00408882  -0.00814296  0.0050891
0.0078125  0.0390625  0.694644  0.00316378  0.0061231  -0.00478731  0.00871232
0.0078125  0.0546875  0.586395  0.00152287  0.00611542  -0.000956978  -0.00832901
0.0078125  0.0703125  0.504474  -0.000423387  0.00465075  0.00255747  -0.00523327
0.0078125  0.0859375  0.467527  -0.00299058  0.00329534  0.00525725  -0.00355484
0.0078125  0.101562  0.393558  -0.00516899  0.00331487  0.00760397  -0.00320202
0.0078125  0.117188  0.452909  -0.00574363  0.00147979  0.00980846  -0.00159431
0.0078125  0.132812  0.528745  -0.0059194  0.000221141  -0.00770633  -0.000234335
0.0078125  0.148438  0.830392  -0.00460686  0.00157534  -0.00561826  -0.00160378
0.0078125  0.164062  0.873328  -0.00346784  0.00356949  -0.00379648  -0.00403126
0.0078125  0.179688  0.774238  -0.00226379  0.00436701  -0.00222149  -0.00449017
0.0078125  0.195312  0.863108  -0.00140052  0.00341858  -0.00122585  -0.00372216
0.0078125  0.210938  0.873848  -0.0018732  0.00153285  -0.00167627  -0.00162127
0.0078125  0.226562  0.992548  -0.00499077  -5.08286e-06  -0.00614851  -2.2906e-06
0.0078125  0.242188  0.642157  -0.00789021  0.000214939  0.00741622  -0.000215233
0.0078125  0.257812  0.540142  -0.00817188  0.00150559  0.00511355  -0.00102327
0.0078125  0.273438  1.31707  -0.00451096  0.00503427  -0.00868458  -0.00644763
0.0078125  0.289062  2.67244  0.000828488  0.00101997  0.00559887  0.00163419
0.0078125  0.304688  0.619015  0.000882948  -0.00903305  0.000303984  0.00882969
0.0078125  0.320312  3.92622  -0.00185689  -0.000535273  -0.00174915  -0.00831607
0.0078125  0.335938  1.45394  -0.00396061  -0.00221381  -0.00448464  -0.00646175
0.0078125  0.351562  1.06843  -0.00640838  -0.00426168  -0.00897239  0.00447634
0.0078125  0.367188  1.00406  -0.0065289  0.000299774  -0.00976508  -0.000326241
0.0078125  0.382812  1.04594  -0.00628294  0.00388134  -0.00997827  -0.00461989
0.0078125  0.398438  0.950413  -0.00621553  0.00578835  0.00955769  -0.00743657
0.0078125  0.414062  0.852082  -0.00575813  0.00609429  0.00805012  -0.00860771
0.0078125  0.429688  0.69284  -0.00484319  0.00620107  0.00598629  -0.00791323
0.0078125  0.445312  0.637488  -0.0045294  0.00523189  0.00505682  -0.00612633
0.0078125  0.460938  0.594857  -0.00489085  0.00432417  0.00566465  -0.00445433
0.0078125  0.476562  0.724609  -0.00553183  0.00310762  0.00735842  -0.00342813
0.0078125  0.492188  0.725892  -0.00563366  0.00248162  0.0073651  -0.00253881
0.0078125  0.507812  0.770365  -0.00452737  1.64924e-05  0.00553306  7.16916e-05
0.0078125  0.523438  0.601677  -0.00151798  -0.00365472  0.00155628  0.0042327
0.0078125  0.539062  0.536139  0.00206233  -0.0063868  -0.00211759  0.00957271
0.0078125  0.554688  0.756667  0.0046122  -0.00486266  -0.00597915  -0.00611247
0.0078125  0.570312  0.921541  0.00532069  -0.00321092  -0.00867465  -0.00353011
0.0078125  0.585938  1.12609  0.00449145  -0.00235209  0.00885085  -0.00261302
0.0078125  0.601562  1.00435  0.00397612  -0.00112681  0.0052842  -0.00103899
0.0078125  0.617188  0.761241  0.00137194  0.00348814  0.00104983  0.00456851
0.0078125  0.632812  0.727923  -0.00349898  0.00549805  -0.00360866  -0.00877548
0.0078125  0.648438  0.638928  -0.00728989  0.00410508  -0.00898577  -0.00436166
0.0078125  0.664062  0.638477  -0.00517877  0.00197409  0.0071985  -0.00213892
0.0078125  0.679688  0.443652  -0.00417851  -0.000602435  0.00615255  0.00138417
0.0078125  0.695312  0.233778  -0.00591194  -0.0056523  0.00824824  0.00718347
0.0078125  0.710938  0.209982  -0.00558338  -0.00436679  0.00966626  -0.0059127
0.0078125  0.726562  0.211734  -0.00798614  0.000475704  -0.00846758  8.93879e-05
0.0078125  0.742188  0.391969  -0.0039009  0.00183487  -0.00340979  0.00219099
0.0078125  0.757812  0.371005  0.00205097  0.00198209  0.00203914  0.00221065
0.0078125  0.773438  0.239359  0.00373615  0.00311257  0.00373172  0.00287567
0.0078125  0.789062  0.262622  0.00155208  0.00501945  0.00142319  0.00472893
0.0078125  0.804688  0.46908  -0.00467655  0.00500728  -0.00483257  0.0047339
0.0078125  0.820312  1.59212  -0.00495299  -0.00143021  0.00680461  -0.00125711
0.0078125  0.835938  1.29744  -0.00208972  -0.00456168  0.00224392  0.0093942
0.0078125  0.851562  0.796545  -0.000867292  -0.00552688  0.0009289  0.00585448
0.0078125  0.867188  0.762181  0.00112749  -0.00538095  -0.00115957  0.00878575
0.0078125  0.882812  0.460934  0.00291802  -0.0052292  -0.00290365  -0.00610286
0.0078125  0.898438  0.344127  0.00314776  0.000397367  -0.00335894  0.000657548
0.0078125  0.914062  0.356863  0.00301874  0.00551261  -0.00362114  0.00799828
0.0078125  0.929688  0.515514  0.00301411  0.0023757  -0.0036679  -0.00391784
0.0078125  0.945312  0.719617  0.00421522  -0.00364411  -0.00499839  0.00407837
0.0078125  0.960938  0.982793  0.00456695  -0.00571291  -0.00589058  0.00993907
0.0078125  0.976562  1.0342  0.00481051  -0.00495549  -0.00693799  -0.00618688
0.0078125  0.992188  1.03378  0.00499533  -0.00267676  -0.00789174  -0.00288262

0.0234375  0.0078125  0.603728  0.00091442  0.00119101  0.00101376  0.00172016
0.0234375  0.0234375  0.458217  5.50269e-05  0.00527092  0.00311993  0.00830312
0.0234375  0.0390625  0.397844  -0.00410446  0.00576339  0.00659067  -0.00678563
0.0234375  0.0546875  0.423309  -0.00573834  0.00395672  0.00994396  -0.0043928
0.0234375  0.0703125  0.439592  -0.00494688  0.00254857  -0.00687757  -0.00260767
0.0234375  0.0859375  0.496446  -0.00391664  0.00197278  -0.00542351  -0.00211238
0.0234375  0.101562  0.457879  -0.0033295  0.00192411  -0.00443732  -0.00194603
0.0234375  0.117188  0.416418  -0.00353285  0.000472726  -0.00394537  -0.000505233
0.0234375  0.132812  0.630827  -0.00347682  -0.000523979  -0.00408302  0.00054271
0.0234375  0.148438  0.792845  -0.00440349  0.000937414  -0.00474387  -0.000785447
0.0234375  0.164062  1.02384  -0.0041243  0.00271153  -0.00523391  -0.00290634
0.0234375  0.179688  1.08337  -0.00372742  0.00343017  -0.00492529  -0.00350916
0.0234375  0.195312  1.28963  -0.00362966  0.00342483  -0.00542977  -0.00383354
0.0234375  0.210938  1.23942  -0.00385128  0.00401729  -0.00740635  -0.00463311
