# step = 120, a = 0.0637824, z = 14.6783
# x  y  rho  vx_current  vy_current  vx_phase  vy_phase
0.0078125  0.0078125  0.643979  -0.00598437  0.00661124  -0.0071925  0.00903694
0.0078125  0.0234375  0.615322  -0.00586915  0.00615275  -0.00696365  -0.00963966
0.0078125  0.0390625  0.521356  -0.00561388  0.00635848  -0.0061279  -0.00827804
0.0078125  0.0546875  0.504392  -0.00503879  0.00589016  -0.00524124  -0.0074114
0.0078125  0.0703125  0.499916  -0.00417136  0.0055274  -0.00410181  -0.00645649
0.0078125  0.0859375  0.548957  -0.00336977  0.00471445  -0.00313228  -0.00564989
0.0078125  0.101562  0.499537  -0.00270961  0.00522402  -0.00243614  -0.00568498
0.0078125  0.117188  0.557971  -0.00172632  0.00492432  -0.00171948  -0.00578948
0.0078125  0.132812  0.57252  -0.0014454  0.00535307  -0.00136269  -0.00568056
0.0078125  0.148438  0.782169  -0.000826551  0.00497237  -0.000808742  -0.00626187
0.0078125  0.164062  0.8059  -0.000699684  0.00549021  -0.000710004  -0.00705991
0.0078125  0.179688  0.711222  -0.000797526  0.00625396  -0.00077809  -0.00747565
0.0078125  0.195312  0.799915  -0.000755983  0.0055979  -0.000749862  -0.00745675
0.0078125  0.210938  0.740104  -0.000301427  0.00558295  -0.000305361  -0.0063696
0.0078125  0.226562  0.837179  -0.000971525  0.0046382  -0.000962658  -0.00535222
0.0078125  0.242188  0.861047  -0.00287008  0.00476425  -0.00265367  -0.00550667
0.0078125  0.257812  0.826402  -0.0032279  0.00587564  -0.00287056  -0.00682684
0.0078125  0.273438  0.996578  -0.00177986  0.00633216  -0.00157469  -0.0090168
0.0078125  0.289062  1.25014  0.000823182  0.00595482  0.000724909  0.00840031
0.0078125  0.304688  1.52426  0.00317328  0.00398814  0.00322571  0.00470225
0.0078125  0.320312  2.05255  0.0047122  -0.000438266  0.00510205  -0.000487966
0.0078125  0.335938  1.66414  0.00565917  -0.00426161  0.00587494  -0.00689076
0.0078125  0.351562  0.933342  0.00585742  -0.00715915  0.00610646  0.00850167
0.0078125  0.367188  0.942344  0.00594188  -0.00492885  0.00664265  0.00581253
0.0078125  0.382812  0.946975  0.00623256  -0.00352652  0.0071511  0.00383837
0.0078125  0.398438  0.871352  0.00589275  -0.00265907  0.00735251  0.00281573
0.0078125  0.414062  0.695304  0.00588056  -0.00235767  0.00719207  0.00252666
0.0078125  0.429688  0.452333  0.00639163  -0.00287362  0.00694313  0.00265668
0.0078125  0.445312  0.443973  0.00576446  -0.003049  0.00647542  0.00313947
0.0078125  0.460938  0.459155  0.00617157  -0.00318767  0.00686842  0.00314419
0.0078125  0.476562  0.612532  0.00602401  -0.00234307  0.00733333  0.0025706
0.0078125  0.492188  0.631261  0.00585676  -0.00199454  0.00748903  0.00207164
0.0078125  0.507812  0.601555  0.0056414  -0.00250578  0.0073772  0.00281196
0.0078125  0.523438  0.47944  0.00524299  -0.00430605  0.00604901  0.00447926
0.0078125  0.539062  0.470638  0.0043542  -0.00541184  0.00465846  0.00581644
0.0078125  0.554688  0.609771  0.00307697  -0.00575326  0.00339578  0.00766676
0.0078125  0.570312  0.694513  0.00259796  -0.00645075  0.00297164  0.00954975
0.0078125  0.585938  0.839646  0.00154208  -0.00586758  0.00177286  -0.00995001
0.0078125  0.601562  0.718796  0.00105496  -0.00595066  0.00117029  -0.00916838
0.0078125  0.617188  0.475251  0.000504728  -0.00639777  0.000503491  -0.00706589
0.0078125  0.632812  0.499951  -0.000430711  -0.00450832  -0.000429543  -0.00500072
0.0078125  0.648438  0.561827  -0.00144822  -0.00338804  -0.00137501  -0.00339129
0.0078125  0.664062  0.823498  -0.00193897  -0.00218636  -0.00192343  -0.00256541
0.0078125  0.679688  0.714885  -0.00297141  -0.00227134  -0.00280714  -0.00236386
0.0078125  0.695312  0.565822  -0.00306379  -0.00145231  -0.00278177  -0.00133687
0.0078125  0.710938  0.565956  -0.00238824  4.26612e-05  -0.00223453  2.82829e-05
0.0078125  0.726562  0.648359  -0.00134776  0.00112863  -0.00124334  0.00119309
0.0078125  0.742188  0.602223  -0.000268117  0.00192883  -0.000219068  0.00199455
0.0078125  0.757812  0.519897  0.000440468  0.00185439  0.000375081  0.00172629
0.0078125  0.773438  0.63515  0.000192827  0.0015875  0.000186799  0.00169197
0.0078125  0.789062  0.614706  -0.000385494  0.00223026  -0.000365962  0.00209594
0.0078125  0.804688  0.801753  -0.00172328  0.00199371  -0.00176311  0.00200774
0.0078125  0.820312  1.11626  -0.0026672  0.000906066  -0.0028009  0.00105879
0.0078125  0.835938  1.0122  -0.00381384  -0.000556528  -0.00386767  -0.000683048
0.0078125  0.851562  0.771525  -0.00409037  -0.00205741  -0.00423704  -0.00200276
0.0078125  0.867188  0.725296  -0.00431044  -0.00245567  -0.00460276  -0.0025474
0.0078125  0.882812  0.664513  -0.00461641  -0.00221034  -0.0050741  -0.00224895
0.0078125  0.898438  0.594857  -0.00454318  -0.000591372  -0.00531455  -0.000528966
0.0078125  0.914062  0.507849  -0.00446059  0.00136892  -0.00547609  0.0014108
0.0078125  0.929688  0.464948  -0.00474771  0.00316872  -0.0054518  0.00300482
0.0078125  0.945312  0.602107  -0.00484829  0.00458033  -0.00581274  0.00483059
0.0078125  0.960938  0.845371  -0.0045021  0.00485322  -0.00596675  0.00620045
