# step = 240, a = 0.207478, z = 3.81979
# x  y  rho  vx_current  vy_current  vx_phase  vy_phase
0.0078125  0.0078125  0.827192  0.00116815  -0.00604389  -0.00100663  -0.00947934
0.0078125  0.0234375  0.763461  0.000987204  -0.00447973  -0.000329633  -0.00552923
0.0078125  0.0390625  0.514193  -0.00098688  -0.00253111  0.00276788  -0.00228578
0.0078125  0.0546875  0.432344  -0.00381433  -1.22204e-05  0.00572487  5.23756e-05
0.0078125  0.0703125  0.385011  -0.00557644  0.00226017  0.00838225  0.00231692
0.0078125  0.0859375  0.392915  -0.0067234  0.00311707  -0.00975833  0.00337848
0.0078125  0.101562  0.348844  -0.0065008  0.00335448  -0.00828643  0.00323959
0.0078125  0.117188  0.421873  -0.00537277  0.00390008  -0.00689354  0.0042434
0.0078125  0.132812  0.475825  -0.00471042  0.00490218  -0.00532086  0.00502555
0.0078125  0.148438  0.716705  -0.00346151  0.00318529  -0.00390186  0.00389777
0.0078125  0.164062  0.708641  -0.00276072  0.00225934  -0.00286914  0.00234861
0.0078125  0.179688  0.65097  -0.00198427  0.00226319  -0.00191091  0.00216817
0.0078125  0.195312  0.762097  -0.00136914  0.00265427  -0.00125185  0.00284612
0.0078125  0.210938  0.759082  -0.00157621  0.00435702  -0.00142977  0.00463163
0.0078125  0.226562  0.891283  -0.00398727  0.00466297  -0.00429742  0.00611656
0.0078125  0.242188  0.662423  -0.00801717  0.00540676  -0.00845074  0.00582599
0.0078125  0.257812  0.629523  -0.00873863  0.0042392  -0.00929677  0.00411939
0.0078125  0.273438  1.0789  -0.00410887  -0.00146308  -0.00494288  -0.000628372
0.0078125  0.289062  1.87684  0.00246045  -0.00399707  0.00379519  -0.00810347
0.0078125  0.304688  1.34261  0.00573568  0.00159351  -0.00618702  -8.70758e-05
0.0078125  0.320312  3.84989  -0.00706548  0.00349947  0.00830799  -0.00859122
0.0078125  0.335938  1.10655  -0.00461661  0.00624488  0.0062019  0.00587607
0.0078125  0.351562  1.08757  -0.00269765  -0.00137588  0.00279907  -0.00150738
0.0078125  0.367188  1.05523  -0.00239854  -0.00484691  0.00237712  -0.00582908
0.0078125  0.382812  1.08098  -0.00231382  -0.00601918  0.00229811  -0.00947645
0.0078125  0.398438  0.990233  -0.00197888  -0.00618985  0.00199029  0.00845984
0.0078125  0.414062  0.910072  -0.00095806  -0.00580143  0.000904003  0.00777072
0.0078125  0.429688  0.722717  0.000532294  -0.00642572  -0.000601519  0.00848057
0.0078125  0.445312  0.676679  0.00140727  -0.00639643  -0.00145249  0.0097354
0.0078125  0.460938  0.641915  0.00103951  -0.00679653  -0.00109612  -0.00941769
0.0078125  0.476562  0.796553  -0.000283871  -0.0059353  0.000135366  -0.0087482
0.0078125  0.492188  0.793295  -0.000335957  -0.00629017  0.000244818  -0.00820312
0.0078125  0.507812  0.878602  0.00084133  -0.00495006  -0.000963282  -0.00640166
0.0078125  0.523438  0.767213  0.00335862  -0.00334176  -0.00376765  -0.00346843
0.0078125  0.539062  0.722527  0.00538076  0.000452862  -0.00663063  0.000315919
0.0078125  0.554688  0.949992  0.00597409  0.00362319  -0.00977845  0.00386653
0.0078125  0.570312  1.14021  0.00544236  0.00509766  0.00826473  0.00624123
0.0078125  0.585938  1.20568  0.00441695  0.0055764  0.00618171  0.00720082
0.0078125  0.601562  1.10968  0.00315706  0.00549888  0.00367294  0.00922196
0.0078125  0.617188  0.726393  0.000788103  0.00464073  0.000669891  -0.00519774
0.0078125  0.632812  0.612166  -0.00249811  -0.000617193  -0.00255077  0.000791627
0.0078125  0.648438  0.58342  -0.00594239  -0.00389645  -0.00625659  0.00423748
0.0078125  0.664062  0.566567  -0.00740271  -0.00450744  -0.00938082  0.00581722
0.0078125  0.679688  0.359528  -0.00698647  -0.00583593  0.00933029  0.00814376
0.0078125  0.695312  0.208926  -0.00733311  -0.00703693  -0.00944995  -0.00840328
0.0078125  0.710938  0.226576  -0.00662788  -0.00308127  -0.00813178  -0.00369969
0.0078125  0.726562  0.259605  -0.00696329  0.000916809  -0.00618793  0.000601981
0.0078125  0.742188  0.437572  -0.002698  0.00181694  -0.00236611  0.00208849
0.0078125  0.757812  0.436544  0.00143931  0.00185937  0.00141506  0.00204516
0.0078125  0.773438  0.310825  0.00255089  0.00285935  0.00242272  0.00263068
0.0078125  0.789062  0.36653  0.000574893  0.004001  0.000546721  0.00391096
0.0078125  0.804688  0.550792  -0.00368879  0.00412846  -0.003851  0.00389577
0.0078125  0.820312  1.34081  -0.00595461  -0.000392785  -0.00927119  0.000166525
0.0078125  0.835938  1.30613  -0.00593814  -0.0038497  0.00763016  -0.00644931
0.0078125  0.851562  0.748816  -0.00528843  -0.00729604  0.00658914  -0.00991926
0.0078125  0.867188  0.689882  -0.00441661  -0.00567873  0.00533393  -0.00860567
0.0078125  0.882812  0.445536  -0.0036068  -0.00477761  0.00412753  -0.00502212
0.0078125  0.898438  0.342344  -0.00313016  -0.000301132  0.00355767  -0.000136164
0.0078125  0.914062  0.347084  -0.00272078  0.00455902  0.00316805  0.00524353
0.0078125  0.929688  0.428722  -0.00260948  0.00581142  0.00299106  -0.00930343
0.0078125  0.945312  0.538802  -0.00182619  0.00318018  0.0020088  -0.00389482
0.0078125  0.960938  0.799547  -0.00105476  -0.000618986  0.00121043  0.000494237
0.0078125  0.976562  0.851089  -0.000233243  -0.00361703  0.000406117  0.00395804
0.0078125  0.992188  0.905049  0.00058445  -0.00538133  -0.000478389  0.00708916

0.0234375  0.0078125  0.533822  -0.00373851  -0.00561876  0.00615308  -0.00860288
0.0234375  0.0234375  0.41064  -0.00478014  -0.00266777  0.00795535  -0.00268701
0.0234375  0.0390625  0.346063  -0.00671579  0.00119655  -0.00934658  0.00112491
0.0234375  0.0546875  0.395986  -0.00565236  0.00249025  -0.0070094  0.00257403
0.0234375  0.0703125  0.426933  -0.00379446  0.00375238  -0.00458312  0.00395403
0.0234375  0.0859375  0.477284  -0.00293278  0.00373962  -0.00367548  0.00425606
0.0234375  0.101562  0.430436  -0.00244334  0.0039492  -0.00299079  0.00427014
0.0234375  0.117188  0.387174  -0.0025091  0.00513744  -0.00255328  0.00504948
0.0234375  0.132812  0.560702  -0.00252221  0.00467076  -0.00276857  0.00547437
0.0234375  0.148438  0.686518  -0.00324603  0.00393248  -0.00330679  0.00436071
0.0234375  0.164062  0.851956  -0.00315039  0.00271076  -0.00368161  0.0029289
0.0234375  0.179688  0.926102  -0.00296327  0.00278378  -0.00351493  0.00277347
0.0234375  0.195312  1.12427  -0.00311049  0.00260822  -0.00383291  0.00286109
0.0234375  0.210938  1.08555  -0.00370958  0.00257145  -0.00508655  0.00272017
0.0234375  0.226562  0.942928  -0.00540489  0.00230219  -0.00819597  0.00240639
0.0234375  0.242188  0.697713  -0.00630657  0.00290662  0.00914902  0.00293406
0.0234375  0.257812  0.648466  -0.00611343  0.00499681  0.00760485  0.00488369
0.0234375  0.273438  0.967853  -0.00545436  0.00414184  0.00840152  0.00450769
0.0234375  0.289062  1.8655  -0.00182251  -0.000468903  -0.00871975  0.000402956
0.0234375  0.304688  3.59284  0.00110998  -0.00535767  -0.00411678  -0.00515894
0.0234375  0.320312  8.05945  -0.00347417  -0.00107642  0.00802447  0.000688507
0.0234375  0.335938  0.729634  -0.00934319  0.00882795  0.00547787  0.00317569
0.0234375  0.351562  1.01962  -0.00626691  -0.00314683  0.00655895  -0.00345519
0.0234375  0.367188  1.12627  -0.00481242  -0.00478969  0.00649872  -0.00568707
0.0234375  0.382812  1.21987  -0.00439754  -0.00580178  0.00579774  -0.00949609
0.0234375  0.398438  1.09165  -0.00352923  -0.00603962  0.00405417  0.00790609
0.0234375  0.414062  0.988899  -0.00266641  -0.00558772  0.00288761  0.00698109
0.0234375  0.429688  0.831273  -0.00225329  -0.0060268  0.00230697  0.00737691
0.0234375  0.445312  0.801806  -0.00171162  -0.0061674  0.0016901  0.00924344
0.0234375  0.460938  0.750806  -0.0016189  -0.00663293  0.00162228  -0.00866227
0.0234375  0.476562  0.928817  -0.0017484  -0.00582601  0.00180927  -0.00842161
0.0234375  0.492188  0.90954  -0.00127039  -0.00629583  0.00131239  -0.0093107
0.0234375  0.507812  0.859008  0.000113214  -0.00599824  -0.000109625  -0.00909781
0.0234375  0.523438  0.649667  0.00302303  -0.00572406  -0.0029365  -0.00670007
0.0234375  0.539062  0.630288  0.00552228  -0.00277833  -0.00618838  -0.00292316
0.0234375  0.554688  0.721971  0.00658609  0.000887779  0.0100487  0.000849531
0.0234375  0.570312  0.769498  0.00598127  0.00338262  0.00696299  0.00350362
0.0234375  0.585938  0.862101  0.00400957  0.004098  0.00409259  0.00480422
0.0234375  0.601562  0.763145  0.00193666  0.00517928  0.00176561  0.00704714
0.0234375  0.617188  0.54413  -7.8944e-05  0.00569823  -6.38767e-05  -0.00800692
0.0234375  0.632812  0.483945  -0.00226598  0.00207897  -0.00210243  -0.00214324
0.0234375  0.648438  0.466982  -0.00407834  -0.00199587  -0.00420192  0.00205236
0.0234375  0.664062  0.492693  -0.0046994  -0.00359578  -0.00543422  0.00470177
0.0234375  0.679688  0.281241  -0.00521081  -0.00600687  -0.00598765  0.00823781
0.0234375  0.695312  0.210143  -0.00456374  -0.0057578  -0.00543657  -0.00693756
0.0234375  0.710938  0.204348  -0.004215  -0.00237345  -0.00447152  -0.00249036
0.0234375  0.726562  0.32871  -0.00287509  0.00257916  -0.00340562  0.00236033
0.0234375  0.742188  0.46741  -0.00091848  0.00464988  -0.000956933  0.00580644
0.0234375  0.757812  0.470301  0.00488234  0.00407642  0.00369202  0.00488426
0.0234375  0.773438  0.360248  0.00726365  0.00208569  0.00539087  0.00191402
0.0234375  0.789062  0.408697  0.0022207  -0.000136998  0.00177166  -4.46178e-05
0.0234375  0.804688  0.608745  -0.00379215  -0.00156387  -0.00407487  -0.00125644
0.0234375  0.820312  1.23071  -0.00592095  -0.00295372  -0.00844182  -0.00350878
0.0234375  0.835938  1.23073  -0.00629614  -0.00496556  -0.00987361  -0.00751774
0.0234375  0.851562  0.843728  -0.00604237  -0.00666917  -0.00936253  0.00966348
0.0234375  0.867188  0.664308  -0.00600126  -0.00595758  0.00985654  -0.0098168
0.0234375  0.882812  0.391442  -0.00555307  -0.00558083  0.00836237  -0.00620236
0.0234375  0.898438  0.281272  -0.00522849  -0.00119086  0.00772223  -0.000972995
0.0234375  0.914062  0.285655  -0.00476585  0.00428592  0.00682895  0.00472786
0.0234375  0.929688  0.369959  -0.0043645  0.00591379  0.00608176  0.00994459
0.0234375  0.945312  0.447496  -0.00377701  0.00392354  0.00555533  -0.00493373
0.0234375  0.960938  0.622726  -0.00328987  -0.000303412  0.00475874  0.000156162
0.0234375  0.976562  0.625784  -0.00349045  -0.00345797  0.00511834  0.00376525
0.0234375  0.992188  0.622373  -0.00311893  -0.00522306  0.00520937  0.00697402

0.0390625  0.0078125  0.316905  -0.00535778  -0.00463185  -0.00610669  -0.00673336
0.0390625  0.0234375  0.286637  -0.00476917  -0.000688353  -0.00491158  -0.000922691
0.0390625  0.0390625  0.451398  -0.00298881  0.00271611  -0.00377429  0.00285566
0.0390625  0.0546875  0.542687  -0.00135551  0.00414897  -0.00182212  0.00481583
0.0390625  0.0703125  0.536101  0.000728981  0.00502382  0.000289627  0.00565083
