# step = 80, a = 0.0430471, z = 22.2304
# x  y  rho  log2rho
0.0078125  0.0078125  0.692929  0.52646
0.0078125  0.0234375  0.643922  0.497085
0.0078125  0.0390625  0.666396  0.510663
0.0078125  0.0546875  0.637506  0.493175
0.0078125  0.0703125  0.633488  0.490718
0.0078125  0.0859375  0.729665  0.547928
0.0078125  0.101562  0.773102  0.57273
0.0078125  0.117188  0.83613  0.60766
0.0078125  0.132812  0.944101  0.6648
0.0078125  0.148438  1.09776  0.740869
0.0078125  0.164062  1.02135  0.703766
0.0078125  0.179688  0.964004  0.674985
0.0078125  0.195312  0.944986  0.665255
0.0078125  0.210938  0.875573  0.628914
0.0078125  0.226562  0.951828  0.668766
0.0078125  0.242188  1.08977  0.737053
0.0078125  0.257812  1.18726  0.782649
0.0078125  0.273438  1.24834  0.810191
0.0078125  0.289062  1.25526  0.813265
0.0078125  0.304688  1.38694  0.870011
0.0078125  0.320312  1.57704  0.946643
0.0078125  0.335938  1.43349  0.889328
0.0078125  0.351562  1.15446  0.767538
0.0078125  0.367188  1.07073  0.7279
0.0078125  0.382812  0.989246  0.687755
0.0078125  0.398438  0.894405  0.638905
0.0078125  0.414062  0.849484  0.614906
0.0078125  0.429688  0.831753  0.605273
0.0078125  0.445312  0.852375  0.616468
0.0078125  0.460938  0.936585  0.660926
0.0078125  0.476562  0.960642  0.673272
0.0078125  0.492188  0.869042  0.625426
0.0078125  0.507812  0.821676  0.599757
0.0078125  0.523438  0.705511  0.533865
0.0078125  0.539062  0.629318  0.488161
0.0078125  0.554688  0.621321  0.483241
0.0078125  0.570312  0.748752  0.558903
0.0078125  0.585938  0.82104  0.599408
0.0078125  0.601562  0.775495  0.574079
0.0078125  0.617188  0.697521  0.529169
0.0078125  0.632812  0.636855  0.492777
0.0078125  0.648438  0.662078  0.508069
0.0078125  0.664062  0.823408  0.600707
0.0078125  0.679688  0.761477  0.566153
0.0078125  0.695312  0.678488  0.517894
0.0078125  0.710938  0.647826  0.499457
0.0078125  0.726562  0.759339  0.564938
0.0078125  0.742188  0.747873  0.558399
0.0078125  0.757812  0.768906  0.570361
0.0078125  0.773438  0.823929  0.600993
0.0078125  0.789062  0.767288  0.569446
0.0078125  0.804688  0.822668  0.600301
0.0078125  0.820312  0.948736  0.667181
0.0078125  0.835938  0.940288  0.662836
0.0078125  0.851562  0.799148  0.587313
0.0078125  0.867188  0.72187  0.543411
0.0078125  0.882812  0.711328  0.53727
0.0078125  0.898438  0.674409  0.51546
0.0078125  0.914062  0.630646  0.488976
0.0078125  0.929688  0.628813  0.487852
0.0078125  0.945312  0.669857  0.512738
0.0078125  0.960938  0.697034  0.528882
0.0078125  0.976562  0.70037  0.530846
0.0078125  0.992188  0.740832  0.554363

0.0234375  0.0078125  0.543711  0.434189
0.0234375  0.0234375  0.571673  0.452141
0.0234375  0.0390625  0.645915  0.498296
0.0234375  0.0546875  0.65067  0.501181
0.0234375  0.0703125  0.676275  0.516574
0.0234375  0.0859375  0.788176  0.581196
0.0234375  0.101562  0.822013  0.599942
0.0234375  0.117188  0.856686  0.618793
0.0234375  0.132812  1.01694  0.701581
0.0234375  0.148438  1.15442  0.76752
0.0234375  0.164062  1.06795  0.726556
0.0234375  0.179688  1.03481  0.710401
0.0234375  0.195312  1.00117  0.693732
0.0234375  0.210938  0.949083  0.667359
0.0234375  0.226562  1.01434  0.70029
0.0234375  0.242188  1.04377  0.714794
0.0234375  0.257812  1.04831  0.717014
0.0234375  0.273438  1.2074  0.791814
0.0234375  0.289062  1.36702  0.86163
0.0234375  0.304688  1.72508  1.0025
0.0234375  0.320312  2.10332  1.13247
0.0234375  0.335938  1.87522  1.05613
0.0234375  0.351562  1.3208  0.841911
0.0234375  0.367188  1.17248  0.775869
0.0234375  0.382812  1.14368  0.762526
0.0234375  0.398438  1.04631  0.716041
0.0234375  0.414062  0.968606  0.677325
0.0234375  0.429688  0.94596  0.665755
0.0234375  0.445312  0.921118  0.652907
0.0234375  0.460938  0.955286  0.670537
0.0234375  0.476562  1.02764  0.706871
0.0234375  0.492188  0.999087  0.692691
0.0234375  0.507812  0.930302  0.657677
0.0234375  0.523438  0.786401  0.580203
0.0234375  0.539062  0.646321  0.498543
0.0234375  0.554688  0.581888  0.458619
0.0234375  0.570312  0.639557  0.494426
0.0234375  0.585938  0.747359  0.558106
0.0234375  0.601562  0.660221  0.506951
0.0234375  0.617188  0.60964  0.476011
0.0234375  0.632812  0.59797  0.468734
0.0234375  0.648438  0.617959  0.481166
0.0234375  0.664062  0.664218  0.509355
0.0234375  0.679688  0.621496  0.483349
0.0234375  0.695312  0.566038  0.448549
0.0234375  0.710938  0.632693  0.490231
0.0234375  0.726562  0.686315  0.522546
0.0234375  0.742188  0.770191  0.571088
0.0234375  0.757812  0.840852  0.610229
0.0234375  0.773438  0.918819  0.65171
0.0234375  0.789062  0.873022  0.627553
0.0234375  0.804688  0.835264  0.607188
0.0234375  0.820312  0.894433  0.63892
0.0234375  0.835938  0.889199  0.636153
0.0234375  0.851562  0.785174  0.579516
0.0234375  0.867188  0.75813  0.564251
0.0234375  0.882812  0.735098  0.551064
0.0234375  0.898438  0.681264  0.519546
0.0234375  0.914062  0.711292  0.537248
0.0234375  0.929688  0.697727  0.529291
0.0234375  0.945312  0.714001  0.53883
0.0234375  0.960938  0.663  0.508623
0.0234375  0.976562  0.673507  0.514922
0.0234375  0.992188  0.625084  0.48556

0.0390625  0.0078125  0.520221  0.418856
0.0390625  0.0234375  0.547243  0.436475
0.0390625  0.0390625  0.763837  0.567492
0.0390625  0.0546875  0.762865  0.56694
0.0390625  0.0703125  0.79608  0.585607
0.0390625  0.0859375  0.91702  0.650772
0.0390625  0.101562  0.860278  0.620726
0.0390625  0.117188  0.847224  0.613684
0.0390625  0.132812  0.985135  0.685687
0.0390625  0.148438  1.0241  0.705124
0.0390625  0.164062  0.987806  0.687031
0.0390625  0.179688  0.975141  0.68064
0.0390625  0.195312  1.01464  0.700442
0.0390625  0.210938  1.00284  0.694565
0.0390625  0.226562  1.0954  0.739744
0.0390625  0.242188  1.15762  0.769006
0.0390625  0.257812  1.16725  0.77346
0.0390625  0.273438  1.30062  0.83318
0.0390625  0.289062  1.45466  0.897987
0.0390625  0.304688  1.65838  0.977717
0.0390625  0.320312  2.01219  1.10267
0.0390625  0.335938  2.19615  1.16195
0.0390625  0.351562  1.9409  1.07871
0.0390625  0.367188  1.62065  0.963421
0.0390625  0.382812  1.43854  0.8914
0.0390625  0.398438  1.25209  0.811861
0.0390625  0.414062  1.07612  0.730503
0.0390625  0.429688  1.07818  0.73149
0.0390625  0.445312  0.987708  0.686982
0.0390625  0.460938  0.936647  0.660958
0.0390625  0.476562  0.971871  0.678983
0.0390625  0.492188  0.950478  0.668074
0.0390625  0.507812  0.982241  0.684228
0.0390625  0.523438  0.943379  0.664428
0.0390625  0.539062  0.797018  0.586128
0.0390625  0.554688  0.650941  0.501346
0.0390625  0.570312  0.654218  0.503328
0.0390625  0.585938  0.670525  0.513138
0.0390625  0.601562  0.588186  0.462592
0.0390625  0.617188  0.551853  0.43945
0.0390625  0.632812  0.56448  0.447553
0.0390625  0.648438  0.595157  0.466972
0.0390625  0.664062  0.581209  0.45819
0.0390625  0.679688  0.535361  0.428766
0.0390625  0.695312  0.527004  0.423308
0.0390625  0.710938  0.626938  0.4867
0.0390625  0.726562  0.733171  0.549953
0.0390625  0.742188  0.920248  0.652454
0.0390625  0.757812  1.05458  0.720073
0.0390625  0.773438  1.12187  0.752297
0.0390625  0.789062  1.09073  0.737516
0.0390625  0.804688  0.887456  0.63523
0.0390625  0.820312  0.857334  0.619142
0.0390625  0.835938  0.857918  0.619456
0.0390625  0.851562  0.810831  0.593786
0.0390625  0.867188  0.748109  0.558535
0.0390625  0.882812  0.676624  0.516782
0.0390625  0.898438  0.613768  0.478572
0.0390625  0.914062  0.596502  0.467815
0.0390625  0.929688  0.624942  0.485472
0.0390625  0.945312  0.635374  0.491871
0.0390625  0.960938  0.590756  0.464209
0.0390625  0.976562  0.591404  0.464617
0.0390625  0.992188  0.559227  0.44419

0.0546875  0.0078125  0.502699  0.407263
0.0546875  0.0234375  0.554487  0.441145
0.0546875  0.0390625  0.745168  0.556851
0.0546875  0.0546875  0.773505  0.572958
0.0546875  0.0703125  0.902544  0.643192
0.0546875  0.0859375  0.967633  0.676831
0.0546875  0.101562  0.921467  0.653089
0.0546875  0.117188  0.943423  0.664451
0.0546875  0.132812  0.953959  0.669857
0.0546875  0.148438  0.964781  0.675381
0.0546875  0.164062  0.866099  0.62385
0.0546875  0.179688  0.975326  0.680733
0.0546875  0.195312  1.04032  0.713104
0.0546875  0.210938  1.04014  0.71302
0.0546875  0.226562  1.09739  0.740694
0.0546875  0.242188  1.12988  0.756065
0.0546875  0.257812  1.2317  0.802763
0.0546875  0.273438  1.35521  0.85663
0.0546875  0.289062  1.41776  0.882842
0.0546875  0.304688  1.39665  0.874073
0.0546875  0.320312  1.44589  0.89441
0.0546875  0.335938  1.79898  1.02926
0.0546875  0.351562  2.14448  1.14565
0.0546875  0.367188  2.01951  1.10509
0.0546875  0.382812  1.56177  0.9407
0.0546875  0.398438  1.3283  0.84514
0.0546875  0.414062  1.21221  0.793992
0.0546875  0.429688  1.17083  0.775111
0.0546875  0.445312  1.04825  0.716986
0.0546875  0.460938  0.989983  0.688126
0.0546875  0.476562  0.962058  0.673994
0.0546875  0.492188  0.970781  0.67843
0.0546875  0.507812  1.09664  0.740337
0.0546875  0.523438  1.07988  0.732311
0.0546875  0.539062  0.958479  0.672168
0.0546875  0.554688  0.812053  0.59446
0.0546875  0.570312  0.703933  0.532939
0.0546875  0.585938  0.637529  0.493188
0.0546875  0.601562  0.554159  0.440935
0.0546875  0.617188  0.541283  0.432615
0.0546875  0.632812  0.583329  0.459529
0.0546875  0.648438  0.612415  0.477733
0.0546875  0.664062  0.621034  0.483064
0.0546875  0.679688  0.585507  0.460904
0.0546875  0.695312  0.605159  0.473223
0.0546875  0.710938  0.646755  0.498807
0.0546875  0.726562  0.775394  0.574022
0.0546875  0.742188  0.990825  0.688549
0.0546875  0.757812  1.13207  0.757092
0.0546875  0.773438  1.25498  0.813141
0.0546875  0.789062  1.15895  0.769623
0.0546875  0.804688  0.881863  0.632262
0.0546875  0.820312  0.736803  0.552046
0.0546875  0.835938  0.805485  0.590829
0.0546875  0.851562  0.844226  0.61206
0.0546875  0.867188  0.823713  0.600874
0.0546875  0.882812  0.667293  0.511201
0.0546875  0.898438  0.541433  0.432712
0.0546875  0.914062  0.517388  0.416991
0.0546875  0.929688  0.494491  0.401785
0.0546875  0.945312  0.469825  0.385143
0.0546875  0.960938  0.559397  0.444299
0.0546875  0.976562  0.594095  0.466306
0.0546875  0.992188  0.561043  0.445354

0.0703125  0.0078125  0.544637  0.434789
0.0703125  0.0234375  0.556383  0.442364
0.0703125  0.0390625  0.659398  0.506455
0.0703125  0.0546875  0.715695  0.539818
0.0703125  0.0703125  0.907978  0.646044
0.0703125  0.0859375  0.973867  0.679995
0.0703125  0.101562  1.00284  0.694566
0.0703125  0.117188  1.0362  0.711083
0.0703125  0.132812  1.06927  0.727194
0.0703125  0.148438  0.979873  0.683032
0.0703125  0.164062  0.891159  0.63719
0.0703125  0.179688  0.925217  0.655039
0.0703125  0.195312  1.01394  0.700094
0.0703125  0.210938  1.01357  0.699911
0.0703125  0.226562  0.983935  0.685082
0.0703125  0.242188  0.967638  0.676834
0.0703125  0.257812  1.0743  0.729622
0.0703125  0.273438  1.26227  0.816368
0.0703125  0.289062  1.26422  0.81723
0.0703125  0.304688  1.24703  0.809611
0.0703125  0.320312  1.2241  0.799354
0.0703125  0.335938  1.39877  0.874955
0.0703125  0.351562  1.72983  1.00424
0.0703125  0.367188  1.62986  0.966931
0.0703125  0.382812  1.32505  0.843743
0.0703125  0.398438  1.2104  0.793172
0.0703125  0.414062  1.30982  0.837168
0.0703125  0.429688  1.3392  0.849807
0.0703125  0.445312  1.23098  0.802441
0.0703125  0.460938  1.09646  0.740252
0.0703125  0.476562  1.09573  0.739903
0.0703125  0.492188  1.11669  0.749853
0.0703125  0.507812  1.16271  0.77136
0.0703125  0.523438  1.1109  0.747114
0.0703125  0.539062  1.04813  0.716928
0.0703125  0.554688  0.885796  0.63435
0.0703125  0.570312  0.759577  0.565073
0.0703125  0.585938  0.641708  0.495737
0.0703125  0.601562  0.558004  0.443406
0.0703125  0.617188  0.498182  0.404253
0.0703125  0.632812  0.585868  0.461132
0.0703125  0.648438  0.642832  0.496422
0.0703125  0.664062  0.711345  0.537279
0.0703125  0.679688  0.745027  0.55677
0.0703125  0.695312  0.70439  0.533207
0.0703125  0.710938  0.63856  0.493818
0.0703125  0.726562  0.690338  0.524928
0.0703125  0.742188  0.836931  0.608096
0.0703125  0.757812  0.936664  0.660967
0.0703125  0.773438  1.07669  0.730777
0.0703125  0.789062  1.14747  0.764292
0.0703125  0.804688  0.868126  0.624936
0.0703125  0.820312  0.733843  0.55034
0.0703125  0.835938  0.809121  0.592841
0.0703125  0.851562  0.892488  0.637892
0.0703125  0.867188  0.902599  0.643221
0.0703125  0.882812  0.726634  0.546174
0.0703125  0.898438  0.562104  0.446034
0.0703125  0.914062  0.505963  0.409432
0.0703125  0.929688  0.504484  0.40845
0.0703125  0.945312  0.512921  0.414042
0.0703125  0.960938  0.575544  0.4546
0.0703125  0.976562  0.637809  0.493359
0.0703125  0.992188  0.617573  0.480927

0.0859375  0.0078125  0.590824  0.464252
0.0859375  0.0234375  0.589527  0.463437
0.0859375  0.0390625  0.611903  0.477415
0.0859375  0.0546875  0.711884  0.537595
0.0859375  0.0703125  0.847988  0.614098
0.0859375  0.0859375  0.920303  0.652483
0.0859375  0.101562  0.945262  0.665397
0.0859375  0.117188  1.02523  0.705682
0.0859375  0.132812  1.04819  0.716957
0.0859375  0.148438  1.07517  0.730044
0.0859375  0.164062  0.987706  0.686981
0.0859375  0.179688  0.943557  0.66452
0.0859375  0.195312  0.912329  0.648322
0.0859375  0.210938  0.926193  0.655545
0.0859375  0.226562  0.913124  0.648738
0.0859375  0.242188  0.890497  0.63684
0.0859375  0.257812  0.959819  0.672852
0.0859375  0.273438  1.08117  0.732931
0.0859375  0.289062  1.02855  0.70732
0.0859375  0.304688  0.996325  0.691308
0.0859375  0.320312  1.07585  0.73037
0.0859375  0.335938  1.25236  0.811977
0.0859375  0.351562  1.39698  0.87421
0.0859375  0.367188  1.24868  0.810346
0.0859375  0.382812  1.08896  0.736667
0.0859375  0.398438  1.15881  0.769558
0.0859375  0.414062  1.36362  0.860195
0.0859375  0.429688  1.56861  0.943364
0.0859375  0.445312  1.51931  0.923986
0.0859375  0.460938  1.31477  0.839309
0.0859375  0.476562  1.2001  0.788503
0.0859375  0.492188  1.25001  0.810936
0.0859375  0.507812  1.25209  0.811857
0.0859375  0.523438  1.20715  0.791701
0.0859375  0.539062  1.15714  0.768784
0.0859375  0.554688  0.998965  0.69263
0.0859375  0.570312  0.908372  0.646251
0.0859375  0.585938  0.747646  0.558269
0.0859375  0.601562  0.634919  0.491593
0.0859375  0.617188  0.565128  0.447967
0.0859375  0.632812  0.612808  0.477977
0.0859375  0.648438  0.69316  0.526597
0.0859375  0.664062  0.708029  0.53534
0.0859375  0.679688  0.713177  0.53835
0.0859375  0.695312  0.703247  0.532537
0.0859375  0.710938  0.631516  0.48951
0.0859375  0.726562  0.622941  0.48424
0.0859375  0.742188  0.698067  0.529491
0.0859375  0.757812  0.738527  0.553038
0.0859375  0.773438  0.901676  0.642736
0.0859375  0.789062  1.06207  0.723709
0.0859375  0.804688  0.96879  0.677419
0.0859375  0.820312  0.845209  0.612593
0.0859375  0.835938  0.836007  0.607593
0.0859375  0.851562  0.850586  0.615503
0.0859375  0.867188  0.919772  0.652207
0.0859375  0.882812  0.820229  0.598962
0.0859375  0.898438  0.641569  0.495653
0.0859375  0.914062  0.658047  0.505641
0.0859375  0.929688  0.63453  0.491355
0.0859375  0.945312  0.61471  0.479155
0.0859375  0.960938  0.615128  0.479414
0.0859375  0.976562  0.652531  0.502308
0.0859375  0.992188  0.622662  0.484068

0.101562  0.0078125  0.608909  0.475556
0.101562  0.0234375  0.589433  0.463377
0.101562  0.0390625  0.629804  0.48846
0.101562  0.0546875  0.686715  0.522783
0.101562  0.0703125  0.770881  0.571477
0.101562  0.0859375  0.87035  0.626126
0.101562  0.101562  0.907807  0.645954
0.101562  0.117188  0.93342  0.65929
0.101562  0.132812  1.03235  0.709193
0.101562  0.148438  1.19052  0.784138
0.101562  0.164062  1.19971  0.788328
0.101562  0.179688  1.03783  0.711885
0.101562  0.195312  0.925889  0.655388
0.101562  0.210938  0.950311  0.667989
0.101562  0.226562  0.919793  0.652217
0.101562  0.242188  0.905814  0.644909
0.101562  0.257812  0.870701  0.626313
0.101562  0.273438  0.981361  0.683784
0.101562  0.289062  0.968978  0.677515
0.101562  0.304688  0.994096  0.690191
0.101562  0.320312  1.15527  0.767916
0.101562  0.335938  1.36141  0.859257
0.101562  0.351562  1.23983  0.806399
0.101562  0.367188  1.03421  0.710107
0.101562  0.382812  0.957485  0.67166
0.101562  0.398438  1.14625  0.763721
0.101562  0.414062  1.4333  0.889248
0.101562  0.429688  1.6193  0.962907
0.101562  0.445312  1.84239  1.04464
0.101562  0.460938  1.64211  0.971577
0.101562  0.476562  1.27662  0.82269
0.101562  0.492188  1.26509  0.817614
0.101562  0.507812  1.26607  0.818048
0.101562  0.523438  1.15621  0.768351
0.101562  0.539062  1.10191  0.742845
0.101562  0.554688  1.06861  0.726878
0.101562  0.570312  1.00038  0.693337
0.101562  0.585938  0.851999  0.616266
0.101562  0.601562  0.715546  0.539731
0.101562  0.617188  0.669694  0.51264
0.101562  0.632812  0.794108  0.584508
0.101562  0.648438  0.776296  0.574531
0.101562  0.664062  0.65412  0.503269
0.101562  0.679688  0.621206  0.48317
0.101562  0.695312  0.666757  0.51088
0.101562  0.710938  0.674547  0.515542
0.101562  0.726562  0.681481  0.519675
0.101562  0.742188  0.683181  0.520686
0.101562  0.757812  0.674817  0.515704
0.101562  0.773438  0.778925  0.576009
0.101562  0.789062  1.00472  0.695505
0.101562  0.804688  1.04445  0.715129
0.101562  0.820312  0.917246  0.65089
0.101562  0.835938  0.74176  0.554896
0.101562  0.851562  0.744677  0.55657
0.101562  0.867188  0.912815  0.648576
0.101562  0.882812  0.912791  0.648563
0.101562  0.898438  0.757393  0.563831
0.101562  0.914062  0.727175  0.546487
0.101562  0.929688  0.73509  0.551059
0.101562  0.945312  0.636469  0.492541
0.101562  0.960938  0.622691  0.484086
0.101562  0.976562  0.615741  0.479794
0.101562  0.992188  0.599222  0.469517

0.117188  0.0078125  0.657259  0.505165
0.117188  0.0234375  0.608625  0.47538
0.117188  0.0390625  0.691913  0.52586
0.117188  0.0546875  0.762303  0.566621
0.117188  0.0703125  0.81843  0.597974
0.117188  0.0859375  0.882196  0.632439
0.117188  0.101562  0.90256  0.6432
0.117188  0.117188  0.971695  0.678894
0.117188  0.132812  1.03639  0.71118
0.117188  0.148438  1.16438  0.772134
0.117188  0.164062  1.24124  0.80703
0.117188  0.179688  1.0574  0.721441
0.117188  0.195312  0.892704  0.638006
0.117188  0.210938  0.902209  0.643016
0.117188  0.226562  0.948299  0.666957
0.117188  0.242188  0.861258  0.621253
0.117188  0.257812  0.791471  0.583037
0.117188  0.273438  0.907716  0.645907
0.117188  0.289062  1.09289  0.738544
0.117188  0.304688  1.33739  0.849035
0.117188  0.320312  1.46989  0.904173
0.117188  0.335938  1.41855  0.883169
0.117188  0.351562  1.11064  0.746992
0.117188  0.367188  0.819536  0.598582
0.117188  0.382812  0.833591  0.606276
0.117188  0.398438  1.06588  0.725554
0.117188  0.414062  1.28281  0.825409
0.117188  0.429688  1.40333  0.876856
0.117188  0.445312  1.76648  1.01758
0.117188  0.460938  1.82237  1.03758
0.117188  0.476562  1.35549  0.856748
0.117188  0.492188  1.24093  0.806891
0.117188  0.507812  1.1129  0.748063
0.117188  0.523438  0.926007  0.655449
