# step = 160, a = 0.0945057, z = 9.58137
# x  y  rho  log2rho
0.0078125  0.0078125  0.523091  0.420742
0.0078125  0.0234375  0.470925  0.385891
0.0078125  0.0390625  0.496959  0.403436
0.0078125  0.0546875  0.513914  0.414698
0.0078125  0.0703125  0.496861  0.40337
0.0078125  0.0859375  0.573293  0.453171
0.0078125  0.101562  0.645269  0.497904
0.0078125  0.117188  0.748969  0.559027
0.0078125  0.132812  0.849808  0.615082
0.0078125  0.148438  1.01054  0.698402
0.0078125  0.164062  1.02782  0.706962
0.0078125  0.179688  0.957914  0.67188
0.0078125  0.195312  0.897971  0.640786
0.0078125  0.210938  0.872817  0.627444
0.0078125  0.226562  0.934601  0.659901
0.0078125  0.242188  0.993128  0.689705
0.0078125  0.257812  1.12238  0.75254
0.0078125  0.273438  1.34799  0.853558
0.0078125  0.289062  1.51151  0.920882
0.0078125  0.304688  1.94225  1.07917
0.0078125  0.320312  2.58745  1.27744
0.0078125  0.335938  1.31926  0.841249
0.0078125  0.351562  0.939271  0.662312
0.0078125  0.367188  0.894042  0.638713
0.0078125  0.382812  0.81563  0.596433
0.0078125  0.398438  0.778171  0.575585
0.0078125  0.414062  0.759737  0.565164
0.0078125  0.429688  0.75225  0.560901
0.0078125  0.445312  0.759177  0.564846
0.0078125  0.460938  0.755675  0.562853
0.0078125  0.476562  0.714772  0.53928
0.0078125  0.492188  0.701911  0.531752
0.0078125  0.507812  0.731487  0.548981
0.0078125  0.523438  0.690663  0.525121
0.0078125  0.539062  0.650471  0.501061
0.0078125  0.554688  0.639636  0.494474
0.0078125  0.570312  0.769862  0.570902
0.0078125  0.585938  0.786824  0.58044
0.0078125  0.601562  0.692736  0.526346
0.0078125  0.617188  0.552246  0.439703
0.0078125  0.632812  0.529122  0.424693
0.0078125  0.648438  0.591604  0.464742
0.0078125  0.664062  0.620596  0.482794
0.0078125  0.679688  0.540409  0.432048
0.0078125  0.695312  0.424616  0.353902
0.0078125  0.710938  0.401528  0.337563
0.0078125  0.726562  0.488419  0.397714
0.0078125  0.742188  0.638172  0.493581
0.0078125  0.757812  0.633391  0.490658
0.0078125  0.773438  0.658686  0.506026
0.0078125  0.789062  0.68717  0.523052
0.0078125  0.804688  0.737277  0.552319
0.0078125  0.820312  0.894962  0.639199
0.0078125  0.835938  0.858503  0.619771
0.0078125  0.851562  0.638039  0.4935
0.0078125  0.867188  0.553682  0.440628
0.0078125  0.882812  0.497754  0.403967
0.0078125  0.898438  0.496888  0.403388
0.0078125  0.914062  0.470614  0.38568
0.0078125  0.929688  0.468512  0.38425
0.0078125  0.945312  0.499786  0.405322
0.0078125  0.960938  0.539814  0.431662
0.0078125  0.976562  0.538806  0.431007
0.0078125  0.992188  0.574349  0.453842

0.0234375  0.0078125  0.396357  0.333867
0.0234375  0.0234375  0.409732  0.343399
0.0234375  0.0390625  0.523067  0.420726
0.0234375  0.0546875  0.573041  0.453011
0.0234375  0.0703125  0.607075  0.474416
0.0234375  0.0859375  0.710348  0.536697
0.0234375  0.101562  0.747647  0.55827
0.0234375  0.117188  0.770523  0.571275
0.0234375  0.132812  0.890361  0.636768
0.0234375  0.148438  1.06047  0.722936
0.0234375  0.164062  1.14689  0.764019
0.0234375  0.179688  1.14545  0.763349
0.0234375  0.195312  1.10665  0.745101
0.0234375  0.210938  1.04481  0.715304
0.0234375  0.226562  1.0903  0.737309
0.0234375  0.242188  1.10031  0.742086
0.0234375  0.257812  1.07801  0.731412
0.0234375  0.273438  1.30039  0.833079
0.0234375  0.289062  1.6115  0.959924
0.0234375  0.304688  2.29514  1.19245
0.0234375  0.320312  5.88562  1.92943
0.0234375  0.335938  2.49601  1.25162
0.0234375  0.351562  0.940661  0.663028
0.0234375  0.367188  0.902904  0.643381
0.0234375  0.382812  0.899964  0.641835
0.0234375  0.398438  0.902451  0.643143
0.0234375  0.414062  0.886737  0.634849
0.0234375  0.429688  0.833869  0.606428
0.0234375  0.445312  0.831859  0.605331
0.0234375  0.460938  0.83898  0.609211
0.0234375  0.476562  0.843121  0.61146
0.0234375  0.492188  0.848118  0.614168
0.0234375  0.507812  0.795861  0.585484
0.0234375  0.523438  0.687878  0.523472
0.0234375  0.539062  0.606252  0.473904
0.0234375  0.554688  0.571598  0.452093
