# step = 40, a = 0.0290527, z = 33.4202
# x  y  rho  log2rho
0.0078125  0.0078125  0.811308  0.594049
0.0078125  0.0234375  0.772991  0.572668
0.0078125  0.0390625  0.773425  0.572913
0.0078125  0.0546875  0.752886  0.561264
0.0078125  0.0703125  0.766317  0.568896
0.0078125  0.0859375  0.840036  0.609785
0.0078125  0.101562  0.847781  0.613985
0.0078125  0.117188  0.916045  0.650263
0.0078125  0.132812  1.00759  0.696937
0.0078125  0.148438  1.07751  0.731169
0.0078125  0.164062  1.01479  0.700514
0.0078125  0.179688  0.992315  0.689297
0.0078125  0.195312  0.973871  0.679996
0.0078125  0.210938  0.898389  0.641006
0.0078125  0.226562  0.990189  0.688229
0.0078125  0.242188  1.1013  0.742558
0.0078125  0.257812  1.10199  0.742884
0.0078125  0.273438  1.15433  0.767478
0.0078125  0.289062  1.13572  0.758803
0.0078125  0.304688  1.20414  0.79034
0.0078125  0.320312  1.28781  0.827594
0.0078125  0.335938  1.21157  0.793702
0.0078125  0.351562  1.10612  0.744847
0.0078125  0.367188  1.06082  0.723106
0.0078125  0.382812  1.02754  0.706825
0.0078125  0.398438  0.987256  0.686755
0.0078125  0.414062  0.934243  0.659716
0.0078125  0.429688  0.884366  0.633591
0.0078125  0.445312  0.910222  0.647219
0.0078125  0.460938  0.978424  0.6823
0.0078125  0.476562  1.0268  0.70646
0.0078125  0.492188  1.00418  0.695235
0.0078125  0.507812  0.958875  0.67237
0.0078125  0.523438  0.82944  0.60401
0.0078125  0.539062  0.733511  0.550149
0.0078125  0.554688  0.705508  0.533863
0.0078125  0.570312  0.787934  0.581061
0.0078125  0.585938  0.872386  0.627214
0.0078125  0.601562  0.849284  0.614798
0.0078125  0.617188  0.828981  0.603759
0.0078125  0.632812  0.746492  0.557609
0.0078125  0.648438  0.742793  0.555489
0.0078125  0.664062  0.891174  0.637198
0.0078125  0.679688  0.875604  0.628931
0.0078125  0.695312  0.771898  0.572051
0.0078125  0.710938  0.82033  0.599018
0.0078125  0.726562  0.848967  0.614627
0.0078125  0.742188  0.810976  0.593866
0.0078125  0.757812  0.871808  0.626905
0.0078125  0.773438  0.86889  0.625345
0.0078125  0.789062  0.848907  0.614595
0.0078125  0.804688  0.885765  0.634334
0.0078125  0.820312  0.941819  0.663625
0.0078125  0.835938  0.97659  0.681373
0.0078125  0.851562  0.880601  0.631591
0.0078125  0.867188  0.800095  0.58784
0.0078125  0.882812  0.828969  0.603752
