# step = 40, a = 0.0290527, z = 33.4202
# x  y  rho  vx_current  vy_current  vx_phase  vy_phase
0.0078125  0.0078125  0.820521  -0.00321296  0.00393067  -0.0034667  0.00423454
0.0078125  0.0234375  0.718746  -0.00293296  0.00428124  -0.00302048  0.00465397
0.0078125  0.0390625  0.642754  -0.00300124  0.00476018  -0.00291231  0.00517741
0.0078125  0.0546875  0.651849  -0.00253882  0.00519916  -0.00240379  0.00575963
0.0078125  0.0703125  0.76072  -0.00178476  0.00507879  -0.00173615  0.00607379
0.0078125  0.0859375  0.80016  -0.00142039  0.0050541  -0.00139273  0.00622613
0.0078125  0.101562  0.700766  -0.000885406  0.00559453  -0.000830432  0.00616105
0.0078125  0.117188  0.789813  -0.000714501  0.0054615  -0.000680808  0.00622284
0.0078125  0.132812  0.994779  -0.000509304  0.00510719  -0.000547829  0.00608792
0.0078125  0.148438  1.14996  -0.0003717  0.00456463  -0.000399586  0.00560316
0.0078125  0.164062  0.992661  3.70715e-05  0.00463464  4.1271e-05  0.0050955
0.0078125  0.179688  0.889877  -4.74417e-05  0.00465961  -5.39855e-05  0.00509679
0.0078125  0.195312  0.863624  -0.00010568  0.00472672  -9.77503e-05  0.00548409
0.0078125  0.210938  0.764838  -0.000444901  0.0053416  -0.000420796  0.00588828
0.0078125  0.226562  0.82409  -0.00115493  0.00534776  -0.00106502  0.00592321
0.0078125  0.242188  1.06058  -0.00114453  0.00448724  -0.00110127  0.00537225
0.0078125  0.257812  1.08355  -0.000979148  0.00428815  -0.000958315  0.00479132
0.0078125  0.273438  1.04215  -0.000377842  0.00362025  -0.000367382  0.00387068
0.0078125  0.289062  0.988172  0.000415476  0.00280424  0.000417051  0.00276626
0.0078125  0.304688  1.14794  0.0011417  0.00164284  0.00113118  0.00171927
0.0078125  0.320312  1.29092  0.00168099  0.000134487  0.00164007  0.000158402
0.0078125  0.335938  1.22977  0.0019029  -0.00188371  0.00180984  -0.00203805
0.0078125  0.351562  1.08877  0.00195488  -0.00332767  0.00186037  -0.00365706
0.0078125  0.367188  0.843921  0.00246985  -0.00461589  0.00230382  -0.00455016
0.0078125  0.382812  0.99585  0.00273921  -0.00484942  0.00264376  -0.00551212
0.0078125  0.398438  1.14588  0.00283979  -0.00512685  0.00285161  -0.00635144
0.0078125  0.414062  1.10646  0.0030404  -0.00538856  0.00325004  -0.00717036
0.0078125  0.429688  0.822396  0.00327677  -0.00614401  0.00333166  -0.00772786
0.0078125  0.445312  0.661061  0.00313815  -0.00606248  0.00311345  -0.00752648
0.0078125  0.460938  0.579015  0.00313689  -0.00653153  0.00309422  -0.0070989
0.0078125  0.476562  0.851336  0.00338073  -0.00534354  0.00372189  -0.00708001
0.0078125  0.492188  0.924131  0.00305232  -0.00582707  0.00347348  -0.0077958
0.0078125  0.507812  0.904149  0.0033074  -0.00580476  0.00391172  -0.0083816
0.0078125  0.523438  0.678743  0.00336286  -0.00606633  0.00346167  -0.00779864
0.0078125  0.539062  0.506328  0.00296169  -0.00649898  0.0028112  -0.00697595
0.0078125  0.554688  0.651832  0.00196662  -0.00516539  0.00199131  -0.00601989
0.0078125  0.570312  0.858785  0.00138499  -0.00411388  0.00146325  -0.00493233
0.0078125  0.585938  0.834965  0.00122215  -0.0039454  0.00122157  -0.00428748
0.0078125  0.601562  0.786895  0.000497579  -0.00398273  0.000570195  -0.00435208
0.0078125  0.617188  0.718285  0.000117348  -0.00360573  0.00012387  -0.00379927
0.0078125  0.632812  0.676179  3.65885e-05  -0.00249967  3.5949e-05  -0.00241339
0.0078125  0.648438  0.843759  -0.000344004  -0.00133643  -0.000358594  -0.00141345
0.0078125  0.664062  0.97028  -0.00107683  -0.000806842  -0.00110544  -0.000834932
0.0078125  0.679688  1.00685  -0.000933821  -0.000559399  -0.00101683  -0.000577954
0.0078125  0.695312  0.90833  -0.00101303  -0.000515385  -0.00112064  -0.000506296
0.0078125  0.710938  0.895066  -0.000826997  7.67889e-05  -0.000863218  8.36634e-05
0.0078125  0.726562  0.874017  -0.000347039  0.000727817  -0.000338808  0.000747974
0.0078125  0.742188  0.771852  -0.000219157  0.000570626  -0.000201177  0.000547119
0.0078125  0.757812  0.773353  0.000233539  0.000801166  0.000219881  0.000857889
0.0078125  0.773438  0.66228  0.000226753  0.00142608  0.000200016  0.00135046
0.0078125  0.789062  0.725158  -0.000381277  0.00110228  -0.000360419  0.00110065
0.0078125  0.804688  0.851374  -0.000955676  0.00104998  -0.000914012  0.00103332
0.0078125  0.820312  1.01884  -0.00158535  0.000562008  -0.00154394  0.000615258
0.0078125  0.835938  1.08186  -0.00176153  -0.000339238  -0.00179301  -0.000359544
0.0078125  0.851562  0.971022  -0.00208167  -0.000906468  -0.0021278  -0.00093357
0.0078125  0.867188  0.819291  -0.00233055  -0.00101796  -0.00230834  -0.000966632
0.0078125  0.882812  0.845553  -0.00251161  -0.000692595  -0.00251329  -0.000719052
0.0078125  0.898438  0.746256  -0.00258245  -0.000641781  -0.00257142  -0.00065969
0.0078125  0.914062  0.601808  -0.00239911  0.000179515  -0.00228532  0.000182098
0.0078125  0.929688  0.694022  -0.00267177  0.00157196  -0.00274012  0.00152626
0.0078125  0.945312  0.84526  -0.00235317  0.00238274  -0.00240942  0.00254415
0.0078125  0.960938  0.85217  -0.00231617  0.00310219  -0.00237756  0.00310719
0.0078125  0.976562  0.996984  -0.00238647  0.00273982  -0.00265284  0.00299373
0.0078125  0.992188  0.950379  -0.00278818  0.0031231  -0.00299498  0.00338376

0.0234375  0.0078125  0.655828  -0.00264261  0.00375196  -0.00260915  0.00405966
0.0234375  0.0234375  0.537229  -0.00278856  0.00487745  -0.00259351  0.00499102
0.0234375  0.0390625  0.608329  -0.00174765  0.00499803  -0.00169182  0.00573774
0.0234375  0.0546875  0.683059  -0.000896484  0.00551684  -0.000916854  0.00656636
0.0234375  0.0703125  0.783029  -0.000264619  0.00541729  -0.000287005  0.00667792
