# step = 240, a = 0.207478, z = 3.81979
# x  y  rho  log2rho
0.0078125  0.0078125  0.602938  0.471838
0.0078125  0.0234375  0.539813  0.431661
0.0078125  0.0390625  0.530819  0.425803
0.0078125  0.0546875  0.526922  0.423254
0.0078125  0.0703125  0.509927  0.412061
0.0078125  0.0859375  0.572427  0.45262
0.0078125  0.101562  0.621582  0.483402
0.0078125  0.117188  0.717138  0.540659
0.0078125  0.132812  0.927613  0.656283
0.0078125  0.148438  1.22517  0.799832
0.0078125  0.164062  1.20339  0.789997
0.0078125  0.179688  1.1234  0.75302
0.0078125  0.195312  0.966533  0.676272
0.0078125  0.210938  0.854281  0.617497
0.0078125  0.226562  0.964254  0.675112
0.0078125  0.242188  1.09981  0.741846
0.0078125  0.257812  1.12138  0.752066
0.0078125  0.273438  1.16773  0.773682
0.0078125  0.289062  1.46297  0.901368
0.0078125  0.304688  1.81994  1.03672
0.0078125  0.320312  2.76312  1.32525
0.0078125  0.335938  1.13196  0.757042
0.0078125  0.351562  1.07709  0.73097
0.0078125  0.367188  1.07069  0.72788
0.0078125  0.382812  0.972586  0.679345
0.0078125  0.398438  0.891412  0.637323
0.0078125  0.414062  0.856249  0.618558
0.0078125  0.429688  0.839041  0.609244
0.0078125  0.445312  0.817657  0.597548
0.0078125  0.460938  0.804387  0.590221
0.0078125  0.476562  0.758977  0.564732
0.0078125  0.492188  0.689572  0.524475
0.0078125  0.507812  0.699221  0.53017
0.0078125  0.523438  0.676443  0.516674
0.0078125  0.539062  0.672941  0.514583
0.0078125  0.554688  0.735895  0.551523
0.0078125  0.570312  0.888308  0.635681
0.0078125  0.585938  0.949324  0.667482
0.0078125  0.601562  0.922962  0.653866
0.0078125  0.617188  0.761548  0.566193
0.0078125  0.632812  0.650719  0.501211
0.0078125  0.648438  0.609619  0.475998
0.0078125  0.664062  0.508494  0.411112
0.0078125  0.679688  0.389155  0.328696
0.0078125  0.695312  0.276559  0.244168
0.0078125  0.710938  0.250754  0.223746
0.0078125  0.726562  0.291604  0.255885
0.0078125  0.742188  0.502597  0.407195
0.0078125  0.757812  0.578655  0.456573
0.0078125  0.773438  0.570151  0.451171
0.0078125  0.789062  0.667789  0.511499
0.0078125  0.804688  0.682695  0.520396
0.0078125  0.820312  0.860252  0.620712
0.0078125  0.835938  0.825886  0.602066
0.0078125  0.851562  0.530778  0.425776
0.0078125  0.867188  0.425764  0.354707
0.0078125  0.882812  0.363132  0.309785
0.0078125  0.898438  0.368028  0.31337
0.0078125  0.914062  0.357186  0.305414
0.0078125  0.929688  0.391989  0.330734
0.0078125  0.945312  0.4859  0.396021
0.0078125  0.960938  0.588252  0.462634
0.0078125  0.976562  0.59771  0.468571
0.0078125  0.992188  0.620269  0.482592

0.0234375  0.0078125  0.415933  0.347789
0.0234375  0.0234375  0.419147  0.350056
0.0234375  0.0390625  0.550888  0.438828
0.0234375  0.0546875  0.588104  0.462541
0.0234375  0.0703125  0.624289  0.48507
0.0234375  0.0859375  0.714158  0.538922
0.0234375  0.101562  0.694702  0.527507
0.0234375  0.117188  0.707689  0.535141
0.0234375  0.132812  0.891378  0.637306
0.0234375  0.148438  1.1406  0.761084
0.0234375  0.164062  1.26021  0.81546
0.0234375  0.179688  1.35142  0.855019
0.0234375  0.195312  1.48636  0.910819
0.0234375  0.210938  1.50032  0.916421
0.0234375  0.226562  1.60468  0.957311
0.0234375  0.242188  1.51354  0.921694
0.0234375  0.257812  1.27308  0.821135
0.0234375  0.273438  1.36305  0.859953
0.0234375  0.289062  1.62905  0.966624
0.0234375  0.304688  3.18497  1.4315
0.0234375  0.320312  6.37137  1.9976
0.0234375  0.335938  2.01494  1.10358
0.0234375  0.351562  0.9283  0.656639
0.0234375  0.367188  1.04338  0.714606
0.0234375  0.382812  1.03475  0.710371
0.0234375  0.398438  0.954896  0.670337
0.0234375  0.414062  0.905987  0.645
0.0234375  0.429688  0.876948  0.629647
0.0234375  0.445312  0.877449  0.629914
0.0234375  0.460938  0.867949  0.624841
0.0234375  0.476562  0.837783  0.60856
0.0234375  0.492188  0.804828  0.590465
0.0234375  0.507812  0.794391  0.584666
0.0234375  0.523438  0.693802  0.526975
0.0234375  0.539062  0.607534  0.474701
0.0234375  0.554688  0.630077  0.488627
0.0234375  0.570312  0.720937  0.542869
0.0234375  0.585938  0.804006  0.59001
0.0234375  0.601562  0.660396  0.507056
