# step = 320, a = 0.455497, z = 1.1954
# x  y  rho  log2rho
0.0078125  0.0078125  0.603033  0.471897
0.0078125  0.0234375  0.574719  0.454077
0.0078125  0.0390625  0.657232  0.505149
0.0078125  0.0546875  0.717489  0.540863
0.0078125  0.0703125  0.683337  0.520778
0.0078125  0.0859375  0.687741  0.523391
0.0078125  0.101562  0.670255  0.512976
0.0078125  0.117188  0.691081  0.525368
0.0078125  0.132812  0.835236  0.607173
0.0078125  0.148438  1.19095  0.784336
0.0078125  0.164062  1.32499  0.843715
0.0078125  0.179688  1.38149  0.867725
0.0078125  0.195312  1.09907  0.741492
0.0078125  0.210938  0.793743  0.584304
0.0078125  0.226562  0.857571  0.61927
0.0078125  0.242188  1.04132  0.713595
0.0078125  0.257812  1.14274  0.762086
0.0078125  0.273438  1.23945  0.806232
0.0078125  0.289062  1.45345  0.897496
0.0078125  0.304688  1.65857  0.977789
0.0078125  0.320312  2.50973  1.25554
0.0078125  0.335938  1.20413  0.790332
0.0078125  0.351562  1.04809  0.716908
0.0078125  0.367188  1.00029  0.69329
0.0078125  0.382812  0.961338  0.673627
0.0078125  0.398438  0.934917  0.660064
0.0078125  0.414062  0.913754  0.649067
0.0078125  0.429688  0.879926  0.631233
0.0078125  0.445312  0.856429  0.618655
0.0078125  0.460938  0.815122  0.596152
0.0078125  0.476562  0.766366  0.568924
0.0078125  0.492188  0.738875  0.553238
0.0078125  0.507812  0.767543  0.56959
0.0078125  0.523438  0.73353  0.55016
0.0078125  0.539062  0.670121  0.512896
0.0078125  0.554688  0.655653  0.504195
0.0078125  0.570312  0.82736  0.602872
0.0078125  0.585938  0.967701  0.676866
0.0078125  0.601562  1.01398  0.700112
0.0078125  0.617188  0.910703  0.647471
0.0078125  0.632812  0.806876  0.591599
0.0078125  0.648438  0.668311  0.511812
0.0078125  0.664062  0.526343  0.422875
0.0078125  0.679688  0.386861  0.327043
0.0078125  0.695312  0.252315  0.224994
0.0078125  0.710938  0.208695  0.189542
0.0078125  0.726562  0.209395  0.19012
0.0078125  0.742188  0.37522  0.318614
0.0078125  0.757812  0.507896  0.410715
0.0078125  0.773438  0.561736  0.445798
0.0078125  0.789062  0.691614  0.525683
0.0078125  0.804688  0.749688  0.559437
0.0078125  0.820312  0.957083  0.671455
0.0078125  0.835938  1.03263  0.70933
0.0078125  0.851562  0.642959  0.496499
0.0078125  0.867188  0.484161  0.39485
0.0078125  0.882812  0.342368  0.294435
0.0078125  0.898438  0.323354  0.280169
0.0078125  0.914062  0.345523  0.296782
0.0078125  0.929688  0.493244  0.400951
0.0078125  0.945312  0.590168  0.46384
0.0078125  0.960938  0.627501  0.487046
0.0078125  0.976562  0.617405  0.480823
0.0078125  0.992188  0.635342  0.491852

0.0234375  0.0078125  0.415288  0.347333
0.0234375  0.0234375  0.444141  0.367514
0.0234375  0.0390625  0.594508  0.466565
0.0234375  0.0546875  0.620725  0.482874
0.0234375  0.0703125  0.596966  0.468105
