# D = 15
# z-slab average, thickness = 8 cells
# x  y  delta_avg
0.00390625  0.00390625  -0.637011
0.00390625  0.0117188  -0.62329
0.00390625  0.0195312  -0.641027
0.00390625  0.0273438  -0.669471
0.00390625  0.0351562  -0.364099
0.00390625  0.0429688  -0.317788
0.00390625  0.0507812  -0.0823864
0.00390625  0.0585938  0.221629
0.00390625  0.0664062  0.212058
0.00390625  0.0742188  -0.452971
0.00390625  0.0820312  -0.31285
0.00390625  0.0898438  0.584139
0.00390625  0.0976562  1.30026
0.00390625  0.105469  1.50467
0.00390625  0.113281  0.815189
0.00390625  0.121094  0.561077
0.00390625  0.128906  0.320055
0.00390625  0.136719  1.37404
0.00390625  0.144531  0.993015
0.00390625  0.152344  0.675045
0.00390625  0.160156  0.903256
0.00390625  0.167969  0.0294004
0.00390625  0.175781  -0.296134
0.00390625  0.183594  -0.358717
0.00390625  0.191406  -0.571561
0.00390625  0.199219  -0.728239
0.00390625  0.207031  -0.754902
0.00390625  0.214844  -0.632113
0.00390625  0.222656  -0.499316
0.00390625  0.230469  -0.419657
0.00390625  0.238281  -0.243253
0.00390625  0.246094  0.00623813
0.00390625  0.253906  -0.0428243
0.00390625  0.261719  -0.512816
0.00390625  0.269531  -0.761688
0.00390625  0.277344  -0.837089
0.00390625  0.285156  -0.565373
0.00390625  0.292969  -0.22084
0.00390625  0.300781  -0.0635569
0.00390625  0.308594  -0.361385
0.00390625  0.316406  -0.292851
0.00390625  0.324219  -0.151341
0.00390625  0.332031  -0.277019
0.00390625  0.339844  -0.687197
0.00390625  0.347656  -0.964619
0.00390625  0.355469  -0.917094
0.00390625  0.363281  -0.922173
0.00390625  0.371094  -0.882831
0.00390625  0.378906  -0.924293
0.00390625  0.386719  -0.849444
0.00390625  0.394531  -0.710082
0.00390625  0.402344  -0.641987
0.00390625  0.410156  -0.743787
0.00390625  0.417969  -0.704393
0.00390625  0.425781  -0.470816
0.00390625  0.433594  -0.582512
0.00390625  0.441406  -0.607484
0.00390625  0.449219  -0.811194
0.00390625  0.457031  -0.860477
0.00390625  0.464844  -0.685363
0.00390625  0.472656  -0.671769
0.00390625  0.480469  -0.686616
0.00390625  0.488281  -0.818852
0.00390625  0.496094  -0.566991
0.00390625  0.503906  -0.700528
0.00390625  0.511719  -0.860329
0.00390625  0.519531  -0.22171
0.00390625  0.527344  -0.217621
0.00390625  0.535156  -0.542965
0.00390625  0.542969  -0.0868482
0.00390625  0.550781  -0.302537
0.00390625  0.558594  -0.665311
0.00390625  0.566406  -0.617121
