# step = 40, time = 0.0295752, G_eff = 0, N = 64, iz = 32
# x  y  rho  V
0.0078125  0.0078125  0.997207  8.99707e-05
0.0078125  0.0234375  0.997238  8.95687e-05
0.0078125  0.0390625  0.997294  8.87664e-05
0.0078125  0.0546875  0.99738  8.75691e-05
0.0078125  0.0703125  0.997502  8.59879e-05
0.0078125  0.0859375  0.997642  8.40391e-05
0.0078125  0.101562  0.997788  8.17393e-05
0.0078125  0.117188  0.997969  7.91054e-05
0.0078125  0.132812  0.998239  7.6161e-05
0.0078125  0.148438  0.998624  7.29454e-05
0.0078125  0.164062  0.999089  6.95165e-05
0.0078125  0.179688  0.999543  6.59443e-05
0.0078125  0.195312  0.999875  6.22981e-05
0.0078125  0.210938  0.999999  5.86323e-05
0.0078125  0.226562  0.999886  5.49764e-05
0.0078125  0.242188  0.99958  5.13365e-05
0.0078125  0.257812  0.99917  4.77052e-05
0.0078125  0.273438  0.998749  4.40784e-05
0.0078125  0.289062  0.998363  4.04676e-05
0.0078125  0.304688  0.997994  3.69018e-05
0.0078125  0.320312  0.997592  3.3419e-05
0.0078125  0.335938  0.997133  3.00536e-05
0.0078125  0.351562  0.99664  2.68319e-05
0.0078125  0.367188  0.996187  2.37765e-05
0.0078125  0.382812  0.995833  2.09179e-05
0.0078125  0.398438  0.995569  1.82993e-05
0.0078125  0.414062  0.995341  1.59682e-05
0.0078125  0.429688  0.995122  1.39645e-05
0.0078125  0.445312  0.994935  1.23183e-05
0.0078125  0.460938  0.994807  1.10554e-05
0.0078125  0.476562  0.994737  1.01987e-05
0.0078125  0.492188  0.994707  9.76583e-06
0.0078125  0.507812  0.994707  9.76583e-06
0.0078125  0.523438  0.994737  1.01987e-05
0.0078125  0.539062  0.994807  1.10554e-05
0.0078125  0.554688  0.994935  1.23183e-05
0.0078125  0.570312  0.995122  1.39645e-05
0.0078125  0.585938  0.995341  1.59682e-05
0.0078125  0.601562  0.995569  1.82993e-05
0.0078125  0.617188  0.995833  2.09179e-05
0.0078125  0.632812  0.996187  2.37765e-05
0.0078125  0.648438  0.99664  2.68319e-05
0.0078125  0.664062  0.997133  3.00536e-05
0.0078125  0.679688  0.997592  3.3419e-05
0.0078125  0.695312  0.997994  3.69018e-05
0.0078125  0.710938  0.998363  4.04676e-05
0.0078125  0.726562  0.998749  4.40784e-05
0.0078125  0.742188  0.99917  4.77052e-05
0.0078125  0.757812  0.99958  5.13365e-05
0.0078125  0.773438  0.999886  5.49764e-05
0.0078125  0.789062  0.999999  5.86323e-05
0.0078125  0.804688  0.999875  6.22981e-05
0.0078125  0.820312  0.999543  6.59443e-05
0.0078125  0.835938  0.999089  6.95165e-05
0.0078125  0.851562  0.998624  7.29454e-05
0.0078125  0.867188  0.998239  7.6161e-05
0.0078125  0.882812  0.997969  7.91054e-05
0.0078125  0.898438  0.997788  8.17393e-05
0.0078125  0.914062  0.997642  8.40391e-05
0.0078125  0.929688  0.997502  8.59879e-05
0.0078125  0.945312  0.99738  8.75691e-05
0.0078125  0.960938  0.997294  8.87664e-05
0.0078125  0.976562  0.997238  8.95687e-05
0.0078125  0.992188  0.997207  8.99707e-05

0.0234375  0.0078125  0.997238  8.95687e-05
0.0234375  0.0234375  0.997295  8.91511e-05
0.0234375  0.0390625  0.997385  8.8325e-05
0.0234375  0.0546875  0.997487  8.71058e-05
0.0234375  0.0703125  0.997594  8.55114e-05
0.0234375  0.0859375  0.997705  8.35594e-05
0.0234375  0.101562  0.997838  8.12668e-05
0.0234375  0.117188  0.998021  7.86518e-05
0.0234375  0.132812  0.998283  7.57395e-05
0.0234375  0.148438  0.998623  7.2567e-05
0.0234375  0.164062  0.999001  6.91847e-05
0.0234375  0.179688  0.999342  6.56513e-05
0.0234375  0.195312  0.999563  6.20245e-05
0.0234375  0.210938  0.999601  5.83504e-05
0.0234375  0.226562  0.999444  5.46557e-05
0.0234375  0.242188  0.99913  5.09488e-05
0.0234375  0.257812  0.998738  4.72283e-05
0.0234375  0.273438  0.998344  4.34953e-05
0.0234375  0.289062  0.997988  3.97644e-05
