# step = 400, time = 1, G_eff = 0, N = 64, iz = 32
# x  y  rho  V
0.0078125  0.0078125  0.860179  0.00271803
0.0078125  0.0234375  0.860851  0.0026984
0.0078125  0.0390625  0.862257  0.00265932
0.0078125  0.0546875  0.864471  0.00260118
0.0078125  0.0703125  0.867518  0.00252456
0.0078125  0.0859375  0.871377  0.00243024
0.0078125  0.101562  0.876021  0.00231921
0.0078125  0.117188  0.881429  0.0021926
0.0078125  0.132812  0.887569  0.00205175
0.0078125  0.148438  0.894401  0.00189812
0.0078125  0.164062  0.901872  0.00173333
0.0078125  0.179688  0.909894  0.00155917
0.0078125  0.195312  0.918346  0.00137753
0.0078125  0.210938  0.927075  0.00119041
0.0078125  0.226562  0.93589  0.000999894
0.0078125  0.242188  0.944564  0.000808082
0.0078125  0.257812  0.952859  0.000617084
0.0078125  0.273438  0.96056  0.000428949
0.0078125  0.289062  0.967512  0.000245623
0.0078125  0.304688  0.973641  6.89069e-05
0.0078125  0.320312  0.978962  -9.957e-05
0.0078125  0.335938  0.983529  -0.000258356
0.0078125  0.351562  0.98738  -0.000406178
0.0078125  0.367188  0.990538  -0.000541934
0.0078125  0.382812  0.993055  -0.00066469
0.0078125  0.398438  0.995015  -0.000773663
0.0078125  0.414062  0.996501  -0.000868198
0.0078125  0.429688  0.997585  -0.000947758
0.0078125  0.445312  0.998353  -0.00101191
0.0078125  0.460938  0.998899  -0.00106032
0.0078125  0.476562  0.999276  -0.00109274
0.0078125  0.492188  0.999478  -0.001109
0.0078125  0.507812  0.999478  -0.001109
0.0078125  0.523438  0.999276  -0.00109274
0.0078125  0.539062  0.998899  -0.00106032
0.0078125  0.554688  0.998353  -0.00101191
0.0078125  0.570312  0.997585  -0.000947758
0.0078125  0.585938  0.996501  -0.000868198
0.0078125  0.601562  0.995015  -0.000773663
0.0078125  0.617188  0.993055  -0.00066469
0.0078125  0.632812  0.990538  -0.000541934
0.0078125  0.648438  0.98738  -0.000406178
0.0078125  0.664062  0.983529  -0.000258356
0.0078125  0.679688  0.978962  -9.957e-05
0.0078125  0.695312  0.973641  6.89069e-05
0.0078125  0.710938  0.967512  0.000245623
0.0078125  0.726562  0.96056  0.000428949
