# step = 260, time = 0.254308, G_eff = 0, N = 64, iz = 32
# x  y  rho  V
0.0078125  0.0078125  0.958494  0.000731413
0.0078125  0.0234375  0.95887  0.000725716
0.0078125  0.0390625  0.959617  0.000714401
0.0078125  0.0546875  0.960719  0.00069763
0.0078125  0.0703125  0.962149  0.000675642
0.0078125  0.0859375  0.963871  0.000648744
0.0078125  0.101562  0.965846  0.000617308
0.0078125  0.117188  0.968034  0.00058176
0.0078125  0.132812  0.970391  0.000542572
0.0078125  0.148438  0.972858  0.000500257
0.0078125  0.164062  0.97535  0.000455358
0.0078125  0.179688  0.977763  0.000408439
0.0078125  0.195312  0.980002  0.000360065
0.0078125  0.210938  0.982038  0.000310783
0.0078125  0.226562  0.98391  0.000261114
0.0078125  0.242188  0.98568  0.000211558
0.0078125  0.257812  0.987362  0.000162604
0.0078125  0.273438  0.988919  0.000114725
0.0078125  0.289062  0.99028  6.83674e-05
0.0078125  0.304688  0.991392  2.39283e-05
0.0078125  0.320312  0.992262  -1.82588e-05
0.0078125  0.335938  0.992966  -5.79245e-05
0.0078125  0.351562  0.993604  -9.48481e-05
0.0078125  0.367188  0.994259  -0.000128836
0.0078125  0.382812  0.994984  -0.000159705
0.0078125  0.398438  0.99579  -0.000187264
0.0078125  0.414062  0.996624  -0.000211319
0.0078125  0.429688  0.997399  -0.000231678
0.0078125  0.445312  0.998048  -0.000248169
0.0078125  0.460938  0.998553  -0.000260656
0.0078125  0.476562  0.998908  -0.000269038
0.0078125  0.492188  0.999096  -0.000273246
0.0078125  0.507812  0.999096  -0.000273246
0.0078125  0.523438  0.998908  -0.000269038
0.0078125  0.539062  0.998553  -0.000260656
0.0078125  0.554688  0.998048  -0.000248169
0.0078125  0.570312  0.997399  -0.000231678
0.0078125  0.585938  0.996624  -0.000211319
0.0078125  0.601562  0.99579  -0.000187264
0.0078125  0.617188  0.994984  -0.000159705
0.0078125  0.632812  0.994259  -0.000128836
0.0078125  0.648438  0.993604  -9.48481e-05
0.0078125  0.664062  0.992966  -5.79245e-05
0.0078125  0.679688  0.992262  -1.82588e-05
0.0078125  0.695312  0.991392  2.39283e-05
0.0078125  0.710938  0.99028  6.83674e-05
0.0078125  0.726562  0.988919  0.000114725
0.0078125  0.742188  0.987362  0.000162604
0.0078125  0.757812  0.98568  0.000211558
0.0078125  0.773438  0.98391  0.000261114
0.0078125  0.789062  0.982038  0.000310783
0.0078125  0.804688  0.980002  0.000360065
0.0078125  0.820312  0.977763  0.000408439
0.0078125  0.835938  0.97535  0.000455358
0.0078125  0.851562  0.972858  0.000500257
0.0078125  0.867188  0.970391  0.000542572
0.0078125  0.882812  0.968034  0.00058176
0.0078125  0.898438  0.965846  0.000617308
0.0078125  0.914062  0.963871  0.000648744
0.0078125  0.929688  0.962149  0.000675642
0.0078125  0.945312  0.960719  0.00069763
0.0078125  0.960938  0.959617  0.000714401
0.0078125  0.976562  0.95887  0.000725716
0.0078125  0.992188  0.958494  0.000731413

0.0234375  0.0078125  0.95887  0.000725716
0.0234375  0.0234375  0.959245  0.000720006
0.0234375  0.0390625  0.959991  0.000708668
0.0234375  0.0546875  0.961093  0.000691862
0.0234375  0.0703125  0.962525  0.000669826
0.0234375  0.0859375  0.96425  0.000642869
0.0234375  0.101562  0.966222  0.000611365
0.0234375  0.117188  0.968396  0.000575739
0.0234375  0.132812  0.97073  0.000536463
0.0234375  0.148438  0.973172  0.00049405
0.0234375  0.164062  0.975644  0.000449044
0.0234375  0.179688  0.978048  0.000402007
0.0234375  0.195312  0.980288  0.000353505
0.0234375  0.210938  0.982324  0.000304087
0.0234375  0.226562  0.984193  0.000254277
0.0234375  0.242188  0.985957  0.000204576
0.0234375  0.257812  0.987639  0.000155474
0.0234375  0.273438  0.989199  0.000107447
0.0234375  0.289062  0.990561  6.09439e-05
0.0234375  0.304688  0.991664  1.63642e-05
0.0234375  0.320312  0.992515  -2.59578e-05
0.0234375  0.335938  0.9932  -6.57537e-05
0.0234375  0.351562  0.993839  -0.000102804
0.0234375  0.367188  0.994522  -0.000136916
0.0234375  0.382812  0.995292  -0.000167902
0.0234375  0.398438  0.996147  -0.000195569
0.0234375  0.414062  0.99703  -0.000219719
0.0234375  0.429688  0.997847  -0.000240157
0.0234375  0.445312  0.998519  -0.00025671
0.0234375  0.460938  0.999027  -0.000269241
0.0234375  0.476562  0.999374  -0.000277649
0.0234375  0.492188  0.999554  -0.00028187
0.0234375  0.507812  0.999554  -0.00028187
0.0234375  0.523438  0.999374  -0.000277649
0.0234375  0.539062  0.999027  -0.000269241
0.0234375  0.554688  0.998519  -0.00025671
0.0234375  0.570312  0.997847  -0.000240157
0.0234375  0.585938  0.99703  -0.000219719
0.0234375  0.601562  0.996147  -0.000195569
0.0234375  0.617188  0.995292  -0.000167902
