# step = 80, time = 0.0437345, G_eff = 0, N = 64, iz = 32
# x  y  rho  V
0.0078125  0.0078125  1.00273  0.000109084
0.0078125  0.0234375  1.00231  0.000109308
0.0078125  0.0390625  1.00143  0.000109712
0.0078125  0.0546875  1.00015  0.000110192
0.0078125  0.0703125  0.998644  0.0001106
0.0078125  0.0859375  0.997119  0.000110761
0.0078125  0.101562  0.995714  0.000110514
0.0078125  0.117188  0.99446  0.000109729
0.0078125  0.132812  0.99334  0.00010831
0.0078125  0.148438  0.992359  0.000106187
0.0078125  0.164062  0.99158  0.000103304
0.0078125  0.179688  0.991093  9.96325e-05
0.0078125  0.195312  0.990962  9.51801e-05
0.0078125  0.210938  0.99118  9.00024e-05
0.0078125  0.226562  0.991659  8.42046e-05
0.0078125  0.242188  0.992273  7.79289e-05
0.0078125  0.257812  0.992914  7.1333e-05
0.0078125  0.273438  0.993514  6.45727e-05
0.0078125  0.289062  0.99402  5.77906e-05
0.0078125  0.304688  0.99437  5.11116e-05
0.0078125  0.320312  0.994523  4.46368e-05
0.0078125  0.335938  0.994493  3.84379e-05
0.0078125  0.351562  0.994339  3.25604e-05
0.0078125  0.367188  0.994107  2.70357e-05
0.0078125  0.382812  0.993843  2.18897e-05
0.0078125  0.398438  0.993655  1.71458e-05
0.0078125  0.414062  0.993675  1.28338e-05
0.0078125  0.429688  0.99396  9.00507e-06
0.0078125  0.445312  0.994449  5.74385e-06
0.0078125  0.460938  0.994998  3.15871e-06
0.0078125  0.476562  0.995455  1.36004e-06
0.0078125  0.492188  0.99571  4.36189e-07
0.0078125  0.507812  0.99571  4.36189e-07
0.0078125  0.523438  0.995455  1.36004e-06
0.0078125  0.539062  0.994998  3.15871e-06
0.0078125  0.554688  0.994449  5.74385e-06
0.0078125  0.570312  0.99396  9.00507e-06
0.0078125  0.585938  0.993675  1.28338e-05
0.0078125  0.601562  0.993655  1.71458e-05
0.0078125  0.617188  0.993843  2.18897e-05
0.0078125  0.632812  0.994107  2.70357e-05
0.0078125  0.648438  0.994339  3.25604e-05
0.0078125  0.664062  0.994493  3.84379e-05
0.0078125  0.679688  0.994523  4.46368e-05
0.0078125  0.695312  0.99437  5.11116e-05
0.0078125  0.710938  0.99402  5.77906e-05
0.0078125  0.726562  0.993514  6.45727e-05
0.0078125  0.742188  0.992914  7.1333e-05
0.0078125  0.757812  0.992273  7.79289e-05
0.0078125  0.773438  0.991659  8.42046e-05
0.0078125  0.789062  0.99118  9.00024e-05
0.0078125  0.804688  0.990962  9.51801e-05
0.0078125  0.820312  0.991093  9.96325e-05
0.0078125  0.835938  0.99158  0.000103304
0.0078125  0.851562  0.992359  0.000106187
0.0078125  0.867188  0.99334  0.00010831
0.0078125  0.882812  0.99446  0.000109729
0.0078125  0.898438  0.995714  0.000110514
0.0078125  0.914062  0.997119  0.000110761
0.0078125  0.929688  0.998644  0.0001106
0.0078125  0.945312  1.00015  0.000110192
0.0078125  0.960938  1.00143  0.000109712
0.0078125  0.976562  1.00231  0.000109308
0.0078125  0.992188  1.00273  0.000109084

0.0234375  0.0078125  1.00231  0.000109308
0.0234375  0.0234375  1.00192  0.000109477
0.0234375  0.0390625  1.00112  0.000109773
0.0234375  0.0546875  0.999935  0.000110102
0.0234375  0.0703125  0.998541  0.000110327
0.0234375  0.0859375  0.997124  0.000110287
0.0234375  0.101562  0.995806  0.000109833
0.0234375  0.117188  0.994619  0.000108843
0.0234375  0.132812  0.993557  0.000107226
0.0234375  0.148438  0.992634  0.000104913
0.0234375  0.164062  0.991911  0.000101856
0.0234375  0.179688  0.991467  9.80292e-05
0.0234375  0.195312  0.991352  9.34451e-05
0.0234375  0.210938  0.991551  8.81608e-05
0.0234375  0.226562  0.991982  8.22793e-05
0.0234375  0.242188  0.992529  7.59366e-05
0.0234375  0.257812  0.993094  6.92827e-05
0.0234375  0.273438  0.993617  6.2465e-05
0.0234375  0.289062  0.994049  5.56198e-05
0.0234375  0.304688  0.99434  4.88676e-05
0.0234375  0.320312  0.994456  4.23084e-05
0.0234375  0.335938  0.994414  3.60167e-05
0.0234375  0.351562  0.994267  3.00436e-05
0.0234375  0.367188  0.994058  2.44263e-05
0.0234375  0.382812  0.993831  1.91956e-05
0.0234375  0.398438  0.993678  1.43792e-05
0.0234375  0.414062  0.993714  1.00103e-05
0.0234375  0.429688  0.993985  6.14225e-06
0.0234375  0.445312  0.994434  2.85784e-06
0.0234375  0.460938  0.994936  2.61591e-07
0.0234375  0.476562  0.995352  -1.541e-06
0.0234375  0.492188  0.995584  -2.46566e-06
0.0234375  0.507812  0.995584  -2.46566e-06
0.0234375  0.523438  0.995352  -1.541e-06
0.0234375  0.539062  0.994936  2.61591e-07
0.0234375  0.554688  0.994434  2.85784e-06
0.0234375  0.570312  0.993985  6.14225e-06
0.0234375  0.585938  0.993714  1.00103e-05
0.0234375  0.601562  0.993678  1.43792e-05
0.0234375  0.617188  0.993831  1.91956e-05
0.0234375  0.632812  0.994058  2.44263e-05
0.0234375  0.648438  0.994267  3.00436e-05
0.0234375  0.664062  0.994414  3.60167e-05
0.0234375  0.679688  0.994456  4.23084e-05
0.0234375  0.695312  0.99434  4.88676e-05
0.0234375  0.710938  0.994049  5.56198e-05
0.0234375  0.726562  0.993617  6.2465e-05
0.0234375  0.742188  0.993094  6.92827e-05
