# step = 125, time = 0.0125, G_eff = 5000, N = 64, iz = 32
# x  y  rho  V
0.0078125  0.0078125  0.999215  0.00146937
0.0078125  0.0234375  0.996749  0.00146887
0.0078125  0.0390625  0.991205  0.00146765
0.0078125  0.0546875  0.982146  0.00146511
0.0078125  0.0703125  0.970287  0.00146019
0.0078125  0.0859375  0.957594  0.00145143
0.0078125  0.101562  0.946294  0.00143725
0.0078125  0.117188  0.937765  0.00141635
0.0078125  0.132812  0.932121  0.00138786
0.0078125  0.148438  0.928666  0.00135143
0.0078125  0.164062  0.926716  0.00130705
0.0078125  0.179688  0.92581  0.00125499
0.0078125  0.195312  0.925376  0.00119576
0.0078125  0.210938  0.924894  0.00113
0.0078125  0.226562  0.924548  0.00105834
0.0078125  0.242188  0.925203  0.000981464
0.0078125  0.257812  0.927446  0.000900298
0.0078125  0.273438  0.930869  0.000816136
0.0078125  0.289062  0.93447  0.000730587
0.0078125  0.304688  0.937484  0.00064535
0.0078125  0.320312  0.939725  0.000562002
0.0078125  0.335938  0.941327  0.000481886
0.0078125  0.351562  0.942321  0.000406095
0.0078125  0.367188  0.942456  0.000335511
0.0078125  0.382812  0.94142  0.000270825
0.0078125  0.398438  0.939233  0.000212545
0.0078125  0.414062  0.936498  0.000161029
0.0078125  0.429688  0.934231  0.00011659
0.0078125  0.445312  0.933292  7.96465e-05
0.0078125  0.460938  0.93384  5.08287e-05
0.0078125  0.476562  0.935202  3.09386e-05
0.0078125  0.492188  0.936287  2.07523e-05
0.0078125  0.507812  0.936287  2.07523e-05
0.0078125  0.523438  0.935202  3.09386e-05
0.0078125  0.539062  0.93384  5.08287e-05
0.0078125  0.554688  0.933292  7.96465e-05
0.0078125  0.570312  0.934231  0.00011659
0.0078125  0.585938  0.936498  0.000161029
0.0078125  0.601562  0.939233  0.000212545
0.0078125  0.617188  0.94142  0.000270825
0.0078125  0.632812  0.942456  0.000335511
0.0078125  0.648438  0.942321  0.000406095
0.0078125  0.664062  0.941327  0.000481886
0.0078125  0.679688  0.939725  0.000562002
0.0078125  0.695312  0.937484  0.00064535
0.0078125  0.710938  0.93447  0.000730587
0.0078125  0.726562  0.930869  0.000816136
0.0078125  0.742188  0.927446  0.000900298
0.0078125  0.757812  0.925203  0.000981464
0.0078125  0.773438  0.924548  0.00105834
0.0078125  0.789062  0.924894  0.00113
0.0078125  0.804688  0.925376  0.00119576
0.0078125  0.820312  0.92581  0.00125499
0.0078125  0.835938  0.926716  0.00130705
0.0078125  0.851562  0.928666  0.00135143
0.0078125  0.867188  0.932121  0.00138786
0.0078125  0.882812  0.937765  0.00141635
0.0078125  0.898438  0.946294  0.00143725
0.0078125  0.914062  0.957594  0.00145143
0.0078125  0.929688  0.970287  0.00146019
0.0078125  0.945312  0.982146  0.00146511
0.0078125  0.960938  0.991205  0.00146765
0.0078125  0.976562  0.996749  0.00146887
0.0078125  0.992188  0.999215  0.00146937

0.0234375  0.0078125  0.996749  0.00146887
0.0234375  0.0234375  0.99461  0.00146781
0.0234375  0.0390625  0.989671  0.0014655
0.0234375  0.0546875  0.981411  0.00146145
0.0234375  0.0703125  0.970438  0.00145472
0.0234375  0.0859375  0.9586  0.00144399
0.0234375  0.101562  0.948001  0.00142785
0.0234375  0.117188  0.939911  0.00140508
0.0234375  0.132812  0.934344  0.00137492
0.0234375  0.148438  0.930559  0.00133704
0.0234375  0.164062  0.927982  0.0012914
0.0234375  0.179688  0.92642  0.00123822
0.0234375  0.195312  0.925537  0.00117794
0.0234375  0.210938  0.924869  0.00111113
0.0234375  0.226562  0.924497  0.00103843
0.0234375  0.242188  0.925117  0.000960528
0.0234375  0.257812  0.927178  0.000878375
0.0234375  0.273438  0.930237  0.00079327
0.0234375  0.289062  0.93336  0.000706794
0.0234375  0.304688  0.935907  0.0006206
0.0234375  0.320312  0.937793  0.000536222
0.0234375  0.335938  0.939195  0.000454981
0.0234375  0.351562  0.940153  0.000377975
0.0234375  0.367188  0.94043  0.000306112
0.0234375  0.382812  0.939717  0.000240132
0.0234375  0.398438  0.937999  0.000180612
0.0234375  0.414062  0.935783  0.000127985
0.0234375  0.429688  0.933948  8.26346e-05
0.0234375  0.445312  0.933247  4.502e-05
0.0234375  0.460938  0.933817  1.57692e-05
0.0234375  0.476562  0.935069  -4.35747e-06
0.0234375  0.492188  0.936049  -1.46417e-05
0.0234375  0.507812  0.936049  -1.46417e-05
0.0234375  0.523438  0.935069  -4.35747e-06
0.0234375  0.539062  0.933817  1.57692e-05
0.0234375  0.554688  0.933247  4.502e-05
0.0234375  0.570312  0.933948  8.26346e-05
0.0234375  0.585938  0.935783  0.000127985
0.0234375  0.601562  0.937999  0.000180612
0.0234375  0.617188  0.939717  0.000240132
0.0234375  0.632812  0.94043  0.000306112
0.0234375  0.648438  0.940153  0.000377975
0.0234375  0.664062  0.939195  0.000454981
0.0234375  0.679688  0.937793  0.000536222
0.0234375  0.695312  0.935907  0.0006206
0.0234375  0.710938  0.93336  0.000706794
0.0234375  0.726562  0.930237  0.00079327
0.0234375  0.742188  0.927178  0.000878375
0.0234375  0.757812  0.925117  0.000960528
0.0234375  0.773438  0.924497  0.00103843
0.0234375  0.789062  0.924869  0.00111113
0.0234375  0.804688  0.925537  0.00117794
0.0234375  0.820312  0.92642  0.00123822
0.0234375  0.835938  0.927982  0.0012914
0.0234375  0.851562  0.930559  0.00133704
0.0234375  0.867188  0.934344  0.00137492
