# step = 50, time = 0.005, G_eff = 5000, N = 64, iz = 32
# x  y  rho  V
0.0078125  0.0078125  0.982909  0.000903786
0.0078125  0.0234375  0.981699  0.000900641
0.0078125  0.0390625  0.979681  0.000894238
0.0078125  0.0546875  0.977421  0.000884412
0.0078125  0.0703125  0.975389  0.00087102
0.0078125  0.0859375  0.973844  0.000853994
0.0078125  0.101562  0.972797  0.000833358
0.0078125  0.117188  0.972106  0.000809205
0.0078125  0.132812  0.971743  0.000781653
0.0078125  0.148438  0.971975  0.000750841
0.0078125  0.164062  0.973253  0.00071696
0.0078125  0.179688  0.975856  0.000680325
0.0078125  0.195312  0.979563  0.000641418
0.0078125  0.210938  0.983657  0.000600842
0.0078125  0.226562  0.98727  0.000559225
0.0078125  0.242188  0.989897  0.000517105
0.0078125  0.257812  0.991633  0.000474905
0.0078125  0.273438  0.992839  0.00043299
0.0078125  0.289062  0.993565  0.000391743
0.0078125  0.304688  0.993555  0.000351553
0.0078125  0.320312  0.992729  0.000312768
0.0078125  0.335938  0.99134  0.000275691
0.0078125  0.351562  0.989667  0.00024062
0.0078125  0.367188  0.987836  0.000207866
0.0078125  0.382812  0.98591  0.000177741
0.0078125  0.398438  0.98399  0.000150553
0.0078125  0.414062  0.982195  0.000126595
0.0078125  0.429688  0.980607  0.000106145
0.0078125  0.445312  0.979279  8.94521e-05
0.0078125  0.460938  0.978248  7.67319e-05
0.0078125  0.476562  0.977545  6.81538e-05
0.0078125  0.492188  0.977189  6.38348e-05
0.0078125  0.507812  0.977189  6.38348e-05
0.0078125  0.523438  0.977545  6.81538e-05
0.0078125  0.539062  0.978248  7.67319e-05
0.0078125  0.554688  0.979279  8.94521e-05
0.0078125  0.570312  0.980607  0.000106145
0.0078125  0.585938  0.982195  0.000126595
0.0078125  0.601562  0.98399  0.000150553
0.0078125  0.617188  0.98591  0.000177741
0.0078125  0.632812  0.987836  0.000207866
0.0078125  0.648438  0.989667  0.00024062
0.0078125  0.664062  0.99134  0.000275691
0.0078125  0.679688  0.992729  0.000312768
0.0078125  0.695312  0.993555  0.000351553
0.0078125  0.710938  0.993565  0.000391743
0.0078125  0.726562  0.992839  0.00043299
0.0078125  0.742188  0.991633  0.000474905
0.0078125  0.757812  0.989897  0.000517105
0.0078125  0.773438  0.98727  0.000559225
0.0078125  0.789062  0.983657  0.000600842
0.0078125  0.804688  0.979563  0.000641418
0.0078125  0.820312  0.975856  0.000680325
0.0078125  0.835938  0.973253  0.00071696
0.0078125  0.851562  0.971975  0.000750841
0.0078125  0.867188  0.971743  0.000781653
0.0078125  0.882812  0.972106  0.000809205
0.0078125  0.898438  0.972797  0.000833358
0.0078125  0.914062  0.973844  0.000853994
0.0078125  0.929688  0.975389  0.00087102
0.0078125  0.945312  0.977421  0.000884412
0.0078125  0.960938  0.979681  0.000894238
0.0078125  0.976562  0.981699  0.000900641
0.0078125  0.992188  0.982909  0.000903786

0.0234375  0.0078125  0.981699  0.000900641
0.0234375  0.0234375  0.980735  0.00089738
0.0234375  0.0390625  0.979079  0.000890764
0.0234375  0.0546875  0.97719  0.000880645
0.0234375  0.0703125  0.975543  0.000866888
0.0234375  0.0859375  0.974419  0.000849433
0.0234375  0.101562  0.973811  0.00082832
0.0234375  0.117188  0.973578  0.000803675
0.0234375  0.132812  0.973674  0.000775676
0.0234375  0.148438  0.974233  0.000744532
0.0234375  0.164062  0.97549  0.000710495
0.0234375  0.179688  0.97759  0.000673897
0.0234375  0.195312  0.980366  0.000635174
