# step = 25, time = 0.0025, G_eff = 5000, N = 64, iz = 32
# x  y  rho  V
0.0078125  0.0078125  0.979751  0.000830743
0.0078125  0.0234375  0.979759  0.000827394
0.0078125  0.0390625  0.979768  0.000820718
0.0078125  0.0546875  0.979762  0.000810759
0.0078125  0.0703125  0.979736  0.000797583
0.0078125  0.0859375  0.979717  0.000781274
0.0078125  0.101562  0.979743  0.00076194
0.0078125  0.117188  0.979809  0.000739715
0.0078125  0.132812  0.979856  0.000714758
0.0078125  0.148438  0.979828  0.000687254
0.0078125  0.164062  0.979719  0.000657406
0.0078125  0.179688  0.979584  0.000625433
0.0078125  0.195312  0.979509  0.00059158
0.0078125  0.210938  0.979552  0.000556118
0.0078125  0.226562  0.979718  0.000519347
0.0078125  0.242188  0.979957  0.000481594
0.0078125  0.257812  0.980188  0.000443213
0.0078125  0.273438  0.980336  0.000404571
0.0078125  0.289062  0.980354  0.000366047
0.0078125  0.304688  0.980232  0.000328029
0.0078125  0.320312  0.979993  0.000290905
0.0078125  0.335938  0.97968  0.00025507
0.0078125  0.351562  0.979341  0.000220917
0.0078125  0.367188  0.979018  0.000188831
0.0078125  0.382812  0.978741  0.000159192
0.0078125  0.398438  0.978524  0.000132358
0.0078125  0.414062  0.97837  0.000108667
0.0078125  0.429688  0.978271  8.84222e-05
0.0078125  0.445312  0.978216  7.18897e-05
0.0078125  0.460938  0.978189  5.92901e-05
0.0078125  0.476562  0.97818  5.07935e-05
0.0078125  0.492188  0.978177  4.6516e-05
0.0078125  0.507812  0.978177  4.6516e-05
0.0078125  0.523438  0.97818  5.07935e-05
0.0078125  0.539062  0.978189  5.92901e-05
0.0078125  0.554688  0.978216  7.18897e-05
0.0078125  0.570312  0.978271  8.84222e-05
0.0078125  0.585938  0.97837  0.000108667
0.0078125  0.601562  0.978524  0.000132358
0.0078125  0.617188  0.978741  0.000159192
0.0078125  0.632812  0.979018  0.000188831
0.0078125  0.648438  0.979341  0.000220917
0.0078125  0.664062  0.97968  0.00025507
0.0078125  0.679688  0.979993  0.000290905
0.0078125  0.695312  0.980232  0.000328029
0.0078125  0.710938  0.980354  0.000366047
0.0078125  0.726562  0.980336  0.000404571
0.0078125  0.742188  0.980188  0.000443213
0.0078125  0.757812  0.979957  0.000481594
0.0078125  0.773438  0.979718  0.000519347
0.0078125  0.789062  0.979552  0.000556118
0.0078125  0.804688  0.979509  0.00059158
