# step = 16000, time = 0.16, G_eff = 0
# x  rho  phase  re  im  V
0.000976562  1.1889e-16  1.31228  2.78751e-09  1.05413e-08  0
0.00292969  1.22738e-16  1.29552  3.01137e-09  1.06616e-08  0
0.00488281  1.30814e-16  1.26304  3.4646e-09  1.09e-08  0
0.00683594  1.4391e-16  1.2169  4.15736e-09  1.12528e-08  0
0.00878906  1.63272e-16  1.15978  5.10525e-09  1.17136e-08  0
0.0107422  1.90711e-16  1.09469  6.32936e-09  1.2274e-08  0
0.0126953  2.28709e-16  1.02458  7.85587e-09  1.29226e-08  0
0.0146484  2.806e-16  0.951967  9.71702e-09  1.36448e-08  0
0.0166016  3.50795e-16  0.878786  1.1951e-08  1.44211e-08  0
0.0185547  4.4505e-16  0.806361  1.46013e-08  1.52267e-08  0
0.0205078  5.70946e-16  0.735475  1.7718e-08  1.60317e-08  0
0.0224609  7.38368e-16  0.666478  2.1358e-08  1.67989e-08  0
0.0244141  9.602e-16  0.599444  2.55845e-08  1.74824e-08  0
0.0263672  1.25328e-15  0.534287  3.04679e-08  1.80275e-08  0
0.0283203  1.63951e-15  0.470839  3.6085e-08  1.8368e-08  0
0.0302734  2.14733e-15  0.408888  4.25193e-08  1.8424e-08  0
0.0322266  2.81363e-15  0.348209  4.98603e-08  1.80993e-08  0
0.0341797  3.6863e-15  0.288604  5.82039e-08  1.72803e-08  0
0.0361328  4.82753e-15  0.229895  6.76524e-08  1.58329e-08  0
0.0380859  6.31787e-15  0.171927  7.83132e-08  1.35984e-08  0
0.0400391  8.26159e-15  0.114573  9.02974e-08  1.03911e-08  0
0.0419922  1.07939e-14  0.0577465  1.0372e-07  5.99615e-09  0
0.0439453  1.40894e-14  0.00136952  1.18699e-07  1.6256e-10  0
0.0458984  1.83739e-14  -0.0546233  1.35348e-07  -7.40053e-09  0
0.0478516  2.39392e-14  -0.110273  1.53783e-07  -1.70273e-08  0
0.0498047  3.11613e-14  -0.165613  1.7411e-07  -2.91015e-08  0
0.0517578  4.05249e-14  -0.220671  1.96426e-07  -4.40631e-08  0
0.0537109  5.26544e-14  -0.27546  2.20815e-07  -6.24122e-08  0
0.0556641  6.83529e-14  -0.329992  2.47338e-07  -8.47172e-08  0
0.0576172  8.86531e-14  -0.384278  2.76032e-07  -1.11622e-07  0
0.0595703  1.14881e-13  -0.438322  3.069e-07  -1.43854e-07  0
0.0615234  1.4874e-13  -0.49213  3.39901e-07  -1.8223e-07  0
0.0634766  1.92412e-13  -0.545703  3.7494e-07  -2.27667e-07  0
0.0654297  2.48691e-13  -0.599042  4.11856e-07  -2.81187e-07  0
0.0673828  3.21158e-13  -0.652146  4.5041e-07  -3.43931e-07  0
0.0693359  4.14385e-13  -0.705017  4.90264e-07  -4.17166e-07  0
0.0712891  5.3422e-13  -0.757655  5.30965e-07  -5.02291e-07  0
0.0732422  6.88121e-13  -0.81006  5.71924e-07  -6.00853e-07  0
0.0751953  8.85602e-13  -0.862232  6.12392e-07  -7.14548e-07  0
0.0771484  1.13878e-12  -0.914172  6.51431e-07  -8.45234e-07  0
0.0791016  1.46309e-12  -0.965877  6.87884e-07  -9.94939e-07  0
0.0810547  1.87814e-12  -1.01735  7.20343e-07  -1.16587e-06  0
0.0830078  2.40886e-12  -1.06858  7.47106e-07  -1.3604e-06  0
0.0849609  3.08688e-12  -1.11958  7.66136e-07  -1.58111e-06  0
0.0869141  3.95234e-12  -1.17034  7.7501e-07  -1.83076e-06  0
0.0888672  5.05605e-12  -1.22087  7.7087e-07  -2.1123e-06  0
0.0908203  6.46235e-12  -1.27116  7.50359e-07  -2.42885e-06  0
0.0927734  8.25261e-12  -1.32122  7.0956e-07  -2.78373e-06  0
0.0947266  1.05296e-11  -1.37103  6.43922e-07  -3.18041e-06  0
0.0966797  1.34231e-11  -1.42061  5.4818e-07  -3.62252e-06  0
0.0986328  1.70967e-11  -1.46995  4.16271e-07  -4.11381e-06  0
0.100586  2.17565e-11  -1.51905  2.4124e-07  -4.65815e-06  0
0.102539  2.76619e-11  -1.56792  1.51376e-08  -5.25944e-06  0
0.104492  3.51391e-11  -1.61654  -2.7109e-07  -5.92162e-06  0
0.106445  4.45976e-11  -1.66493  -6.27718e-07  -6.64858e-06  0
0.108398  5.65518e-11  -1.71308  -1.06637e-06  -7.4441e-06  0
0.110352  7.16461e-11  -1.76099  -1.60017e-06  -8.31177e-06  0
0.112305  9.06879e-11  -1.80866  -2.24386e-06  -9.25489e-06  0
0.114258  1.14687e-10  -1.85609  -3.01396e-06  -1.02764e-05  0
0.116211  1.44907e-10  -1.90328  -3.92898e-06  -1.13785e-05  0
0.118164  1.82925e-10  -1.95023  -5.00951e-06  -1.2563e-05  0
0.120117  2.30707e-10  -1.99693  -6.2785e-06  -1.38307e-05  0
0.12207  2.90706e-10  -2.0434  -7.76134e-06  -1.51811e-05  0
0.124023  3.65974e-10  -2.08963  -9.48616e-06  -1.66128e-05  0
0.125977  4.60309e-10  -2.13562  -1.1484e-05  -1.81226e-05  0
0.12793  5.7843e-10  -2.18136  -1.37889e-05  -1.97052e-05  0
0.129883  7.26193e-10  -2.22686  -1.64384e-05  -2.13535e-05  0
0.131836  9.10863e-10  -2.27213  -1.94735e-05  -2.30575e-05  0
0.133789  1.14144e-09  -2.31715  -2.29389e-05  -2.48041e-05  0
0.135742  1.42905e-09  -2.36192  -2.68833e-05  -2.65771e-05  0
0.137695  1.78747e-09  -2.40646  -3.13597e-05  -2.83557e-05  0
0.139648  2.2337e-09  -2.45075  -3.64253e-05  -3.01148e-05  0
0.141602  2.78872e-09  -2.4948  -4.21421e-05  -3.18239e-05  0
0.143555  3.47837e-09  -2.53861  -4.85768e-05  -3.34466e-05  0
0.145508  4.3345e-09  -2.58217  -5.58008e-05  -3.49395e-05  0
0.147461  5.39624e-09  -2.62549  -6.3891e-05  -3.62517e-05  0
0.149414  6.71169e-09  -2.66857  -7.2929e-05  -3.73236e-05  0
0.151367  8.33989e-09  -2.7114  -8.30021e-05  -3.8086e-05  0
0.15332  1.03532e-08  -2.75399  -9.42025e-05  -3.8459e-05  0
0.155273  1.28403e-08  -2.79633  -0.000106628  -3.83506e-05  0
0.157227  1.59095e-08  -2.83843  -0.000120381  -3.76556e-05  0
0.15918  1.96935e-08  -2.88029  -0.00013557  -3.62541e-05  0
0.161133  2.4354e-08  -2.9219  -0.000152307  -3.401e-05  0
0.163086  3.00883e-08  -2.96326  -0.000170709  -3.07693e-05  0
0.165039  3.71367e-08  -3.00438  -0.000190898  -2.63585e-05  0
0.166992  4.57917e-08  -3.04526  -0.000212998  -2.05826e-05  0
0.168945  5.64088e-08  -3.08589  -0.000237137  -1.32231e-05  0
0.170898  6.94195e-08  -3.12627  -0.000263445  -4.03613e-06  0
0.172852  8.53473e-08  3.11677  -0.000292053  7.24999e-06  0
0.174805  1.04826e-07  3.07688  -0.000323092  2.0937e-05  0
0.176758  1.28624e-07  3.03723  -0.000356691  3.73594e-05  0
0.178711  1.57669e-07  2.99783  -0.000392979  5.68865e-05  0
0.180664  1.9308e-07  2.95868  -0.000432078  7.99257e-05  0
0.182617  2.36208e-07  2.91977  -0.000474104  0.000106925  0
0.18457  2.88682e-07  2.88111  -0.000519166  0.000138376  0
0.186523  3.52459e-07  2.8427  -0.00056736  0.000174818  0
0.188477  4.29894e-07  2.80453  -0.000618769  0.000216837  0
0.19043  5.23813e-07  2.76661  -0.000673459  0.000265076  0
0.192383  6.37605e-07  2.72894  -0.000731476  0.000320231  0
0.194336  7.75331e-07  2.69152  -0.00079284  0.000383061  0
0.196289  9.41848e-07  2.65434  -0.000857545  0.000454384  0
0.198242  1.14296e-06  2.61741  -0.000925549  0.000535089  0
0.200195  1.3856e-06  2.58073  -0.000996775  0.000626131  0
0.202148  1.67802e-06  2.54429  -0.0010711  0.000728541  0
0.204102  2.03007e-06  2.50811  -0.00114835  0.000843426  0
0.206055  2.45345e-06  2.47217  -0.0012283  0.000971973  0
0.208008  2.96205e-06  2.43648  -0.00131065  0.00111545  0
0.209961  3.57237e-06  2.40104  -0.00139505  0.00127523  0
0.211914  4.30396e-06  2.36584  -0.00148105  0.00145274  0
0.213867  5.17996e-06  2.3309  -0.00156812  0.00164953  0
0.21582  6.22772e-06  2.2962  -0.00165564  0.00186724  0
0.217773  7.47955e-06  2.26176  -0.00174287  0.00210759  0
0.219727  8.97355e-06  2.22756  -0.00182897  0.00237243  0
0.22168  1.07546e-05  2.19361  -0.00191295  0.00266368  0
0.223633  1.28754e-05  2.15991  -0.0019937  0.00298339  0
0.225586  1.53982e-05  2.12645  -0.00206994  0.00333369  0
0.227539  1.83955e-05  2.09325  -0.00214024  0.00371684  0
0.229492  2.19528e-05  2.0603  -0.00220299  0.00413517  0
0.231445  2.617e-05  2.02759  -0.00225638  0.00459116  0
0.233398  3.11636e-05  1.99513  -0.00229839  0.00508734  0
0.235352  3.70701e-05  1.96293  -0.00232678  0.00562639  0
0.237305  4.40484e-05  1.93097  -0.00233908  0.00621104  0
0.239258  5.22834e-05  1.89926  -0.00233256  0.00684416  0
0.241211  6.19904e-05  1.8678  -0.00230421  0.00752868  0
0.243164  7.34194e-05  1.83659  -0.00225074  0.00826762  0
0.245117  8.68603e-05  1.80563  -0.00216856  0.00906409  0
0.24707  0.000102649  1.77492  -0.00205375  0.00992124  0
0.249023  0.000121174  1.74446  -0.00190203  0.0108423  0
0.250977  0.000142884  1.71424  -0.0017088  0.0118306  0
0.25293  0.000168297  1.68428  -0.00146904  0.0128895  0
0.254883  0.000198009  1.65456  -0.00117737  0.0140222  0
0.256836  0.000232708  1.6251  -0.000827959  0.0152323  0
0.258789  0.000273181  1.59588  -0.000414579  0.016523  0
0.260742  0.000320334  1.56691  6.94701e-05  0.0178977  0
0.262695  0.000375203  1.5382  0.000631348  0.0193599  0
0.264648  0.000438975  1.50973  0.0012787  0.0209127  0
0.266602  0.000513005  1.48151  0.00201967  0.0225594  0
0.268555  0.00059884  1.45354  0.00286293  0.0243032  0
0.270508  0.000698241  1.42581  0.00381765  0.026147  0
0.272461  0.000813213  1.39834  0.00489357  0.0280939  0
0.274414  0.000946033  1.37112  0.00610098  0.0301465  0
0.276367  0.00109928  1.34414  0.00745073  0.0323074  0
0.27832  0.00127589  1.31741  0.00895425  0.034579  0
0.280273  0.00147916  1.29093  0.0106235  0.0369634  0
0.282227  0.00171282  1.2647  0.0124712  0.0394625  0
0.28418  0.0019811  1.23872  0.0145104  0.0420779  0
0.286133  0.00228874  1.21298  0.016755  0.0448108  0
0.288086  0.00264105  1.1875  0.0192193  0.047662  0
0.290039  0.00304404  1.16226  0.0219183  0.0506322  0
0.291992  0.00350439  1.13727  0.0248675  0.0537215  0
0.293945  0.00402962  1.11253  0.0280831  0.0569294  0
0.295898  0.0046281  1.08803  0.0315817  0.0602552  0
0.297852  0.00530917  1.06378  0.0353805  0.0636976  0
0.299805  0.00608324  1.03978  0.0394974  0.0672547  0
0.301758  0.00696188  1.01603  0.0439507  0.070924  0
0.303711  0.00795792  0.99252  0.048759  0.0747026  0
0.305664  0.00908558  0.969259  0.0539416  0.0785868  0
0.307617  0.0103606  0.946245  0.0595182  0.0825722  0
0.30957  0.0118003  0.923477  0.0655088  0.0866539  0
0.311523  0.0134239  0.900955  0.0719339  0.0908262  0
0.313477  0.0152524  0.87868  0.0788141  0.0950827  0
0.31543  0.0173089  0.85665  0.0861704  0.0994162  0
0.317383  0.0196189  0.834865  0.0940241  0.103819  0
0.319336  0.02221  0.813326  0.102397  0.108282  0
0.321289  0.0251126  0.792031  0.111309  0.112796  0
0.323242  0.0283598  0.770982  0.120784  0.11735  0
0.325195  0.0319875  0.750177  0.130841  0.121935  0
0.327148  0.0360349  0.729617  0.141504  0.126537  0
0.329102  0.0405442  0.7093  0.152792  0.131144  0
0.331055  0.0455613  0.689228  0.164728  0.135742  0
0.333008  0.0511358  0.669399  0.177332  0.140318  0
