# step = 20000, time = 0.2, G_eff = 0
# x  rho  phase  re  im  V
0.000976562  3.70874  0.59031  1.5999  1.07194  0
0.00292969  3.70381  0.590576  1.59855  1.07165  0
0.00488281  3.69397  0.591107  1.59586  1.07108  0
0.00683594  3.67926  0.591904  1.59183  1.07021  0
0.00878906  3.65975  0.592967  1.58646  1.06906  0
0.0107422  3.6355  0.594295  1.57978  1.06761  0
0.0126953  3.60661  0.595889  1.5718  1.06586  0
0.0146484  3.5732  0.597748  1.56252  1.06382  0
0.0166016  3.5354  0.599873  1.55199  1.06148  0
0.0185547  3.49336  0.602264  1.5402  1.05884  0
0.0205078  3.44725  0.604921  1.5272  1.05589  0
0.0224609  3.39723  0.607844  1.51301  1.05262  0
0.0244141  3.3435  0.611032  1.49766  1.04905  0
0.0263672  3.28626  0.614486  1.48119  1.04515  0
0.0283203  3.22573  0.618206  1.46362  1.04093  0
0.0302734  3.16212  0.622193  1.445  1.03639  0
0.0322266  3.09567  0.626445  1.42536  1.03151  0
0.0341797  3.02661  0.630963  1.40475  1.0263  0
0.0361328  2.95518  0.635747  1.38321  1.02074  0
0.0380859  2.88164  0.640798  1.36078  1.01485  0
0.0400391  2.80622  0.646114  1.33751  1.00861  0
0.0419922  2.72918  0.651697  1.31345  1.00201  0
0.0439453  2.65076  0.657546  1.28864  0.995066  0
0.0458984  2.57121  0.663662  1.26314  0.987764  0
0.0478516  2.49077  0.670044  1.237  0.980105  0
0.0498047  2.40968  0.676692  1.21026  0.972088  0
0.0517578  2.32818  0.683608  1.18298  0.963711  0
0.0537109  2.24649  0.690789  1.15521  0.954974  0
0.0556641  2.16484  0.698238  1.12701  0.945878  0
0.0576172  2.08343  0.705953  1.09842  0.936424  0
0.0595703  2.00246  0.713935  1.06951  0.926615  0
0.0615234  1.92214  0.722184  1.04031  0.916452  0
0.0634766  1.84263  0.7307  1.01089  0.90594  0
0.0654297  1.76412  0.739483  0.981299  0.895084  0
0.0673828  1.68677  0.748533  0.951583  0.883887  0
0.0693359  1.61071  0.75785  0.921796  0.872357  0
0.0712891  1.5361  0.767434  0.891986  0.860501  0
0.0732422  1.46305  0.777286  0.862203  0.848327  0
0.0751953  1.39168  0.787405  0.832495  0.835843  0
0.0771484  1.32209  0.797792  0.802907  0.82306  0
0.0791016  1.25436  0.808446  0.773486  0.809988  0
0.0810547  1.18857  0.819367  0.744274  0.796637  0
0.0830078  1.1248  0.830557  0.715313  0.783022  0
0.0849609  1.06308  0.842013  0.686645  0.769154  0
0.0869141  1.00347  0.853738  0.658308  0.755047  0
0.0888672  0.945988  0.86573  0.630339  0.740716  0
0.0908203  0.890668  0.877991  0.602773  0.726177  0
0.0927734  0.837518  0.890519  0.575644  0.711444  0
0.0947266  0.786542  0.903315  0.548983  0.696534  0
0.0966797  0.737735  0.916379  0.522819  0.681465  0
0.0986328  0.691082  0.929711  0.49718  0.666254  0
0.100586  0.646564  0.943312  0.472091  0.650918  0
0.102539  0.604153  0.95718  0.447575  0.635476  0
0.104492  0.563816  0.971317  0.423654  0.619946  0
0.106445  0.525513  0.985723  0.400346  0.604347  0
0.108398  0.4892  1.0004  0.377669  0.588698  0
0.110352  0.454828  1.01534  0.355638  0.573018  0
0.112305  0.422345  1.03055  0.334265  0.557326  0
0.114258  0.391695  1.04603  0.313561  0.54164  0
0.116211  0.362819  1.06178  0.293535  0.525981  0
0.118164  0.335656  1.07779  0.274194  0.510366  0
0.120117  0.310144  1.09408  0.255544  0.494814  0
0.12207  0.286218  1.11064  0.237586  0.479344  0
0.124023  0.263813  1.12746  0.220323  0.463973  0
0.125977  0.242865  1.14456  0.203754  0.44872  0
0.12793  0.223307  1.16192  0.187877  0.4336  0
0.129883  0.205073  1.17955  0.172689  0.418631  0
0.131836  0.1881  1.19746  0.158183  0.403829  0
0.133789  0.172322  1.21563  0.144353  0.389209  0
0.135742  0.157676  1.23408  0.131192  0.374787  0
0.137695  0.144102  1.2528  0.11869  0.360575  0
0.139648  0.131538  1.27179  0.106835  0.346589  0
0.141602  0.119925  1.29105  0.0956165  0.33284  0
0.143555  0.109207  1.31059  0.0850214  0.31934  0
0.145508  0.0993284  1.3304  0.0750358  0.306101  0
0.147461  0.0902365  1.35049  0.065645  0.293133  0
0.149414  0.08188  1.37085  0.0568333  0.280446  0
0.151367  0.0742102  1.39149  0.0485846  0.268048  0
0.15332  0.0671803  1.41241  0.040882  0.255947  0
0.155273  0.0607456  1.4336  0.0337079  0.24415  0
0.157227  0.054864  1.45508  0.0270446  0.232664  0
0.15918  0.049495  1.47683  0.0208737  0.221493  0
0.161133  0.0446008  1.49887  0.0151766  0.210643  0
0.163086  0.0401453  1.52119  0.00993451  0.200117  0
0.165039  0.0360947  1.5438  0.00512845  0.189917  0
0.166992  0.0324172  1.56669  0.000739354  0.180046  0
0.168945  0.0290828  1.58987  -0.00325186  0.170506  0
0.170898  0.0260636  1.61333  -0.0068642  0.161296  0
0.172852  0.0233335  1.63707  -0.0101166  0.152418  0
0.174805  0.020868  1.6611  -0.0130277  0.143869  0
0.176758  0.0186444  1.68541  -0.0156161  0.135649  0
0.178711  0.0166417  1.71  -0.0179  0.127755  0
0.180664  0.0148403  1.73486  -0.0198972  0.120185  0
0.182617  0.013222  1.75999  -0.0216252  0.112935  0
0.18457  0.0117701  1.78537  -0.0231011  0.106002  0
0.186523  0.0104692  1.811  -0.0243416  0.0993814  0
0.188477  0.009305  1.83685  -0.0253627  0.0930684  0
0.19043  0.00826449  1.86291  -0.0261799  0.087058  0
0.192383  0.00733564  1.88915  -0.0268083  0.0813447  0
0.194336  0.00650745  1.91554  -0.0272624  0.0759224  0
0.196289  0.00576987  1.94203  -0.0275558  0.0707852  0
0.198242  0.00511371  1.96859  -0.0277019  0.0659265  0
0.200195  0.00453058  1.99514  -0.0277131  0.0613398  0
0.202148  0.00401289  2.02163  -0.0276013  0.057018  0
0.204102  0.0035537  2.04796  -0.0273777  0.0529543  0
0.206055  0.00314673  2.07403  -0.0270528  0.0491414  0
0.208008  0.00278632  2.09973  -0.0266365  0.0455721  0
0.209961  0.00246732  2.12493  -0.0261378  0.042239  0
0.211914  0.00218511  2.14946  -0.0255652  0.0391347  0
0.213867  0.00193553  2.17315  -0.0249265  0.0362519  0
0.21582  0.00171486  2.19578  -0.0242287  0.0335832  0
0.217773  0.00151974  2.21711  -0.0234781  0.0311211  0
0.219727  0.0013472  2.23689  -0.0226804  0.0288583  0
0.22168  0.00119458  2.25481  -0.0218406  0.0267876  0
0.223633  0.00105954  2.27053  -0.020963  0.0249017  0
0.225586  0.000939998  2.28366  -0.0200513  0.0231936  0
0.227539  0.000834126  2.29378  -0.0191085  0.0216562  0
0.229492  0.000740334  2.3004  -0.0181369  0.0202827  0
0.231445  0.000657239  2.30299  -0.0171383  0.0190662  0
0.233398  0.000583653  2.30095  -0.0161137  0.0180001  0
0.235352  0.000518564  2.29361  -0.0150637  0.0170777  0
0.237305  0.000461125  2.28023  -0.0139882  0.0162928  0
0.239258  0.000410637  2.26  -0.0128865  0.0156389  0
0.241211  0.000366542  2.23206  -0.0117574  0.0151098  0
0.243164  0.000328413  2.19551  -0.0105991  0.0146994  0
0.245117  0.000295942  2.14952  -0.00940928  0.0144016  0
0.24707  0.000268937  2.09338  -0.00818516  0.0142106  0
0.249023  0.000247315  2.02667  -0.0069234  0.0141203  0
0.250977  0.000231098  1.94949  -0.00562019  0.0141249  0
0.25293  0.000220411  1.86262  -0.00427126  0.0142186  0
0.254883  0.000215479  1.76771  -0.00287188  0.0143955  0
0.256836  0.000216629  1.66721  -0.0014169  0.0146499  0
0.258789  0.000224288  1.56417  9.92278e-05  0.0149759  0
0.260742  0.000238992  1.46175  0.00168247  0.0153675  0
0.262695  0.000261385  1.36276  0.00333916  0.0158188  0
0.264648  0.000292226  1.26932  0.00507596  0.0163236  0
0.266602  0.000332399  1.18267  0.0068999  0.0168757  0
0.268555  0.00038292  1.10331  0.0088183  0.0174688  0
0.270508  0.000444948  1.03114  0.0108388  0.0180961  0
0.272461  0.000519799  0.965692  0.0129692  0.018751  0
0.274414  0.000608961  0.906287  0.0152177  0.0194263  0
0.276367  0.000714111  0.852188  0.0175927  0.0201149  0
0.27832  0.000837131  0.802666  0.0201026  0.0208091  0
0.280273  0.000980134  0.757046  0.0227561  0.021501  0
0.282227  0.00114549  0.714726  0.0255622  0.0221824  0
0.28418  0.00133583  0.675186  0.0285298  0.0228447  0
0.286133  0.00155411  0.637979  0.0316679  0.0234788  0
0.288086  0.00180361  0.60273  0.0349856  0.0240754  0
0.290039  0.00208801  0.569124  0.038492  0.0246246  0
0.291992  0.00241135  0.5369  0.0421963  0.0251162  0
0.293945  0.00277816  0.50584  0.0461075  0.0255394  0
0.295898  0.00319345  0.475765  0.0502347  0.0258829  0
0.297852  0.00366275  0.44653  0.0545867  0.0261352  0
0.299805  0.0041922  0.418013  0.0591723  0.0262838  0
0.301758  0.00478854  0.390116  0.064  0.0263162  0
0.303711  0.00545924  0.362759  0.0690783  0.0262191  0
0.305664  0.0062125  0.335877  0.0744151  0.0259787  0
0.307617  0.00705733  0.309418  0.0800184  0.0255808  0
0.30957  0.0080036  0.283341  0.0858957  0.0250107  0
0.311523  0.00906214  0.257611  0.092054  0.024253  0
0.313477  0.0102448  0.232204  0.0985  0.0232922  0
0.31543  0.0115644  0.207097  0.10524  0.022112  0
0.317383  0.0130352  0.182276  0.11228  0.0206957  0
0.319336  0.0146722  0.157728  0.119625  0.0190264  0
0.321289  0.0164923  0.133445  0.127281  0.0170865  0
0.323242  0.0185133  0.10942  0.13525  0.0148584  0
0.325195  0.0207546  0.0856481  0.143537  0.0123238  0
0.327148  0.0232374  0.0621267  0.152144  0.00946439  0
0.329102  0.0259841  0.038854  0.161074  0.00626153  0
0.331055  0.0290191  0.0158291  0.170329  0.00269637  0
0.333008  0.0323684  -0.00694816  0.179908  -0.00125005  0
0.334961  0.03606  -0.0294774  0.189812  -0.00559679  0
0.336914  0.0401237  -0.0517578  0.200041  -0.0103629  0
