# step = 6000, time = 0.06, G_eff = 0
# x  rho  phase  re  im  V
0.000976562  1.9982  0.724753  1.05829  0.937132  0
0.00292969  1.99535  0.724832  1.05746  0.936546  0
0.00488281  1.98966  0.724989  1.05581  0.935375  0
0.00683594  1.98116  0.725224  1.05333  0.933622  0
0.00878906  1.96988  0.725536  1.05004  0.931291  0
0.0107422  1.95589  0.725926  1.04594  0.928385  0
0.0126953  1.93925  0.726391  1.04105  0.924911  0
0.0146484  1.92003  0.726931  1.03538  0.920875  0
0.0166016  1.89832  0.727544  1.02895  0.916287  0
0.0185547  1.87423  0.72823  1.02178  0.911154  0
0.0205078  1.84786  0.728985  1.01388  0.905487  0
0.0224609  1.81933  0.729808  1.00528  0.899297  0
0.0244141  1.78876  0.730697  0.996009  0.892597  0
0.0263672  1.7563  0.731648  0.986089  0.885399  0
0.0283203  1.72208  0.732659  0.975548  0.877717  0
0.0302734  1.68625  0.733725  0.964418  0.869566  0
0.0322266  1.64895  0.734844  0.952731  0.860963  0
0.0341797  1.61035  0.73601  0.94052  0.851922  0
0.0361328  1.57059  0.737218  0.92782  0.842461  0
0.0380859  1.52984  0.738463  0.914668  0.832599  0
0.0400391  1.48824  0.739738  0.9011  0.822352  0
0.0419922  1.44597  0.741037  0.887155  0.81174  0
0.0439453  1.40316  0.742351  0.872873  0.800783  0
0.0458984  1.35998  0.743673  0.858294  0.789499  0
0.0478516  1.31657  0.744991  0.843459  0.777909  0
0.0498047  1.27307  0.746296  0.82841  0.766033  0
0.0517578  1.22963  0.747576  0.81319  0.753891  0
0.0537109  1.18638  0.748817  0.79784  0.741504  0
0.0556641  1.14344  0.750006  0.782404  0.728893  0
0.0576172  1.10094  0.751126  0.766924  0.716079  0
0.0595703  1.05899  0.75216  0.751444  0.703081  0
0.0615234  1.0177  0.75309  0.736007  0.689922  0
0.0634766  0.977158  0.753894  0.720655  0.67662  0
0.0654297  0.937463  0.754549  0.705431  0.663197  0
0.0673828  0.898694  0.755032  0.690377  0.649672  0
0.0693359  0.860926  0.755315  0.675535  0.636065  0
0.0712891  0.824223  0.755369  0.660944  0.622395  0
0.0732422  0.788645  0.755163  0.646647  0.608681  0
0.0751953  0.754241  0.754665  0.632682  0.594941  0
0.0771484  0.721055  0.753837  0.619087  0.581193  0
0.0791016  0.68912  0.752643  0.605901  0.567454  0
0.0810547  0.658467  0.751041  0.59316  0.55374  0
0.0830078  0.629117  0.748989  0.580899  0.540068  0
0.0849609  0.601086  0.746444  0.569152  0.526452  0
0.0869141  0.574386  0.743358  0.557953  0.512908  0
0.0888672  0.549022  0.739684  0.547334  0.499448  0
0.0908203  0.524995  0.735374  0.537323  0.486086  0
0.0927734  0.502303  0.730379  0.527951  0.472833  0
0.0947266  0.48094  0.72465  0.519244  0.459702  0
0.0966797  0.460898  0.71814  0.511229  0.446702  0
0.0986328  0.442165  0.710802  0.503929  0.433844  0
0.100586  0.424729  0.702594  0.497367  0.421136  0
0.102539  0.408577  0.693476  0.491564  0.408586  0
0.104492  0.393695  0.683416  0.486539  0.396201  0
