# step = 10000, time = 0.1, G_eff = 0
# x  rho  phase  re  im  V
0.000976562  1.94628  -0.881316  0.887468  -1.07642  0
0.00292969  1.94341  -0.881123  0.88702  -1.07545  0
0.00488281  1.93767  -0.880738  0.886124  -1.07352  0
0.00683594  1.9291  -0.880159  0.884783  -1.07064  0
0.00878906  1.91774  -0.879384  0.882999  -1.06679  0
0.0107422  1.90363  -0.878413  0.880778  -1.06201  0
0.0126953  1.88685  -0.877244  0.878123  -1.05629  0
0.0146484  1.86747  -0.875873  0.875041  -1.04965  0
0.0166016  1.84558  -0.874298  0.871539  -1.04211  0
0.0185547  1.82127  -0.872515  0.867626  -1.03368  0
0.0205078  1.79467  -0.87052  0.86331  -1.02438  0
0.0224609  1.76588  -0.868309  0.858602  -1.01424  0
0.0244141  1.73503  -0.865877  0.853512  -1.00327  0
0.0263672  1.70226  -0.863219  0.848053  -0.991497  0
0.0283203  1.66771  -0.860327  0.842238  -0.978952  0
0.0302734  1.63153  -0.857195  0.83608  -0.965661  0
0.0322266  1.59387  -0.853815  0.829594  -0.951652  0
0.0341797  1.55488  -0.85018  0.822797  -0.936957  0
0.0361328  1.51473  -0.84628  0.815705  -0.921606  0
0.0380859  1.47357  -0.842105  0.808334  -0.905632  0
0.0400391  1.43157  -0.837644  0.800705  -0.889069  0
0.0419922  1.38889  -0.832887  0.792835  -0.871953  0
0.0439453  1.34568  -0.82782  0.784744  -0.854318  0
0.0458984  1.30211  -0.82243  0.776454  -0.836202  0
0.0478516  1.25834  -0.816703  0.767986  -0.817639  0
0.0498047  1.2145  -0.810622  0.759361  -0.798669  0
0.0517578  1.17076  -0.804172  0.750603  -0.779329  0
0.0537109  1.12725  -0.797334  0.741735  -0.759657  0
0.0556641  1.08411  -0.79009  0.73278  -0.73969  0
0.0576172  1.04147  -0.78242  0.723764  -0.719467  0
0.0595703  0.99945  -0.774303  0.714712  -0.699026  0
0.0615234  0.958172  -0.765717  0.705648  -0.678405  0
0.0634766  0.917742  -0.756639  0.696599  -0.657641  0
0.0654297  0.87826  -0.747045  0.687591  -0.636772  0
0.0673828  0.839818  -0.736911  0.67865  -0.615835  0
0.0693359  0.802501  -0.726212  0.669803  -0.594865  0
0.0712891  0.766384  -0.714924  0.661078  -0.573899  0
0.0732422  0.731535  -0.703021  0.652501  -0.552972  0
0.0751953  0.698012  -0.690479  0.644099  -0.532117  0
0.0771484  0.665866  -0.677275  0.6359  -0.511368  0
0.0791016  0.635141  -0.663387  0.627931  -0.490758  0
0.0810547  0.60587  -0.648797  0.620219  -0.470317  0
0.0830078  0.578082  -0.633489  0.612791  -0.450077  0
0.0849609  0.551798  -0.61745  0.605673  -0.430068  0
0.0869141  0.527031  -0.600673  0.598892  -0.410316  0
0.0888672  0.503789  -0.583159  0.592473  -0.39085  0
0.0908203  0.482073  -0.564913  0.586443  -0.371696  0
0.0927734  0.461882  -0.54595  0.580825  -0.352879  0
0.0947266  0.443206  -0.526295  0.575646  -0.334421  0
0.0966797  0.426033  -0.50598  0.570927  -0.316347  0
0.0986328  0.410348  -0.485054  0.566692  -0.298676  0
0.100586  0.396131  -0.463572  0.562964  -0.281429  0
