# step = 8000, time = 0.08, G_eff = 0
# x  rho  phase  re  im  V
0.000976562  7.88069  -0.0808522  2.79809  -0.226726  0
0.00292969  7.86894  -0.0807349  2.79603  -0.226229  0
0.00488281  7.8455  -0.0805004  2.79191  -0.225237  0
0.00683594  7.81047  -0.0801486  2.78575  -0.223753  0
0.00878906  7.764  -0.0796794  2.77756  -0.221783  0
0.0107422  7.70631  -0.0790928  2.76735  -0.219335  0
0.0126953  7.63764  -0.0783888  2.75514  -0.216416  0
0.0146484  7.55831  -0.0775673  2.74097  -0.213037  0
0.0166016  7.46865  -0.0766282  2.72486  -0.209211  0
0.0185547  7.36906  -0.0755714  2.70685  -0.204951  0
0.0205078  7.25996  -0.0743969  2.68698  -0.200272  0
0.0224609  7.14183  -0.0731044  2.66528  -0.195192  0
0.0244141  7.01515  -0.0716939  2.64181  -0.189727  0
0.0263672  6.88045  -0.0701652  2.61661  -0.183897  0
0.0283203  6.73829  -0.0685182  2.58973  -0.177722  0
0.0302734  6.58924  -0.0667527  2.56123  -0.171224  0
0.0322266  6.4339  -0.0648686  2.53118  -0.164425  0
0.0341797  6.27286  -0.0628656  2.49962  -0.157348  0
0.0361328  6.10676  -0.0607436  2.46663  -0.150016  0
0.0380859  5.9362  -0.0585023  2.43226  -0.142456  0
0.0400391  5.76183  -0.0561416  2.3966  -0.13469  0
0.0419922  5.58426  -0.0536612  2.3597  -0.126746  0
0.0439453  5.40411  -0.0510608  2.32164  -0.118648  0
0.0458984  5.222  -0.0483403  2.2825  -0.110423  0
0.0478516  5.03853  -0.0454993  2.24234  -0.102095  0
0.0498047  4.85427  -0.0425375  2.20125  -0.0936922  0
0.0517578  4.66981  -0.0394548  2.15929  -0.0852388  0
0.0537109  4.48569  -0.0362508  2.11655  -0.0767603  0
0.0556641  4.30243  -0.0329251  2.07311  -0.068282  0
0.0576172  4.12053  -0.0294776  2.02903  -0.0598281  0
0.0595703  3.94047  -0.0259077  1.98439  -0.0514227  0
0.0615234  3.76268  -0.0222153  1.93928  -0.0430889  0
0.0634766  3.58759  -0.0183999  1.89377  -0.0348492  0
0.0654297  3.41557  -0.0144613  1.84793  -0.0267253  0
0.0673828  3.24699  -0.0103989  1.80184  -0.0187379  0
0.0693359  3.08215  -0.00621253  1.75557  -0.0109067  0
0.0712891  2.92135  -0.00190169  1.70919  -0.00325036  0
0.0732422  2.76484  0.00253399  1.66278  0.00421347  0
0.0751953  2.61284  0.00709493  1.61639  0.0114684  0
0.0771484  2.46555  0.0117815  1.5701  0.018499  0
0.0791016  2.32312  0.0165942  1.52397  0.0252915  0
0.0810547  2.18569  0.0215335  1.47806  0.0318328  0
0.0830078  2.05335  0.0265998  1.43244  0.0381116  0
0.0849609  1.92617  0.0317935  1.38716  0.0441176  0
0.0869141  1.8042  0.0371151  1.34228  0.0498418  0
0.0888672  1.68747  0.0425651  1.29785  0.0552765  0
0.0908203  1.57596  0.048144  1.25392  0.0604153  0
0.0927734  1.46965  0.0538523  1.21053  0.0652531  0
0.0947266  1.3685  0.0596904  1.16774  0.069786  0
0.0966797  1.27243  0.065659  1.12559  0.0740114  0
0.0986328  1.18136  0.0717585  1.08411  0.0779277  0
0.100586  1.0952  0.0779894  1.04334  0.0815347  0
0.102539  1.01383  0.0843524  1.00331  0.0848331  0
0.104492  0.937131  0.0908478  0.964063  0.0878248  0
