# step = 2000, time = 0.02, G_eff = 0
# x  rho  phase  re  im  V
0.000976562  1.9853  2.3324  -0.972332  1.01974  0
0.00292969  1.9822  2.3324  -0.97157  1.01894  0
0.00488281  1.976  2.3324  -0.970047  1.01735  0
0.00683594  1.96673  2.33239  -0.967766  1.01497  0
0.00878906  1.95444  2.33239  -0.964731  1.0118  0
0.0107422  1.93918  2.33237  -0.960947  1.00785  0
0.0126953  1.92102  2.33236  -0.95642  1.00314  0
0.0146484  1.90003  2.33234  -0.951157  0.997662  0
0.0166016  1.8763  2.3323  -0.945168  0.991444  0
0.0185547  1.84994  2.33226  -0.938463  0.984495  0
0.0205078  1.82106  2.3322  -0.931052  0.976833  0
0.0224609  1.78978  2.33213  -0.922946  0.968476  0
0.0244141  1.75622  2.33203  -0.91416  0.959441  0
0.0263672  1.72052  2.33191  -0.904708  0.949751  0
0.0283203  1.68284  2.33176  -0.894602  0.939428  0
0.0302734  1.64331  2.33157  -0.88386  0.928494  0
0.0322266  1.6021  2.33134  -0.872498  0.916975  0
0.0341797  1.55935  2.33107  -0.860532  0.904896  0
0.0361328  1.51524  2.33074  -0.847979  0.892284  0
0.0380859  1.46992  2.33035  -0.834859  0.879167  0
0.0400391  1.42356  2.32989  -0.821188  0.865572  0
0.0419922  1.37633  2.32934  -0.806986  0.851529  0
0.0439453  1.32838  2.32871  -0.792271  0.837068  0
0.0458984  1.27987  2.32797  -0.777063  0.822219  0
0.0478516  1.23097  2.32711  -0.761381  0.807013  0
0.0498047  1.18183  2.32612  -0.745243  0.791479  0
0.0517578  1.13259  2.32497  -0.72867  0.77565  0
0.0537109  1.08341  2.32366  -0.711679  0.759556  0
0.0556641  1.03443  2.32216  -0.69429  0.743228  0
0.0576172  0.98577  2.32045  -0.676522  0.726697  0
0.0595703  0.93757  2.3185  -0.658391  0.709994  0
0.0615234  0.889948  2.31628  -0.639916  0.693149  0
0.0634766  0.843018  2.31376  -0.621113  0.676192  0
0.0654297  0.796887  2.31091  -0.602  0.659153  0
0.0673828  0.751655  2.30767  -0.582592  0.64206  0
0.0693359  0.707414  2.30402  -0.562904  0.624942  0
0.0712891  0.664248  2.29988  -0.542952  0.607826  0
0.0732422  0.622236  2.29521  -0.522748  0.590738  0
0.0751953  0.581447  2.28994  -0.502305  0.573704  0
0.0771484  0.541944  2.28398  -0.481636  0.55675  0
0.0791016  0.503783  2.27726  -0.460752  0.539898  0
0.0810547  0.467014  2.26968  -0.439664  0.523173  0
0.0830078  0.43168  2.26111  -0.41838  0.506595  0
0.0849609  0.397819  2.25143  -0.39691  0.490185  0
0.0869141  0.365462  2.24049  -0.375261  0.473962  0
